"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.343118266E1,-3.170489892E-2,-1.000857925E1,-7.477570791E-3
1.343366740E1,4.187439568E-3,-1.000139999E1,-2.991028305E-4
1.343615209E1,1.794616925E-3,-9.991828918E0,-1.226321608E-2
1.343863683E1,4.187439568E-3,-1.000139999E1,1.645065658E-2
1.344112152E1,-5.383851007E-3,-9.996614456E0,-1.704886183E-2
1.344360620E1,-2.691925503E-2,-9.987043381E0,-3.140579537E-2
1.344610297E1,-1.256231871E-2,-9.960722923E0,-2.422732860E-2
1.344858771E1,-2.213360928E-2,-9.963115692E0,-5.294119939E-2
1.345107240E1,-3.170489892E-2,-9.922437668E0,-1.465603895E-2
1.345355709E1,-1.495514158E-2,-9.927223206E0,-1.704886183E-2
1.345604183E1,-1.734796353E-2,-9.946365356E0,-2.183450572E-2
1.345852652E1,-5.563312769E-2,-9.948758125E0,-2.422732860E-2
1.346101120E1,-5.563312769E-2,-9.917651176E0,-5.054837838E-2
1.346349594E1,-3.888336942E-2,-9.929615974E0,-5.533402413E-2
1.346598063E1,-3.649054468E-2,-9.932008743E0,-2.691925503E-3
1.346846537E1,-3.888336942E-2,-9.936794281E0,-1.704886183E-2
1.347095000E1,-6.520441920E-2,-9.936794281E0,-5.294119939E-2
1.347343474E1,-8.673982322E-2,-9.967901230E0,1.166501082E-2
1.347590537E1,-1.034895778E-1,-9.970293999E0,-9.870393202E-3
1.347839011E1,-1.106680483E-1,-9.982257843E0,-1.944168471E-2
1.348087480E1,-1.130608693E-1,-9.965508461E0,-1.704886183E-2
1.348335948E1,-1.322034448E-1,-9.984650612E0,-2.422732860E-2
1.348584422E1,-1.489532143E-1,-9.994221687E0,-2.901297435E-2
1.348832891E1,-1.585244983E-1,-1.000139999E1,-5.084747914E-3
1.349081360E1,-1.369891018E-1,-1.002054310E1,1.645065658E-2
1.349329834E1,-1.345962733E-1,-1.004477024E1,-9.870393202E-3
1.349578303E1,-1.537388563E-1,-1.003011417E1,1.405783277E-2
1.349826777E1,-1.875374764E-1,-1.003759193E1,2.362912335E-2
1.350075245E1,-1.731805354E-1,-1.007587719E1,1.645065658E-2
1.350323714E1,-1.633101404E-1,-1.007826996E1,-7.477570791E-3
1.350573558E1,-1.609173268E-1,-1.007109165E1,3.080759197E-2
1.350822032E1,-1.609173268E-1,-1.008066273E1,6.430710852E-2
1.351070500E1,-2.162513435E-1,-1.009023380E1,3.080759197E-2
1.351318969E1,-2.425723970E-1,-1.009023380E1,3.080759197E-2
1.351567443E1,-2.258226424E-1,-1.007109165E1,3.320041299E-2
1.351815912E1,-2.162513435E-1,-1.012373352E1,3.798605874E-2
1.352064381E1,-2.066800594E-1,-1.008305550E1,6.879365072E-3
1.352312855E1,-1.923231184E-1,-1.009980488E1,-1.465603895E-2
1.352561323E1,-1.369891018E-1,-1.011655521E1,-2.691925503E-3
1.352809797E1,-1.755733639E-1,-1.011894798E1,3.559323773E-2
1.353058266E1,-1.707877219E-1,-1.011416245E1,7.627122104E-2
1.353306735E1,-1.779661775E-1,-1.011416245E1,3.080759197E-2
1.353552641E1,-1.609173268E-1,-1.014766216E1,2.602194622E-2
1.353801115E1,-1.345962733E-1,-1.012612629E1,2.093719784E-3
1.354049584E1,-1.298106313E-1,-1.010219765E1,9.272187948E-3
1.354298053E1,-1.250249892E-1,-1.013091183E1,2.602194622E-2
1.354546526E1,-1.441675574E-1,-1.013569736E1,1.645065658E-2
1.354794995E1,-1.537388563E-1,-1.010698414E1,3.320041299E-2
1.355043464E1,-1.441675574E-1,-1.010937691E1,1.645065658E-2
1.355291938E1,-1.345962733E-1,-1.010219765E1,1.166501082E-2
1.355540407E1,-1.034895778E-1,-1.009023380E1,1.884347759E-2
1.355788881E1,-9.152546525E-2,-1.008066273E1,1.884347759E-2
1.356037349E1,-1.058823988E-1,-1.009741211E1,1.166501082E-2
1.356285818E1,-1.010967568E-1,-1.010937691E1,1.405783277E-2
1.356534282E1,-9.870393574E-2,-1.012134075E1,3.080759197E-2
1.356782756E1,-1.154536903E-1,-1.013091183E1,9.272187948E-3
1.357031224E1,-1.010967568E-1,-1.010459137E1,-1.944168471E-2
1.357279693E1,-1.178465188E-1,-1.011655521E1,4.486542661E-3
1.357528167E1,-1.274178028E-1,-1.013330460E1,-9.870393202E-3
1.357776636E1,-1.226321608E-1,-1.007826996E1,-5.084747914E-3
1.358025105E1,-1.345962733E-1,-1.005673409E1,4.486542661E-3
1.358273573E1,-1.250249892E-1,-1.004477024E1,6.879365072E-3
1.358522047E1,-1.202393398E-1,-9.999007225E0,4.995017126E-2
1.358770521E1,-1.034895778E-1,-9.994221687E0,2.602194622E-2
1.359018990E1,-1.130608693E-1,-9.960722923E0,1.884347759E-2
1.359267459E1,-1.465603858E-1,-9.941579819E0,2.123630047E-2
1.359516183E1,-1.657029688E-1,-9.924830437E0,1.405783277E-2
1.359764657E1,-1.537388563E-1,-9.955936432E0,3.559323773E-2
1.360013126E1,-1.513460279E-1,-9.936794281E0,3.080759197E-2
1.360261594E1,-1.633101404E-1,-9.946365356E0,4.277170449E-2
1.360510068E1,-1.707877219E-1,-9.941579819E0,4.277170449E-2
1.360758537E1,-1.633101404E-1,-9.893723488E0,6.191428751E-2
1.361007006E1,-1.875374764E-1,-9.946365356E0,1.166501082E-2
1.361255480E1,-1.947159469E-1,-9.953543663E0,4.037888348E-2
1.361503948E1,-2.042872310E-1,-9.955936432E0,6.430710852E-2
1.361752422E1,-2.066800594E-1,-9.948758125E0,2.602194622E-2
1.362000891E1,-2.138585299E-1,-9.936794281E0,2.123630047E-2
1.362249360E1,-2.377867550E-1,-9.912865639E0,4.516452923E-2
1.362497511E1,-2.090728730E-1,-9.948758125E0,5.473581702E-2
1.362745985E1,-2.186441720E-1,-9.994221687E0,9.541380405E-2
1.362994454E1,-2.521436810E-1,-9.999007225E0,1.049850956E-1
1.363242922E1,-2.617149651E-1,-1.000618649E1,1.049850956E-1
1.363491396E1,-2.401795685E-1,-9.989436150E0,7.627122104E-2
1.363739865E1,-2.521436810E-1,-9.989436150E0,8.584251255E-2
1.363988334E1,-2.449652255E-1,-9.989436150E0,7.387840003E-2
1.364236808E1,-2.210369855E-1,-1.001097202E1,5.712864175E-2
1.364485277E1,-2.162513435E-1,-1.000618649E1,5.473581702E-2
1.364733751E1,-2.353939265E-1,-1.001575756E1,5.952146277E-2
1.364982219E1,-2.401795685E-1,-1.005912685E1,8.344969153E-2
1.365230688E1,-2.593221664E-1,-1.003998470E1,9.062815458E-2
1.365479386E1,-2.377867550E-1,-1.002532864E1,8.584251255E-2
1.365727860E1,-2.330010980E-1,-1.005912685E1,1.073779166E-1
1.365976329E1,-2.042872310E-1,-1.007826996E1,7.627122104E-2
1.366224797E1,-2.162513435E-1,-1.004955578E1,7.387840003E-2
1.366473271E1,-1.995015889E-1,-1.001336479E1,7.148557901E-2
1.366721740E1,-1.513460279E-1,-1.004955578E1,9.302098304E-2
1.366970209E1,-1.369891018E-1,-1.004237747E1,1.145563871E-1
1.367218683E1,-1.226321608E-1,-1.003759193E1,8.344969153E-2
1.367467152E1,-1.250249892E-1,-1.002293587E1,6.669992954E-2
1.367715626E1,-1.130608693E-1,-1.006152058E1,9.541380405E-2
1.367964094E1,-9.152546525E-2,-1.007587719E1,7.627122104E-2
1.368212563E1,-1.034895778E-1,-1.006391335E1,4.037888348E-2
1.368460974E1,-9.152546525E-2,-1.003011417E1,5.234299600E-2
1.368709448E1,-6.999006122E-2,-1.002054310E1,6.191428751E-2
1.368957917E1,-6.041877344E-2,-1.011655521E1,5.952146277E-2
1.369206386E1,-6.041877344E-2,-1.012851906E1,7.387840003E-2
1.369454860E1,-7.238288224E-2,-1.009501934E1,4.037888348E-2
1.369703329E1,-6.520441920E-2,-1.010459137E1,4.516452923E-2
1.369951797E1,-6.041877344E-2,-1.014048290E1,4.277170449E-2
1.370200266E1,-4.606183618E-2,-1.013330460E1,4.277170449E-2
1.370448740E1,-3.409772366E-2,-1.011894798E1,4.755735025E-2
1.370697214E1,-6.520441920E-2,-1.012134075E1,4.277170449E-2
1.370945683E1,-6.999006122E-2,-1.012851906E1,3.320041299E-2
1.371194152E1,-2.691925503E-2,-1.007587719E1,4.037888348E-2
1.371442615E1,-2.931207791E-2,-1.008784103E1,1.405783277E-2
1.371691089E1,-7.477571070E-2,-1.007587719E1,2.123630047E-2
1.371939558E1,-6.759724021E-2,-1.010219765E1,4.995017126E-2
1.372188027E1,-2.931207791E-2,-1.007348442E1,2.093719784E-3
1.372436501E1,-5.563312769E-2,-1.009023380E1,2.362912335E-2
1.372684969E1,-8.673982322E-2,-1.003250694E1,4.486542661E-3
1.372933438E1,-5.084748194E-2,-1.006391335E1,-9.870393202E-3
1.373181912E1,-7.477571070E-2,-1.008305550E1,-5.084747914E-3
1.373430381E1,-6.281159073E-2,-1.000379372E1,-2.901297435E-2
1.373678855E1,-5.802594870E-2,-1.000618649E1,-3.379862010E-2
1.373927323E1,-9.391828626E-2,-1.004477024E1,-1.704886183E-2
1.374175792E1,-1.178465188E-1,-1.002054310E1,1.166501082E-2
1.374424178E1,-1.274178028E-1,-1.001575756E1,-3.140579537E-2
1.374672652E1,-1.393819153E-1,-9.991828918E0,-1.704886183E-2
1.374921120E1,-1.561316848E-1,-9.982257843E0,2.093719784E-3
1.375169589E1,-1.489532143E-1,-9.984650612E0,1.166501082E-2
1.375418063E1,-1.537388563E-1,-9.979865074E0,-1.465603895E-2
1.375666532E1,-1.923231184E-1,-9.979865074E0,1.884347759E-2
1.375915000E1,-1.899302900E-1,-9.958329201E0,-2.901297435E-2
1.376163474E1,-1.995015889E-1,-9.946365356E0,-2.422732860E-2
1.376411943E1,-1.923231184E-1,-9.943972588E0,-2.991028305E-4
1.376660412E1,-1.923231184E-1,-9.929615974E0,1.405783277E-2
1.376908886E1,-2.090728730E-1,-9.917651176E0,-7.477570791E-3
1.377157355E1,-2.282154560E-1,-9.920044899E0,-3.619144112E-2
1.377405813E1,-2.641077936E-1,-9.891330719E0,-3.140579537E-2
1.377654287E1,-2.497508675E-1,-9.898509026E0,6.879365072E-3
1.377902756E1,-1.971087605E-1,-9.905687332E0,1.166501082E-2
1.378151224E1,-2.641077936E-1,-9.886545181E0,2.602194622E-2
1.378399698E1,-2.473580390E-1,-9.881759644E0,4.486542661E-3
1.378648167E1,-2.473580390E-1,-9.876974106E0,4.486542661E-3
1.378896636E1,-2.114657015E-1,-9.857831001E0,-2.901297435E-2
1.379145110E1,-2.401795685E-1,-9.853045464E0,-9.870393202E-3
1.379393579E1,-2.353939265E-1,-9.884152412E0,1.405783277E-2
1.379642047E1,-2.258226424E-1,-9.836296082E0,-2.422732860E-2
1.379890521E1,-2.258226424E-1,-9.821938515E0,9.272187948E-3
1.380138990E1,-2.545365095E-1,-9.833903313E0,3.559323773E-2
1.380387761E1,-2.521436810E-1,-9.807581902E0,2.093719784E-3
1.380636230E1,-2.186441720E-1,-9.814760208E0,2.093719784E-3
1.380884704E1,-2.497508675E-1,-9.788438797E0,1.405783277E-2
1.381133172E1,-2.114657015E-1,-9.798010826E0,1.405783277E-2
1.381381646E1,-2.377867550E-1,-9.814760208E0,3.320041299E-2
1.381630115E1,-2.234298140E-1,-9.793225288E0,-7.477570791E-3
1.381878584E1,-2.497508675E-1,-9.783653259E0,-2.183450572E-2
1.382127058E1,-2.473580390E-1,-9.826724052E0,-1.704886183E-2
1.382375526E1,-2.449652255E-1,-9.802796364E0,-1.704886183E-2
1.382623995E1,-2.090728730E-1,-9.857831001E0,-5.084747914E-3
1.382872469E1,-2.282154560E-1,-9.879366875E0,1.405783277E-2
1.383120938E1,-2.425723970E-1,-9.900901794E0,4.486542661E-3
1.383369334E1,-2.545365095E-1,-9.912865639E0,2.602194622E-2
1.383617803E1,-2.138585299E-1,-9.881759644E0,9.272187948E-3
1.383866276E1,-2.401795685E-1,-9.884152412E0,1.166501082E-2
1.384114745E1,-2.377867550E-1,-9.886545181E0,1.884347759E-2
1.384363219E1,-2.162513435E-1,-9.924830437E0,-2.691925503E-3
1.384611688E1,-2.186441720E-1,-9.884152412E0,-1.465603895E-2
1.384860157E1,-2.258226424E-1,-9.898509026E0,-2.901297435E-2
1.385108631E1,-2.186441720E-1,-9.934401512E0,-1.226321608E-2
1.385357099E1,-2.138585299E-1,-9.905687332E0,-5.084747914E-3
1.385605568E1,-2.330010980E-1,-9.896116257E0,-1.944168471E-2
1.385854042E1,-2.162513435E-1,-9.934401512E0,-1.465603895E-2
1.386102511E1,-1.947159469E-1,-9.915258408E0,-2.991028305E-4
1.386350834E1,-2.138585299E-1,-9.881759644E0,6.879365072E-3
1.386599308E1,-2.306082845E-1,-9.872187614E0,2.841476910E-2
1.386847777E1,-2.282154560E-1,-9.865009308E0,1.405783277E-2
1.387096245E1,-2.162513435E-1,-9.867402077E0,-2.422732860E-2
1.387344719E1,-2.210369855E-1,-9.860223770E0,-2.991028305E-4
1.387593188E1,-2.114657015E-1,-9.865009308E0,3.798605874E-2
1.387841657E1,-1.971087605E-1,-9.869794846E0,-5.084747914E-3
1.388090131E1,-2.042872310E-1,-9.860223770E0,-7.477570791E-3
1.388338599E1,-2.018944174E-1,-9.855438232E0,9.272187948E-3
1.388587068E1,-2.138585299E-1,-9.836296082E0,-2.991028305E-4
1.388835542E1,-2.306082845E-1,-9.833903313E0,-7.477570791E-3
1.389084011E1,-2.066800594E-1,-9.821938515E0,3.080759197E-2
1.389332386E1,-2.090728730E-1,-9.824331284E0,4.037888348E-2
1.389580860E1,-2.282154560E-1,-9.817152977E0,4.755735025E-2
1.389829329E1,-2.306082845E-1,-9.836296082E0,5.234299600E-2
1.390077797E1,-2.353939265E-1,-9.829116821E0,7.866404206E-2
1.390326271E1,-1.851446480E-1,-9.817152977E0,4.037888348E-2
1.390574740E1,-2.018944174E-1,-9.821938515E0,5.473581702E-2
1.390823209E1,-2.066800594E-1,-9.800403595E0,7.387840003E-2
1.391071683E1,-1.683948934E-1,-9.790832520E0,5.952146277E-2
1.391320152E1,-1.923231184E-1,-9.771689415E0,2.841476910E-2
1.391568620E1,-1.731805354E-1,-9.831509590E0,4.995017126E-2
1.391817089E1,-1.707877219E-1,-9.783653259E0,5.234299600E-2
1.392065563E1,-1.298106313E-1,-9.781260490E0,3.320041299E-2
1.392311714E1,-1.393819153E-1,-9.764211655E0,5.234299600E-2
1.392560188E1,-1.489532143E-1,-9.754640579E0,4.995017126E-2
1.392808657E1,-1.537388563E-1,-9.757033348E0,5.234299600E-2
1.393057126E1,-1.298106313E-1,-9.754640579E0,5.473581702E-2
1.393305599E1,-1.034895778E-1,-9.716355324E0,5.712864175E-2
1.393554068E1,-9.870393574E-2,-9.690034866E0,7.387840003E-2
1.393802537E1,-9.391828626E-2,-9.678070068E0,8.105687052E-2
1.394051011E1,-8.195417374E-2,-9.670891762E0,4.516452923E-2
1.394299480E1,-4.366901144E-2,-9.656535149E0,3.559323773E-2
1.394547948E1,-6.759724021E-2,-9.639784813E0,3.559323773E-2
1.394796422E1,-6.041877344E-2,-9.634999275E0,7.627122104E-2
1.395044891E1,-5.084748194E-2,-9.623035431E0,8.823533356E-2
1.395295599E1,-6.520441920E-2,-9.606286049E0,7.627122104E-2
1.395544073E1,-4.845465720E-2,-9.589535713E0,9.062815458E-2
1.395792542E1,-4.127619043E-2,-9.551250458E0,6.191428751E-2
1.396041011E1,-2.213360928E-2,-9.541679382E0,6.191428751E-2
1.396289485E1,-2.213360928E-2,-9.500701904E0,4.755735025E-2
1.396537954E1,8.973085321E-3,-9.491130829E0,5.712864175E-2
1.396786422E1,-5.982056609E-4,-9.476774216E0,4.755735025E-2
1.397034896E1,-3.409772366E-2,-9.457631111E0,6.430710852E-2
1.397283365E1,-4.366901144E-2,-9.500701904E0,4.277170449E-2
1.397531834E1,-1.495514158E-2,-9.491130829E0,3.320041299E-2
1.397780308E1,-5.383851007E-3,-9.493523598E0,3.080759197E-2
1.398028777E1,-2.991028363E-3,-9.505786896E0,3.559323773E-2
1.398277370E1,-4.127619043E-2,-9.495916367E0,-2.991028305E-4
1.398525844E1,4.187439568E-3,-9.505786896E0,1.884347759E-2
1.398774313E1,-1.974078640E-2,-9.546464920E0,1.166501082E-2
1.399022782E1,-5.802594870E-2,-9.575179100E0,-1.944168471E-2
1.399271256E1,-4.127619043E-2,-9.582357407E0,9.272187948E-3
1.399519724E1,-7.477571070E-2,-9.630213737E0,2.602194622E-2
1.399768193E1,-9.152546525E-2,-9.646963120E0,2.093719784E-3
1.400016667E1,-6.759724021E-2,-9.685248375E0,2.123630047E-2
1.400265136E1,-7.716853172E-2,-9.733105659E0,1.405783277E-2
1.400513605E1,-8.195417374E-2,-9.757033348E0,-2.991028305E-4
1.400762079E1,-1.106680483E-1,-9.790832520E0,1.645065658E-2
1.401010547E1,-1.106680483E-1,-9.793225288E0,1.884347759E-2
1.401259094E1,-1.345962733E-1,-9.862616539E0,1.405783277E-2
1.401507568E1,-1.465603858E-1,-9.886545181E0,-2.422732860E-2
1.401756037E1,-1.731805354E-1,-9.917651176E0,9.272187948E-3
1.402004506E1,-1.995015889E-1,-9.967901230E0,6.879365072E-3
1.402252980E1,-1.995015889E-1,-9.963115692E0,1.166501082E-2
1.402501448E1,-1.875374764E-1,-9.999007225E0,-7.477570791E-3
1.402749917E1,-1.995015889E-1,-1.002293587E1,2.093719784E-3
1.402998386E1,-2.258226424E-1,-1.006152058E1,9.272187948E-3
1.403246860E1,-2.186441720E-1,-1.005194855E1,3.080759197E-2
1.403495329E1,-2.258226424E-1,-1.006391335E1,5.234299600E-2
1.403743797E1,-2.282154560E-1,-1.005912685E1,4.037888348E-2
1.403992271E1,-2.186441720E-1,-1.008544827E1,3.080759197E-2
1.404240615E1,-2.593221664E-1,-1.010698414E1,6.669992954E-2
1.404489089E1,-2.736790776E-1,-1.012373352E1,3.080759197E-2
1.404737558E1,-2.976073027E-1,-1.012134075E1,9.272187948E-3
1.404986027E1,-2.688934505E-1,-1.013569736E1,1.884347759E-2
1.405234501E1,-2.665006220E-1,-1.016441154E1,4.995017126E-2
1.405482969E1,-2.665006220E-1,-1.014526844E1,3.798605874E-2
1.405731438E1,-2.784647346E-1,-1.016441154E1,4.277170449E-2
1.405979912E1,-2.545365095E-1,-1.015005493E1,4.037888348E-2
1.406228381E1,-2.665006220E-1,-1.013091183E1,4.277170449E-2
1.406476849E1,-2.593221664E-1,-1.015484047E1,3.559323773E-2
1.406725323E1,-2.497508675E-1,-1.017398262E1,2.841476910E-2
1.406973792E1,-2.497508675E-1,-1.015723324E1,5.234299600E-2
1.407222792E1,-2.497508675E-1,-1.015723324E1,2.841476910E-2
1.407471266E1,-2.353939265E-1,-1.015723324E1,2.602194622E-2
1.407719735E1,-2.808575630E-1,-1.017876816E1,2.602194622E-2
1.407968204E1,-2.641077936E-1,-1.019791126E1,3.559323773E-2
1.408216678E1,-2.234298140E-1,-1.020748234E1,5.952146277E-2
1.408465146E1,-2.593221664E-1,-1.022662449E1,1.166501082E-2
1.408713615E1,-2.330010980E-1,-1.022901726E1,4.995017126E-2
1.408962089E1,-2.138585299E-1,-1.027687454E1,9.272187948E-3
1.409210558E1,-2.138585299E-1,-1.026969528E1,2.602194622E-2
1.409459026E1,-2.138585299E-1,-1.032263660E1,3.559323773E-2
1.409707500E1,-2.066800594E-1,-1.032502937E1,5.952146277E-2
1.409955969E1,-1.657029688E-1,-1.033460140E1,5.234299600E-2
1.410204073E1,-2.018944174E-1,-1.033938694E1,4.037888348E-2
1.410452547E1,-1.683948934E-1,-1.034656525E1,3.798605874E-2
1.410701016E1,-1.633101404E-1,-1.035613632E1,4.037888348E-2
1.410949485E1,-1.683948934E-1,-1.040638542E1,9.272187948E-3
1.411197959E1,-1.827518344E-1,-1.039442158E1,2.123630047E-2
1.411446428E1,-1.755733639E-1,-1.041356373E1,9.272187948E-3
1.411694896E1,-1.585244983E-1,-1.043031406E1,-7.477570791E-3
1.411943370E1,-1.707877219E-1,-1.039920712E1,-1.226321608E-2
1.412191839E1,-1.827518344E-1,-1.040399265E1,1.166501082E-2
1.412440308E1,-1.923231184E-1,-1.040638542E1,9.272187948E-3
1.412688782E1,-1.731805354E-1,-1.040399265E1,2.093719784E-3
1.412937251E1,-1.633101404E-1,-1.035613632E1,-4.097708687E-2
1.413185480E1,-1.393819153E-1,-1.036570740E1,1.166501082E-2
1.413433954E1,-1.417747438E-1,-1.034177971E1,-5.084747914E-3
1.413682417E1,-1.683948934E-1,-1.029601669E1,-1.944168471E-2
1.413930891E1,-1.707877219E-1,-1.031067276E1,-1.465603895E-2
1.414179365E1,-1.585244983E-1,-1.026251698E1,1.884347759E-2
1.414427834E1,-1.369891018E-1,-1.021705341E1,2.093719784E-3
1.414676303E1,-1.995015889E-1,-1.020508957E1,-1.226321608E-2
1.414924776E1,-1.827518344E-1,-1.017637539E1,-5.084747914E-3
1.415173245E1,-1.779661775E-1,-1.012134075E1,-3.140579537E-2
1.415421714E1,-2.090728730E-1,-1.011894798E1,2.362912335E-2
1.415670188E1,-1.923231184E-1,-1.006152058E1,4.486542661E-3
1.415918657E1,-1.609173268E-1,-1.002054310E1,-5.084747914E-3
1.416167308E1,-2.018944174E-1,-1.001097202E1,6.879365072E-3
1.416415782E1,-1.971087605E-1,-1.000857925E1,1.645065658E-2
1.416664250E1,-2.258226424E-1,-9.975079536E0,5.712864175E-2
1.416912719E1,-1.707877219E-1,-9.958329201E0,3.798605874E-2
1.417161193E1,-2.186441720E-1,-9.951150894E0,1.645065658E-2
1.417409662E1,-2.138585299E-1,-9.912865639E0,2.841476910E-2
1.417658131E1,-1.971087605E-1,-9.934401512E0,4.755735025E-2
1.417906605E1,-1.947159469E-1,-9.915258408E0,1.884347759E-2
1.418155073E1,-1.803590059E-1,-9.876974106E0,4.516452923E-2
1.418403542E1,-1.803590059E-1,-9.872187614E0,6.191428751E-2
1.418652016E1,-2.162513435E-1,-9.912865639E0,3.320041299E-2
1.418900485E1,-2.234298140E-1,-9.884152412E0,3.320041299E-2
1.419148938E1,-1.803590059E-1,-9.867402077E0,6.909275055E-2
1.419397412E1,-1.899302900E-1,-9.829116821E0,7.148557901E-2
1.419645881E1,-2.210369855E-1,-9.884152412E0,7.627122104E-2
1.419894349E1,-2.114657015E-1,-9.874580383E0,6.430710852E-2
1.420142823E1,-2.066800594E-1,-9.876974106E0,8.105687052E-2
1.420391292E1,-1.851446480E-1,-9.891330719E0,7.387840003E-2
1.420639761E1,-1.851446480E-1,-9.876974106E0,8.105687052E-2
1.420888235E1,-1.202393398E-1,-9.881759644E0,8.584251255E-2
1.421136704E1,-1.393819153E-1,-9.888937950E0,8.105687052E-2
1.421385172E1,-1.731805354E-1,-9.910472870E0,8.105687052E-2
1.421633646E1,-1.226321608E-1,-9.912865639E0,5.952146277E-2
1.421882115E1,-1.130608693E-1,-9.898509026E0,8.344969153E-2
1.422130422E1,-1.010967568E-1,-9.893723488E0,8.584251255E-2
1.422378896E1,-7.956135273E-2,-9.874580383E0,5.952146277E-2
1.422627365E1,-8.673982322E-2,-9.850652695E0,7.627122104E-2
1.422875834E1,-9.391828626E-2,-9.853045464E0,5.234299600E-2
1.423124308E1,-6.281159073E-2,-9.872187614E0,9.062815458E-2
1.423372777E1,-6.041877344E-2,-9.853045464E0,7.387840003E-2
1.423621245E1,-5.563312769E-2,-9.819545746E0,9.780662507E-2
1.423869719E1,-3.170489892E-2,-9.831509590E0,1.049850956E-1
1.424118188E1,-2.931207791E-2,-9.833903313E0,6.430710852E-2
1.424366657E1,-7.776673418E-3,-9.843474388E0,4.277170449E-2
1.424615131E1,-7.776673418E-3,-9.800403595E0,7.148557901E-2
1.424863599E1,-5.982056609E-4,-9.814760208E0,7.148557901E-2
1.425110516E1,3.050848842E-2,-9.833903313E0,7.387840003E-2
1.425358985E1,5.204389244E-2,-9.824331284E0,7.148557901E-2
1.425607454E1,4.247260094E-2,-9.800403595E0,7.387840003E-2
1.425855922E1,1.375873014E-2,-9.805189133E0,5.234299600E-2
1.426104391E1,4.007977992E-2,-9.805189133E0,7.148557901E-2
1.426352860E1,3.768695518E-2,-9.800403595E0,5.952146277E-2
1.426601329E1,4.725824669E-2,-9.800403595E0,8.105687052E-2
1.426849797E1,2.093719877E-2,-9.776474953E0,5.473581702E-2
1.427098266E1,5.443671346E-2,-9.809974670E0,1.884347759E-2
1.427346735E1,3.768695518E-2,-9.788438797E0,3.559323773E-2
1.427595204E1,6.161518395E-2,-9.774082184E0,5.234299600E-2
1.427843672E1,5.682953820E-2,-9.747462273E0,4.755735025E-2
1.428093881E1,6.161518395E-2,-9.800403595E0,9.272187948E-3
1.428342349E1,7.597211748E-2,-9.809974670E0,1.884347759E-2
1.428590818E1,3.529413417E-2,-9.798010826E0,-2.691925503E-3
1.428839287E1,2.572284266E-2,-9.778867722E0,3.320041299E-2
1.429087756E1,6.879365444E-2,-9.817152977E0,4.755735025E-2
1.429336224E1,3.529413417E-2,-9.838688850E0,4.516452923E-2
1.429584693E1,6.580262445E-3,-9.836296082E0,1.166501082E-2
1.429833162E1,2.093719877E-2,-9.872187614E0,-2.991028305E-4
1.430081631E1,3.290131316E-2,-9.881759644E0,1.405783277E-2
1.430330099E1,-1.974078640E-2,-9.915258408E0,2.362912335E-2
1.430578568E1,-4.127619043E-2,-9.924830437E0,4.277170449E-2
1.430827037E1,-2.931207791E-2,-9.948758125E0,9.272187948E-3
1.431075344E1,-4.127619043E-2,-9.953543663E0,-2.991028305E-4
1.431323813E1,-4.127619043E-2,-9.934401512E0,-9.870393202E-3
1.431572282E1,-6.281159073E-2,-9.963115692E0,2.123630047E-2
1.431820750E1,-5.324030295E-2,-9.996614456E0,1.645065658E-2
1.432069219E1,-6.999006122E-2,-1.000379372E1,-1.944168471E-2
1.432317688E1,-6.999006122E-2,-1.003759193E1,4.755735025E-2
1.432566157E1,-8.913264424E-2,-1.000379372E1,5.952146277E-2
1.432814626E1,-9.870393574E-2,-1.000618649E1,4.516452923E-2
1.433063094E1,-7.716853172E-2,-1.003489971E1,1.166501082E-2
1.433311563E1,-1.010967568E-1,-1.003759193E1,1.645065658E-2
1.433560032E1,-1.369891018E-1,-1.007348442E1,6.879365072E-3
1.433808501E1,-1.274178028E-1,-1.006869888E1,4.037888348E-2
1.434056912E1,-1.202393398E-1,-1.010459137E1,2.093719784E-3
1.434305381E1,-1.465603858E-1,-1.012612629E1,2.841476910E-2
1.434553849E1,-1.393819153E-1,-1.011655521E1,2.602194622E-2
1.434802318E1,-1.537388563E-1,-1.014766216E1,-7.477570791E-3
1.435050787E1,-1.489532143E-1,-1.017876816E1,-1.226321608E-2
1.435299256E1,-1.995015889E-1,-1.020987511E1,-5.084747914E-3
1.435547724E1,-1.465603858E-1,-1.016919708E1,2.123630047E-2
1.435796193E1,-1.417747438E-1,-1.017398262E1,-9.870393202E-3
1.436044662E1,-1.585244983E-1,-1.024816036E1,3.080759197E-2
1.436293131E1,-1.489532143E-1,-1.020748234E1,-2.991028305E-4
1.436541599E1,-1.417747438E-1,-1.022662449E1,-3.619144112E-2
1.436790068E1,-1.441675574E-1,-1.025294590E1,-1.226321608E-2
1.437038448E1,-1.417747438E-1,-1.025533867E1,1.166501082E-2
1.437286917E1,-1.202393398E-1,-1.023619652E1,-1.944168471E-2
1.437535386E1,-1.250249892E-1,-1.025294590E1,-3.379862010E-2
1.437783855E1,-1.298106313E-1,-1.024816036E1,-4.097708687E-2
1.438032323E1,-1.393819153E-1,-1.022183895E1,-3.858426586E-2
1.438280792E1,-8.673982322E-2,-1.020030403E1,-3.379862010E-2
1.438529261E1,-9.152546525E-2,-1.022901726E1,-3.619144112E-2
