"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.636745402E1,2.809552103E-2,1.864157803E-2,8.335448056E-2
2.636993876E1,2.809552103E-2,1.970681176E-2,8.655018359E-2
2.637242344E1,2.703028731E-2,1.970681176E-2,8.974587917E-2
2.637490813E1,2.703028731E-2,2.183727734E-2,9.081111848E-2
2.637739282E1,3.235645220E-2,2.077204362E-2,9.294158220E-2
2.637987751E1,3.342168778E-2,2.290250920E-2,9.294158220E-2
2.638236224E1,3.342168778E-2,2.290250920E-2,9.720251709E-2
2.638484506E1,3.555215150E-2,2.396774292E-2,1.035939083E-1
2.638732974E1,3.448691964E-2,2.290250920E-2,1.057243794E-1
2.638981448E1,3.342168778E-2,2.396774292E-2,1.110505462E-1
2.639229917E1,3.342168778E-2,2.183727734E-2,1.099853069E-1
2.639478386E1,3.342168778E-2,2.183727734E-2,1.142462417E-1
2.639726855E1,3.342168778E-2,2.503297664E-2,1.185071766E-1
2.639975329E1,3.235645220E-2,2.503297664E-2,1.217028722E-1
2.640223797E1,3.555215150E-2,2.609820850E-2,1.248985752E-1
2.640472266E1,3.342168778E-2,2.183727734E-2,1.238333359E-1
2.640720735E1,3.129122034E-2,2.503297664E-2,1.259638071E-1
2.640969204E1,2.809552103E-2,2.396774292E-2,1.280942708E-1
2.641217678E1,2.596505545E-2,2.503297664E-2,1.312899739E-1
2.641466303E1,2.489982173E-2,2.183727734E-2,1.334204376E-1
2.641714771E1,2.276935615E-2,2.183727734E-2,1.323551983E-1
2.641963245E1,2.063889056E-2,2.183727734E-2,1.334204376E-1
2.642211714E1,1.744319126E-2,2.503297664E-2,1.419423074E-1
2.642460183E1,1.531272475E-2,2.716344222E-2,1.472684592E-1
2.642708652E1,1.105179265E-2,2.503297664E-2,1.462032348E-1
2.642957126E1,1.211702544E-2,2.716344222E-2,1.504641622E-1
2.643205594E1,9.986559860E-3,2.609820850E-2,1.525946259E-1
2.643454063E1,3.595161485E-3,2.503297664E-2,1.557903290E-1
2.643702532E1,1.464695437E-3,2.716344222E-2,1.621817350E-1
2.643951006E1,-6.657706108E-4,2.609820850E-2,1.643121988E-1
2.644199474E1,-2.796236658E-3,2.716344222E-2,1.653774232E-1
2.644447902E1,-4.926702939E-3,2.716344222E-2,1.707035899E-1
2.644696370E1,-7.057168987E-3,2.609820850E-2,1.760297567E-1
2.644944844E1,-5.991935730E-3,2.822867595E-2,1.834863871E-1
2.645193313E1,-7.057168987E-3,3.035914153E-2,1.834863871E-1
2.645441782E1,-1.025286783E-2,2.609820850E-2,1.888125539E-1
2.645690251E1,-1.238333434E-2,2.609820850E-2,1.930734813E-1
2.645938724E1,-1.770949923E-2,2.716344222E-2,1.983996481E-1
2.646187193E1,-1.557903271E-2,2.503297664E-2,2.015953511E-1
2.646435662E1,-1.770949923E-2,2.503297664E-2,2.079867423E-1
2.646684131E1,-2.090519853E-2,2.716344222E-2,2.133129090E-1
2.646932605E1,-2.090519853E-2,2.396774292E-2,2.186390758E-1
2.647181073E1,-1.877473295E-2,2.609820850E-2,2.229000032E-1
2.647429391E1,-2.303566411E-2,3.035914153E-2,2.270277888E-1
2.647677860E1,-2.836182900E-2,3.035914153E-2,2.302234918E-1
2.647926334E1,-2.836182900E-2,2.609820850E-2,2.355496585E-1
2.648174803E1,-3.155753016E-2,2.503297664E-2,2.376801223E-1
2.648423271E1,-3.049229458E-2,2.716344222E-2,2.419410497E-1
2.648671740E1,-3.475322574E-2,2.609820850E-2,2.398105860E-1
2.648920214E1,-3.688369319E-2,2.503297664E-2,2.419410497E-1
2.649168683E1,-4.007939249E-2,2.503297664E-2,2.472672164E-1
2.649417152E1,-4.114462435E-2,2.716344222E-2,2.493976802E-1
2.649665620E1,-4.007939249E-2,2.929390781E-2,2.483324558E-1
2.649914094E1,-4.327509180E-2,2.503297664E-2,2.493976802E-1
2.650162563E1,-4.434032366E-2,2.609820850E-2,2.515281439E-1
2.650412959E1,-4.647079110E-2,2.609820850E-2,2.568543255E-1
2.650661428E1,-4.860125855E-2,2.290250920E-2,2.557890713E-1
2.650909902E1,-5.286218971E-2,2.609820850E-2,2.547238469E-1
2.651158370E1,-5.179695413E-2,2.929390781E-2,2.568543255E-1
2.651406839E1,-5.499265343E-2,2.929390781E-2,2.568543255E-1
2.651655308E1,-5.605788901E-2,2.929390781E-2,2.525933683E-1
2.651903782E1,-5.712312087E-2,2.822867595E-2,2.515281439E-1
2.652152250E1,-5.712312087E-2,2.716344222E-2,2.547238469E-1
2.652400719E1,-6.351451576E-2,2.716344222E-2,2.525933683E-1
2.652649188E1,-6.138405204E-2,2.609820850E-2,2.504629195E-1
2.652897662E1,-6.457975507E-2,2.396774292E-2,2.483324558E-1
2.653146131E1,-6.457975507E-2,2.716344222E-2,2.483324558E-1
2.653392928E1,-6.671021879E-2,2.609820850E-2,2.462019771E-1
2.653641396E1,-6.564498693E-2,2.822867595E-2,2.440715134E-1
2.653889870E1,-6.884068251E-2,2.929390781E-2,2.430062890E-1
2.654138339E1,-7.097115368E-2,2.929390781E-2,2.387453467E-1
2.654386808E1,-6.457975507E-2,3.142437339E-2,2.366148829E-1
2.654635276E1,-6.777545065E-2,3.142437339E-2,2.323539555E-1
2.654883750E1,-6.990591437E-2,2.929390781E-2,2.323539555E-1
2.655132219E1,-6.884068251E-2,2.716344222E-2,2.280930281E-1
2.655380688E1,-7.097115368E-2,3.035914153E-2,2.280930281E-1
2.655629157E1,-7.097115368E-2,3.142437339E-2,2.229000032E-1
2.655877631E1,-6.777545065E-2,3.142437339E-2,2.165086120E-1
2.656126099E1,-6.671021879E-2,3.248960897E-2,2.186390758E-1
2.656374396E1,-6.457975507E-2,3.248960897E-2,2.111824453E-1
2.656622865E1,-6.564498693E-2,3.142437339E-2,2.111824453E-1
2.656871339E1,-6.457975507E-2,3.035914153E-2,2.069215178E-1
2.657119808E1,-6.138405204E-2,3.355484083E-2,2.058562785E-1
2.657368276E1,-5.925358832E-2,3.355484083E-2,2.026605755E-1
2.657616745E1,-6.138405204E-2,3.568530455E-2,1.994648874E-1
2.657865219E1,-5.925358832E-2,3.568530455E-2,1.994648874E-1
2.658113683E1,-5.286218971E-2,3.781577200E-2,1.983996481E-1
2.658362157E1,-5.286218971E-2,3.568530455E-2,1.962691844E-1
2.658610626E1,-4.860125855E-2,3.675054014E-2,1.952039450E-1
2.658859094E1,-4.540555924E-2,3.355484083E-2,1.920082569E-1
2.659107568E1,-4.434032366E-2,3.462007269E-2,1.898777932E-1
2.659355959E1,-4.220985994E-2,3.675054014E-2,1.952039450E-1
2.659604428E1,-3.688369319E-2,3.781577200E-2,1.898777932E-1
2.659852902E1,-3.475322574E-2,3.462007269E-2,1.909430176E-1
2.660101370E1,-3.368799388E-2,3.462007269E-2,1.909430176E-1
2.660349839E1,-2.942706272E-2,3.675054014E-2,1.898777932E-1
2.660598308E1,-2.197043039E-2,3.781577200E-2,1.920082569E-1
2.660846782E1,-1.983996481E-2,3.675054014E-2,1.909430176E-1
2.661095250E1,-1.983996481E-2,3.355484083E-2,1.877473146E-1
2.661343719E1,-1.131810062E-2,3.781577200E-2,1.909430176E-1
2.661592188E1,-9.187635034E-3,3.888100386E-2,1.941387206E-1
2.661840662E1,-7.057168987E-3,3.781577200E-2,1.930734813E-1
2.662089131E1,-3.861469682E-3,3.888100386E-2,1.898777932E-1
2.662337594E1,-3.861469682E-3,3.781577200E-2,1.941387206E-1
2.662586063E1,2.529928461E-3,3.888100386E-2,1.920082569E-1
2.662834537E1,3.595161485E-3,3.781577200E-2,1.909430176E-1
2.663083006E1,6.790860556E-3,3.568530455E-2,1.941387206E-1
2.663331474E1,4.660394508E-3,3.675054014E-2,1.973344237E-1
2.663579943E1,6.790860556E-3,3.994623944E-2,1.983996481E-1
2.663828417E1,1.211702544E-2,3.994623944E-2,1.983996481E-1
2.664076886E1,1.105179265E-2,3.781577200E-2,2.005301118E-1
2.664325355E1,1.211702544E-2,3.568530455E-2,1.973344237E-1
2.664573823E1,1.318225823E-2,3.888100386E-2,2.005301118E-1
2.664822297E1,1.637795754E-2,3.462007269E-2,2.069215178E-1
2.665070766E1,1.957365684E-2,3.568530455E-2,2.090519816E-1
2.665319266E1,1.850842312E-2,3.781577200E-2,2.101172209E-1
2.665567735E1,1.637795754E-2,3.675054014E-2,2.122476846E-1
2.665816209E1,2.063889056E-2,3.568530455E-2,2.143781483E-1
2.666064678E1,2.063889056E-2,3.888100386E-2,2.186390758E-1
2.666313146E1,1.957365684E-2,3.781577200E-2,2.165086120E-1
2.666561615E1,1.637795754E-2,3.568530455E-2,2.197043151E-1
2.666810089E1,1.850842312E-2,3.888100386E-2,2.218347788E-1
2.667058558E1,1.850842312E-2,3.675054014E-2,2.280930281E-1
2.667307027E1,1.424749196E-2,3.781577200E-2,2.259625494E-1
2.667555495E1,1.637795754E-2,3.994623944E-2,2.291582525E-1
2.667803969E1,1.637795754E-2,3.994623944E-2,2.291582525E-1
2.668052438E1,1.318225823E-2,3.781577200E-2,2.291582525E-1
2.668301079E1,1.211702544E-2,3.888100386E-2,2.344844192E-1
2.668549547E1,9.986559860E-3,4.101147130E-2,2.334191799E-1
2.668798021E1,7.856093347E-3,3.888100386E-2,2.344844192E-1
2.669046490E1,1.464695437E-3,3.462007269E-2,2.334191799E-1
2.669294959E1,3.994623839E-4,3.781577200E-2,2.366148829E-1
2.669543428E1,-6.657706108E-4,3.994623944E-2,2.387453467E-1
2.669791896E1,-4.926702939E-3,3.781577200E-2,2.419410497E-1
2.670040370E1,-3.861469682E-3,3.888100386E-2,2.440715134E-1
2.670288839E1,-4.926702939E-3,3.675054014E-2,2.430062890E-1
2.670537308E1,-7.057168987E-3,3.781577200E-2,2.483324558E-1
2.670785782E1,-1.131810062E-2,3.994623944E-2,2.493976802E-1
2.671034251E1,-1.664426550E-2,4.207670316E-2,2.536586225E-1
2.671285099E1,-1.664426550E-2,3.781577200E-2,2.557890713E-1
2.671533568E1,-1.451379992E-2,3.675054014E-2,2.589847744E-1
2.671782042E1,-1.770949923E-2,3.994623944E-2,2.621804774E-1
2.672030511E1,-2.303566411E-2,4.101147130E-2,2.653761804E-1
2.672278980E1,-2.623136342E-2,3.994623944E-2,2.675066292E-1
2.672527448E1,-2.623136342E-2,3.994623944E-2,2.675066292E-1
2.672775922E1,-2.836182900E-2,3.888100386E-2,2.707023323E-1
2.673024391E1,-2.942706272E-2,3.994623944E-2,2.738980353E-1
2.673272860E1,-3.262276202E-2,3.888100386E-2,2.707023323E-1
2.673521329E1,-2.942706272E-2,3.888100386E-2,2.738980353E-1
2.673769803E1,-3.155753016E-2,3.994623944E-2,2.802894413E-1
2.674018271E1,-3.262276202E-2,3.888100386E-2,2.813546658E-1
2.674266844E1,-3.155753016E-2,4.207670316E-2,2.824199200E-1
2.674515313E1,-3.581846133E-2,4.207670316E-2,2.824199200E-1
2.674763787E1,-3.581846133E-2,4.207670316E-2,2.898765504E-1
2.675012256E1,-3.475322574E-2,3.994623944E-2,2.834851444E-1
2.675260724E1,-3.794892505E-2,4.101147130E-2,2.824199200E-1
2.675509193E1,-4.220985994E-2,3.568530455E-2,2.856155932E-1
2.675757667E1,-4.114462435E-2,4.101147130E-2,2.834851444E-1
2.676006136E1,-4.114462435E-2,4.314193875E-2,2.866808474E-1
2.676254605E1,-3.794892505E-2,4.314193875E-2,2.877460718E-1
2.676503073E1,-4.007939249E-2,3.888100386E-2,2.834851444E-1
2.676751547E1,-4.434032366E-2,3.462007269E-2,2.813546658E-1
2.677000016E1,-4.540555924E-2,3.781577200E-2,2.813546658E-1
2.677248308E1,-4.540555924E-2,4.314193875E-2,2.834851444E-1
2.677496777E1,-4.220985994E-2,3.888100386E-2,2.845503688E-1
2.677745251E1,-4.434032366E-2,4.420717061E-2,2.802894413E-1
2.677993719E1,-4.327509180E-2,4.420717061E-2,2.802894413E-1
2.678242188E1,-4.966649041E-2,4.101147130E-2,2.749632597E-1
2.678490657E1,-4.434032366E-2,4.101147130E-2,2.770937383E-1
2.678739126E1,-4.434032366E-2,4.101147130E-2,2.781589627E-1
2.678987599E1,-4.753602296E-2,3.568530455E-2,2.728328109E-1
2.679236068E1,-4.540555924E-2,3.781577200E-2,2.696371078E-1
2.679484537E1,-3.901416063E-2,4.527240247E-2,2.675066292E-1
2.679733011E1,-4.007939249E-2,4.207670316E-2,2.643109560E-1
2.679981480E1,-4.007939249E-2,4.101147130E-2,2.621804774E-1
2.680228896E1,-4.434032366E-2,4.101147130E-2,2.589847744E-1
2.680477370E1,-4.327509180E-2,3.994623944E-2,2.547238469E-1
2.680725834E1,-4.327509180E-2,3.994623944E-2,2.547238469E-1
2.680974308E1,-4.114462435E-2,3.994623944E-2,2.515281439E-1
2.681222777E1,-4.114462435E-2,4.207670316E-2,2.472672164E-1
2.681471245E1,-3.794892505E-2,4.314193875E-2,2.430062890E-1
2.681719719E1,-3.581846133E-2,4.101147130E-2,2.366148829E-1
2.681968188E1,-3.688369319E-2,4.101147130E-2,2.355496585E-1
2.682216657E1,-3.688369319E-2,4.314193875E-2,2.334191799E-1
2.682465126E1,-3.688369319E-2,4.207670316E-2,2.291582525E-1
2.682713599E1,-3.581846133E-2,4.101147130E-2,2.270277888E-1
2.682962068E1,-3.368799388E-2,4.314193875E-2,2.259625494E-1
2.683209198E1,-3.368799388E-2,4.101147130E-2,2.218347788E-1
2.683457667E1,-3.368799388E-2,4.101147130E-2,2.154433727E-1
2.683706141E1,-3.262276202E-2,3.888100386E-2,2.133129090E-1
2.683954610E1,-3.155753016E-2,4.207670316E-2,2.133129090E-1
2.684203079E1,-3.049229458E-2,4.314193875E-2,2.090519816E-1
2.684451547E1,-2.623136342E-2,4.314193875E-2,2.101172209E-1
2.684700021E1,-2.623136342E-2,4.527240247E-2,2.079867423E-1
2.684948490E1,-2.303566411E-2,4.314193875E-2,2.079867423E-1
2.685196959E1,-1.877473295E-2,4.207670316E-2,2.037258148E-1
2.685445428E1,-1.770949923E-2,4.314193875E-2,2.026605755E-1
2.685693902E1,-1.770949923E-2,4.314193875E-2,2.015953511E-1
2.685942370E1,-1.131810062E-2,4.314193875E-2,1.983996481E-1
2.686190839E1,-1.025286783E-2,4.420717061E-2,1.952039450E-1
2.686439308E1,-7.057168987E-3,4.633763805E-2,1.973344237E-1
2.686687782E1,-7.057168987E-3,4.420717061E-2,1.920082569E-1
2.686936250E1,-3.861469682E-3,4.314193875E-2,1.888125539E-1
2.687184719E1,3.994623839E-4,4.420717061E-2,1.920082569E-1
2.687433188E1,2.529928461E-3,4.420717061E-2,1.909430176E-1
2.687681662E1,4.660394508E-3,4.101147130E-2,1.813559234E-1
2.687930131E1,1.211702544E-2,4.314193875E-2,1.813559234E-1
2.688178599E1,1.424749196E-2,4.420717061E-2,1.802906841E-1
2.688427068E1,1.637795754E-2,4.314193875E-2,1.802906841E-1
2.688675542E1,2.170412242E-2,4.420717061E-2,1.749645174E-1
2.688924011E1,1.850842312E-2,4.527240247E-2,1.749645174E-1
2.689172553E1,2.383458801E-2,4.420717061E-2,1.760297567E-1
2.689421021E1,2.489982173E-2,4.314193875E-2,1.738992929E-1
2.689669495E1,2.703028731E-2,4.527240247E-2,1.717688292E-1
2.689917964E1,2.703028731E-2,4.207670316E-2,1.707035899E-1
2.690166433E1,2.809552103E-2,4.314193875E-2,1.707035899E-1
2.690414902E1,3.022598661E-2,4.633763805E-2,1.685731262E-1
2.690663376E1,3.661738336E-2,4.633763805E-2,1.696383655E-1
2.690911844E1,3.555215150E-2,4.314193875E-2,1.696383655E-1
2.691160313E1,3.448691964E-2,4.314193875E-2,1.664426625E-1
2.691408782E1,3.448691964E-2,4.420717061E-2,1.653774232E-1
2.691657250E1,3.555215150E-2,4.527240247E-2,1.664426625E-1
2.691905724E1,3.874785081E-2,4.314193875E-2,1.621817350E-1
2.692151636E1,3.874785081E-2,4.527240247E-2,1.685731262E-1
2.692400105E1,3.768261895E-2,4.527240247E-2,1.664426625E-1
2.692648573E1,3.768261895E-2,4.527240247E-2,1.621817350E-1
2.692897037E1,3.981308267E-2,4.420717061E-2,1.621817350E-1
2.693145506E1,3.981308267E-2,4.420717061E-2,1.653774232E-1
2.693393974E1,3.661738336E-2,4.314193875E-2,1.611164957E-1
2.693642443E1,3.768261895E-2,4.527240247E-2,1.579207927E-1
2.693890907E1,3.661738336E-2,4.420717061E-2,1.568555683E-1
2.694139376E1,3.555215150E-2,4.527240247E-2,1.568555683E-1
2.694387844E1,3.342168778E-2,4.527240247E-2,1.547250897E-1
2.694636313E1,3.235645220E-2,4.314193875E-2,1.515294015E-1
2.694884782E1,2.916075476E-2,4.527240247E-2,1.525946259E-1
2.695135756E1,2.596505545E-2,4.633763805E-2,1.504641622E-1
2.695384224E1,2.383458801E-2,4.527240247E-2,1.515294015E-1
2.695632693E1,2.063889056E-2,4.314193875E-2,1.483336985E-1
2.695881157E1,2.276935615E-2,4.207670316E-2,1.472684592E-1
2.696129626E1,1.850842312E-2,4.314193875E-2,1.493989378E-1
2.696378094E1,1.318225823E-2,4.527240247E-2,1.493989378E-1
2.696626563E1,1.105179265E-2,4.420717061E-2,1.504641622E-1
2.696875026E1,9.986559860E-3,4.527240247E-2,1.493989378E-1
2.697123495E1,5.725627299E-3,4.527240247E-2,1.493989378E-1
2.697371964E1,1.464695437E-3,4.101147130E-2,1.462032348E-1
2.697620433E1,-6.657706108E-4,4.207670316E-2,1.515294015E-1
2.697869563E1,3.994623839E-4,4.527240247E-2,1.483336985E-1
2.698118688E1,-5.991935730E-3,4.527240247E-2,1.472684592E-1
2.698367157E1,-7.057168987E-3,4.420717061E-2,1.547250897E-1
2.698614365E1,-7.057168987E-3,4.740286991E-2,1.568555683E-1
2.698861573E1,-1.025286783E-2,4.633763805E-2,1.568555683E-1
2.699110042E1,-1.025286783E-2,4.314193875E-2,1.600512564E-1
2.699359740E1,-1.451379992E-2,4.314193875E-2,1.611164957E-1
2.699609438E1,-1.557903271E-2,4.314193875E-2,1.600512564E-1
2.699857907E1,-1.664426550E-2,4.633763805E-2,1.611164957E-1
2.700106376E1,-1.770949923E-2,4.314193875E-2,1.589860320E-1
2.700354839E1,-1.983996481E-2,4.207670316E-2,1.653774232E-1
2.700603500E1,-1.664426550E-2,4.420717061E-2,1.696383655E-1
2.700851969E1,-1.344856713E-2,4.314193875E-2,1.717688292E-1
2.701100438E1,-1.770949923E-2,4.101147130E-2,1.707035899E-1
2.701348902E1,-1.877473295E-2,4.420717061E-2,1.738992929E-1
2.701597365E1,-1.983996481E-2,4.314193875E-2,1.728340536E-1
2.701845834E1,-1.557903271E-2,4.101147130E-2,1.749645174E-1
2.702094303E1,-1.238333434E-2,4.314193875E-2,1.781602204E-1
2.702342771E1,-1.770949923E-2,3.888100386E-2,1.781602204E-1
2.702591235E1,-1.451379992E-2,4.101147130E-2,1.770949960E-1
2.702839704E1,-1.238333434E-2,4.207670316E-2,1.813559234E-1
2.703088172E1,-1.451379992E-2,4.101147130E-2,1.802906841E-1
2.703336641E1,-1.557903271E-2,4.101147130E-2,1.813559234E-1
2.703585105E1,-1.664426550E-2,3.888100386E-2,1.856168509E-1
2.703832167E1,-1.451379992E-2,3.781577200E-2,1.845516264E-1
2.704080636E1,-9.187635034E-3,3.888100386E-2,1.802906841E-1
2.704329105E1,-8.122402243E-3,3.994623944E-2,1.845516264E-1
2.704577568E1,-4.926702939E-3,3.888100386E-2,1.856168509E-1
2.704826037E1,-5.991935730E-3,3.781577200E-2,1.834863871E-1
2.705074506E1,-3.861469682E-3,4.101147130E-2,1.802906841E-1
2.705322974E1,-4.926702939E-3,3.568530455E-2,1.824211627E-1
2.705571438E1,-1.731003635E-3,3.675054014E-2,1.834863871E-1
2.705819907E1,-6.657706108E-4,3.568530455E-2,1.802906841E-1
2.706068376E1,-6.657706108E-4,3.248960897E-2,1.792254597E-1
2.706316844E1,1.464695437E-3,3.355484083E-2,1.749645174E-1
2.706565313E1,3.595161485E-3,3.355484083E-2,1.717688292E-1
2.706813922E1,4.660394508E-3,3.462007269E-2,1.728340536E-1
2.707062391E1,5.725627299E-3,3.462007269E-2,1.685731262E-1
2.707310860E1,6.790860556E-3,3.355484083E-2,1.643121988E-1
2.707559329E1,6.790860556E-3,3.355484083E-2,1.589860320E-1
2.707808079E1,8.921326138E-3,3.142437339E-2,1.557903290E-1
2.708056823E1,6.790860556E-3,3.142437339E-2,1.504641622E-1
2.708305292E1,7.856093347E-3,3.248960897E-2,1.462032348E-1
2.708553954E1,9.986559860E-3,3.248960897E-2,1.408770680E-1
2.708802610E1,1.318225823E-2,3.142437339E-2,1.376813650E-1
2.709051079E1,1.318225823E-2,3.142437339E-2,1.312899739E-1
2.709299797E1,1.318225823E-2,3.035914153E-2,1.280942708E-1
2.709548516E1,8.921326138E-3,3.248960897E-2,1.248985752E-1
2.709796985E1,9.986559860E-3,3.142437339E-2,1.174419373E-1
2.710045448E1,9.986559860E-3,2.716344222E-2,1.110505462E-1
2.710293912E1,1.105179265E-2,2.929390781E-2,1.078548431E-1
2.710542381E1,1.211702544E-2,2.822867595E-2,1.025286764E-1
2.710790849E1,1.105179265E-2,2.716344222E-2,9.400681406E-2
2.711039318E1,1.424749196E-2,2.716344222E-2,9.081111848E-2
2.711287787E1,1.424749196E-2,2.183727734E-2,8.441971987E-2
2.711536250E1,1.318225823E-2,2.716344222E-2,8.122401685E-2
2.711784719E1,1.211702544E-2,2.503297664E-2,7.802832127E-2
2.712033188E1,1.424749196E-2,2.077204362E-2,7.376738638E-2
2.712281657E1,1.531272475E-2,2.609820850E-2,6.737598777E-2
2.712530120E1,1.744319126E-2,2.503297664E-2,6.418029219E-2
2.712777318E1,1.850842312E-2,2.503297664E-2,5.885412544E-2
2.713025787E1,2.170412242E-2,2.396774292E-2,5.672365800E-2
2.713274256E1,2.170412242E-2,2.183727734E-2,5.459319428E-2
2.713522719E1,2.170412242E-2,2.077204362E-2,5.246272683E-2
2.713771188E1,2.063889056E-2,1.970681176E-2,4.820179567E-2
2.714019657E1,2.170412242E-2,2.077204362E-2,3.967992961E-2
2.714268126E1,2.489982173E-2,1.864157803E-2,4.074516147E-2
2.714516589E1,2.596505545E-2,1.651111245E-2,3.541899845E-2
2.714765058E1,2.809552103E-2,1.651111245E-2,3.328853101E-2
2.715013527E1,2.809552103E-2,1.544587873E-2,3.115806542E-2
2.715261995E1,3.129122034E-2,1.225017942E-2,2.370143496E-2
2.715510464E1,3.022598661E-2,1.544587873E-2,2.263620123E-2
2.715760339E1,3.235645220E-2,1.651111245E-2,2.476666868E-2
2.716008808E1,3.768261895E-2,1.544587873E-2,2.050573565E-2
2.716257276E1,3.874785081E-2,1.438064594E-2,1.837527007E-2
2.716505740E1,3.661738336E-2,1.225017942E-2,1.731003635E-2
2.716754209E1,3.874785081E-2,1.011971384E-2,1.091863867E-2
2.717002678E1,4.194355011E-2,1.118494663E-2,1.198387146E-2
2.717251146E1,3.981308267E-2,1.011971384E-2,8.788172156E-3
2.717499610E1,4.407401755E-2,1.011971384E-2,9.853405878E-3
2.717748079E1,4.300878197E-2,7.989247330E-3,8.788172156E-3
2.717996547E1,4.620448127E-2,5.858781748E-3,5.592473317E-3
2.718245016E1,4.513924941E-2,7.989247330E-3,4.527240526E-3
2.718493485E1,4.833494872E-2,7.989247330E-3,3.462007269E-3
2.718741662E1,5.046541616E-2,6.924014539E-3,-7.989247679E-4
2.718990131E1,5.046541616E-2,1.597849536E-3,-2.929390874E-3
2.719238599E1,4.833494872E-2,2.663082443E-3,-2.929390874E-3
2.719487063E1,4.833494872E-2,3.728315700E-3,2.663082560E-4
2.719735532E1,5.153064802E-2,5.326165119E-4,-3.994623665E-3
2.719984001E1,5.472634733E-2,5.326165119E-4,-7.190322969E-3
2.720232469E1,5.685681105E-2,1.597849536E-3,-9.320789017E-3
2.720480933E1,5.579157919E-2,-5.326165119E-4,-1.145125460E-2
2.720729402E1,5.579157919E-2,-5.858781748E-3,-1.145125460E-2
2.720977870E1,5.579157919E-2,-1.597849536E-3,-1.038602181E-2
2.721226339E1,5.153064802E-2,-3.728315700E-3,-1.145125460E-2
2.721474808E1,5.472634733E-2,-5.858781748E-3,-1.464695390E-2
2.721722235E1,5.579157919E-2,-5.858781748E-3,-1.784265228E-2
2.721970704E1,5.472634733E-2,-4.793548491E-3,-1.571218669E-2
2.722219172E1,5.046541616E-2,-5.858781748E-3,-1.890788600E-2
2.722467636E1,5.153064802E-2,-7.989247330E-3,-2.103835158E-2
2.722716105E1,5.046541616E-2,-9.054481052E-3,-2.423405088E-2
2.722964573E1,5.153064802E-2,-5.858781748E-3,-2.636451647E-2
2.723213042E1,4.940018058E-2,-6.924014539E-3,-2.316881903E-2
2.723461506E1,4.513924941E-2,-9.054481052E-3,-2.316881903E-2
2.723709974E1,4.620448127E-2,-6.924014539E-3,-2.636451647E-2
2.723958443E1,4.407401755E-2,-6.924014539E-3,-2.849498391E-2
2.724206912E1,4.194355011E-2,-1.225017942E-2,-2.742975019E-2
2.724455381E1,3.874785081E-2,-1.118494663E-2,-2.849498391E-2
2.724703776E1,3.981308267E-2,-1.331541315E-2,-2.529928461E-2
2.724952240E1,3.768261895E-2,-1.438064594E-2,-2.423405088E-2
2.725200714E1,3.129122034E-2,-1.544587873E-2,-2.529928461E-2
2.725449178E1,3.022598661E-2,-1.850842312E-2,-2.849498391E-2
2.725697646E1,3.022598661E-2,-2.063889056E-2,-2.849498391E-2
2.725946115E1,2.809552103E-2,-1.757634431E-2,-2.529928461E-2
2.726194584E1,2.596505545E-2,-1.757634431E-2,-2.529928461E-2
2.726443047E1,2.276935615E-2,-1.957365684E-2,-2.423405088E-2
2.726691516E1,2.170412242E-2,-2.063889056E-2,-1.997311972E-2
2.726939985E1,2.170412242E-2,-2.170412242E-2,-2.316881903E-2
2.727188454E1,1.637795754E-2,-2.383458801E-2,-2.423405088E-2
2.727436922E1,1.318225823E-2,-1.957365684E-2,-2.103835158E-2
2.727685605E1,1.424749196E-2,-2.170412242E-2,-2.210358530E-2
2.727934073E1,7.856093347E-3,-2.170412242E-2,-2.103835158E-2
2.728182542E1,7.856093347E-3,-2.596505545E-2,-1.997311972E-2
2.728431006E1,7.856093347E-3,-2.596505545E-2,-1.890788600E-2
2.728679474E1,1.105179265E-2,-2.703028731E-2,-1.464695390E-2
2.728927943E1,8.921326138E-3,-2.703028731E-2,-1.571218669E-2
2.729176412E1,5.725627299E-3,-2.383458801E-2,-1.890788600E-2
2.729424876E1,6.790860556E-3,-2.596505545E-2,-1.784265228E-2
2.729673344E1,4.660394508E-3,-2.703028731E-2,-1.571218669E-2
2.729921813E1,7.856093347E-3,-2.809552103E-2,-1.997311972E-2
2.730170282E1,5.725627299E-3,-2.489982173E-2,-1.784265228E-2
2.730418750E1,1.464695437E-3,-2.703028731E-2,-2.103835158E-2
2.730667412E1,4.660394508E-3,-3.342168778E-2,-2.316881903E-2
2.730915881E1,4.660394508E-3,-3.342168778E-2,-2.316881903E-2
2.731164349E1,3.595161485E-3,-3.235645220E-2,-2.423405088E-2
2.731412813E1,5.725627299E-3,-3.448691964E-2,-2.742975019E-2
2.731661282E1,3.595161485E-3,-3.342168778E-2,-2.636451647E-2
2.731909751E1,1.464695437E-3,-3.555215150E-2,-2.849498391E-2
2.732158219E1,4.660394508E-3,-3.448691964E-2,-3.488638252E-2
2.732406683E1,4.660394508E-3,-3.342168778E-2,-3.701684624E-2
2.732655152E1,6.790860556E-3,-3.448691964E-2,-3.914731368E-2
2.732903620E1,7.856093347E-3,-3.768261895E-2,-4.234301299E-2
2.733152084E1,8.921326138E-3,-3.874785081E-2,-4.340824485E-2
2.733400558E1,8.921326138E-3,-3.661738336E-2,-4.553871229E-2
