"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.238976792E1,6.067073941E-1,-1.325740814E-1,6.920675933E-2
1.239473735E1,6.514111757E-1,-1.258363724E-1,5.663959682E-2
1.239970865E1,6.423245072E-1,-1.322555542E-1,3.839021176E-2
1.240467808E1,6.915314198E-1,-1.137075424E-1,4.294685274E-2
1.240964750E1,7.175512910E-1,-1.178960800E-1,4.064955562E-2
1.241461693E1,7.327411771E-1,-1.470289230E-1,6.383977830E-3
1.241958636E1,7.525538206E-1,-1.403150558E-1,4.622104764E-2
1.242455579E1,7.600620389E-1,-1.384143829E-1,2.077010833E-2
1.242952454E1,8.052772284E-1,-1.472253799E-1,4.184804112E-2
1.243449396E1,7.989917397E-1,-1.072883606E-1,2.266785689E-2
1.243946339E1,8.377347589E-1,-1.211452484E-1,4.883149639E-2
1.244443282E1,8.379879594E-1,-1.028289795E-1,4.181992263E-2
1.244940224E1,8.545799255E-1,-7.278537750E-2,5.518452823E-2
1.245437167E1,8.685508966E-1,-6.082153320E-2,5.316474289E-2
1.245933985E1,8.950467706E-1,-5.844402313E-2,4.415065423E-2
1.246430928E1,8.936672211E-1,-2.756881714E-2,6.017637253E-2
1.246927870E1,9.313623905E-1,-1.952648163E-2,4.188554734E-2
1.247424813E1,9.151075482E-1,-3.768539429E-2,7.729160041E-2
1.247921756E1,9.473183155E-1,-1.410198212E-2,5.646951124E-2
1.248418698E1,9.112950563E-1,-2.634143829E-2,1.096651554E-1
1.248915516E1,9.501339197E-1,-1.827621460E-2,9.696673602E-2
1.249412459E1,9.542566538E-1,-5.068206787E-2,1.199369431E-1
1.249909402E1,9.343526363E-1,-1.018152237E-1,1.130053699E-1
1.250406344E1,9.442811012E-1,-1.026477814E-1,1.570778787E-1
1.250903287E1,9.136633277E-1,-1.474285126E-1,1.413915753E-1
1.251400230E1,9.320236444E-1,-1.502790451E-1,1.302334815E-1
1.251899016E1,9.407358170E-1,-1.329269409E-1,1.391746700E-1
1.252395959E1,9.516639709E-1,-1.608610153E-1,1.431920826E-1
1.252892902E1,9.613112807E-1,-1.386852264E-1,1.492351741E-1
1.253389844E1,9.767640829E-1,-1.297683716E-1,1.454942524E-1
1.253886787E1,1.000426888E0,-1.423196793E-1,1.558925211E-1
1.254383730E1,9.952042103E-1,-6.924057007E-2,1.350794733E-1
1.254878678E1,1.007800579E0,-4.072284698E-2,1.166365892E-1
1.255375620E1,1.028409839E0,-2.075004578E-2,1.279102862E-1
1.255872563E1,1.048739433E0,-8.068084717E-3,1.520015597E-1
1.256369506E1,1.030862331E0,-2.638244629E-2,1.269678175E-1
1.256866448E1,1.043755531E0,-4.141807556E-3,1.188342422E-1
1.257363391E1,1.055325270E0,8.403778076E-3,9.868229926E-2
1.257860282E1,1.048614264E0,4.700756073E-2,1.024846137E-1
1.258357224E1,1.088306546E0,6.152248383E-2,9.774415195E-2
1.258854167E1,1.119065404E0,2.367782593E-2,8.467298746E-2
1.259351110E1,1.086329222E0,5.625057220E-2,9.183782339E-2
1.259848053E1,1.130911350E0,6.005764008E-2,8.703315258E-2
1.260344995E1,1.127272010E0,2.229213715E-2,8.577259630E-2
1.260842089E1,1.109333038E0,1.691341400E-2,9.422270954E-2
1.261339032E1,1.113871694E0,2.229022980E-2,7.393910736E-2
1.261835974E1,1.138225436E0,-1.985645294E-2,6.114012375E-2
1.262332917E1,1.132551074E0,-7.006645203E-3,2.967186645E-2
1.262829860E1,1.099447489E0,-1.562976837E-2,7.089816034E-2
1.263326803E1,1.112863660E0,-4.793357849E-2,4.420579597E-2
1.263823563E1,1.129387975E0,-8.943462372E-2,5.459918082E-2
1.264320506E1,1.137360811E0,-9.257316589E-2,3.649179637E-2
1.264817448E1,1.116603851E0,-1.194286346E-1,6.965176016E-2
1.265314391E1,1.128992558E0,-8.545112610E-2,7.866188139E-2
1.265811334E1,1.138875723E0,-6.957435608E-2,5.682561547E-2
1.266308276E1,1.127141476E0,-6.331825256E-2,6.009343266E-2
1.266805396E1,1.142748594E0,-8.086395264E-2,4.800999910E-2
1.267302339E1,1.140145659E0,-6.497573853E-2,7.172288746E-2
1.267799282E1,1.176371217E0,-6.342887878E-2,5.135566741E-2
1.268296224E1,1.158714652E0,-5.831909180E-2,5.850943550E-2
1.268793167E1,1.161138058E0,-4.728126526E-2,2.644364163E-2
1.269290110E1,1.153623700E0,-3.034973145E-2,4.219144955E-2
1.269787000E1,1.172223091E0,-2.661609650E-2,5.669803545E-2
1.270283943E1,1.171300888E0,-3.949928284E-2,5.215722322E-2
1.270780886E1,1.183140635E0,-5.579948425E-2,5.604308099E-2
1.271277829E1,1.200663805E0,-7.788467407E-2,5.764016137E-2
1.271774771E1,1.177268863E0,-9.617519379E-2,5.202959478E-2
1.272271714E1,1.214230061E0,-1.261396408E-1,6.448200345E-2
1.272768693E1,1.175797224E0,-1.071252823E-1,6.861054152E-2
1.273265636E1,1.189660072E0,-1.155500412E-1,7.027307153E-2
1.273762579E1,1.192123652E0,-9.413909912E-2,6.133226678E-2
1.274259521E1,1.177678347E0,-7.524776459E-2,5.831945688E-2
1.274756464E1,1.210451126E0,-4.102039337E-2,5.313415825E-2
1.275253407E1,1.205637932E0,-1.295757294E-2,4.441128671E-2
1.275750266E1,1.201636434E0,1.254749298E-2,5.720371753E-2
1.276247209E1,1.188992858E0,3.669834137E-2,5.440921709E-2
1.276744152E1,1.161865354E0,3.931140900E-2,7.663886249E-2
1.277241094E1,1.166696906E0,4.075813293E-2,8.778830618E-2
1.277738037E1,1.149693608E0,4.818248749E-2,8.813376725E-2
1.278234980E1,1.141972423E0,5.202770233E-2,9.564401209E-2
1.278729198E1,1.124636054E0,5.705070496E-2,1.218736619E-1
1.279226141E1,1.091741204E0,4.543876648E-2,1.454260796E-1
1.279723084E1,1.101544738E0,2.565097809E-2,1.197343618E-1
1.280220027E1,1.065925241E0,6.054878235E-3,1.332330406E-1
1.280716969E1,1.067371607E0,8.840560913E-4,1.321868002E-1
1.281213912E1,1.049750566E0,-4.461860657E-2,1.368165910E-1
1.281713495E1,1.052330017E0,-6.952953339E-2,1.482463479E-1
1.282210438E1,1.054847121E0,-7.641124725E-2,1.190025359E-1
1.282707381E1,1.034621000E0,-9.746551514E-2,1.229544431E-1
1.283204323E1,1.005011082E0,-7.320308685E-2,1.112270504E-1
1.283701266E1,9.980348945E-1,-6.218338013E-2,9.214235842E-2
1.284198209E1,1.032638550E0,-1.442909241E-2,1.277811229E-1
1.284695214E1,1.048905730E0,-6.240844727E-3,9.879545867E-2
1.285192157E1,1.018533587E0,1.021480560E-2,1.030725837E-1
1.285689099E1,1.042690396E0,-6.684303284E-3,1.143676937E-1
1.286186042E1,1.030910611E0,5.077362061E-3,6.368333101E-2
1.286682985E1,1.005750895E0,7.283210754E-3,5.139464140E-2
1.287179928E1,1.021986127E0,-1.305484772E-2,7.946598530E-2
1.287676865E1,1.010715842E0,-1.183891296E-2,3.965667263E-2
1.288173808E1,1.016994953E0,-2.484798431E-2,2.976068854E-2
1.288670750E1,9.978656173E-1,-3.414249420E-2,2.492693439E-2
1.289167693E1,9.881398678E-1,-4.333400726E-2,1.062211115E-2
1.289664636E1,9.923356175E-1,-6.547164917E-2,-2.005958557E-2
1.290161579E1,9.737997055E-1,-6.247043610E-2,1.486383192E-2
1.290658422E1,9.656693935E-1,-5.113601685E-2,-1.688003726E-2
1.291155365E1,9.383181334E-1,-6.243896484E-2,-2.685161494E-2
1.291652308E1,9.431094527E-1,-4.750347137E-2,-3.901063278E-2
1.292149251E1,9.119435549E-1,-8.910179138E-3,-1.084634103E-3
1.292646193E1,9.258883595E-1,-1.337242126E-2,2.237800136E-2
1.293143136E1,9.002103806E-1,1.904869080E-2,-1.485666074E-2
1.293640027E1,8.971075416E-1,-2.233505249E-3,-1.758613042E-3
1.294136969E1,8.747932315E-1,-1.737880707E-2,-9.057085030E-3
1.294633912E1,8.597655892E-1,-3.715038300E-2,4.075371660E-3
1.295130855E1,8.563529849E-1,-2.465534210E-2,1.244076341E-2
1.295627797E1,8.729279637E-1,-9.871482849E-3,-2.679823339E-2
1.296124740E1,8.355531693E-1,-1.062297821E-2,-2.762911282E-2
1.296621652E1,8.481174707E-1,1.834297180E-2,8.457219228E-3
1.297118594E1,8.161637783E-1,5.422973633E-2,-9.578126483E-4
1.297615537E1,8.507071137E-1,4.470062256E-2,-1.131812856E-2
1.298112480E1,8.394910693E-1,9.228706360E-2,-1.683054864E-2
1.298609422E1,8.419752121E-1,1.169548035E-1,-1.138714701E-2
1.299106365E1,8.357367516E-1,1.331281662E-1,-2.956735343E-2
1.299603261E1,8.218559623E-1,1.492042542E-1,-2.618364617E-2
1.300100204E1,8.158361912E-1,1.533021927E-1,3.227584064E-3
1.300597146E1,8.069486618E-1,1.538333893E-1,-1.845734939E-2
1.301094089E1,8.035574555E-1,1.448850632E-1,-1.014347747E-2
1.301591032E1,7.758709788E-1,1.194133759E-1,-6.603375077E-3
1.302087974E1,7.478725314E-1,1.381244659E-1,-3.390582651E-2
1.302583240E1,7.375960946E-1,8.185863495E-2,-2.879388258E-2
1.303080183E1,6.924352050E-1,1.151628494E-1,-1.525170077E-2
1.303577126E1,6.780936122E-1,1.196947098E-1,5.231501535E-3
1.304074068E1,6.315953732E-1,1.134939194E-1,3.731784970E-2
1.304571011E1,5.957607627E-1,1.073532104E-1,1.940779574E-2
1.305067954E1,5.624712706E-1,1.226329803E-1,6.374108605E-3
1.305566683E1,5.291581750E-1,1.342191696E-1,2.998719178E-2
1.306063626E1,5.163840055E-1,1.409330368E-1,2.239147387E-2
1.306560568E1,4.857966304E-1,1.428260803E-1,4.079917446E-2
1.307057511E1,4.755533934E-1,1.541919708E-1,5.776321143E-2
1.307554454E1,4.641566575E-1,1.072444916E-1,4.243957251E-2
1.308051396E1,4.146912694E-1,7.493019104E-2,1.603530720E-2
1.308548464E1,4.156500101E-1,6.661224365E-2,6.446803361E-2
1.309045407E1,3.713390231E-1,8.210659027E-2,5.417031422E-2
1.309542349E1,3.785224259E-1,8.438205719E-2,6.380986422E-2
1.310039292E1,3.510708511E-1,6.049346924E-2,4.950492829E-2
1.310536235E1,3.405537605E-1,6.291007996E-2,5.156469345E-2
1.311033178E1,3.027529418E-1,5.459880829E-2,3.082831576E-2
1.311529803E1,3.223906755E-1,2.970218658E-2,3.630044684E-2
1.312026745E1,2.978307903E-1,-2.113246918E-2,4.980722815E-2
1.312523688E1,3.196932077E-1,4.457473755E-3,3.823062032E-2
1.313020631E1,3.221863806E-1,-3.907203674E-2,1.471643522E-2
1.313517573E1,2.959436178E-1,-5.611896515E-2,-1.580416784E-2
1.314014516E1,2.992495894E-1,-7.897472382E-2,-1.056554914E-2
1.314511605E1,2.844724953E-1,-4.464149475E-2,-1.964764856E-2
1.315008547E1,2.646558285E-1,-5.336380005E-2,-3.564728051E-2
1.315505490E1,2.813823819E-1,-4.064750671E-2,-7.175995409E-2
1.316002433E1,2.834046185E-1,-3.874111176E-2,-5.623305961E-2
1.316499376E1,2.541899979E-1,-5.705833435E-2,-6.941552460E-2
1.316996318E1,2.201287150E-1,-5.980205536E-2,-6.219154596E-2
1.317493235E1,1.907899976E-1,-6.254291534E-2,-6.788401306E-2
1.317990178E1,1.672703028E-1,-9.735012054E-2,-7.452908903E-2
1.318487120E1,1.318068206E-1,-1.057605743E-1,-1.000431478E-1
1.318984063E1,1.167256460E-1,-1.735172272E-1,-7.181075215E-2
1.319481006E1,9.076619148E-2,-2.181653976E-1,-6.880373508E-2
1.319977948E1,5.778798088E-2,-2.969150543E-1,-9.171631932E-2
1.320474756E1,2.257946134E-2,-2.966423035E-1,-8.574432880E-2
1.320971698E1,5.639046431E-4,-3.379726410E-1,-8.823659271E-2
1.321468641E1,-2.829597890E-2,-3.255395889E-1,-7.402150333E-2
1.321965584E1,-2.379326895E-2,-2.942333221E-1,-4.902309924E-2
1.322462526E1,-5.742053688E-2,-3.000373840E-1,-7.886567712E-2
1.322959469E1,-8.119273186E-2,-3.022613525E-1,-7.527437806E-2
1.323456365E1,-8.925128728E-2,-2.854900360E-1,-1.061008424E-1
1.323953308E1,-8.560571074E-2,-2.653226852E-1,-8.432532847E-2
1.324450251E1,-9.268479794E-2,-2.406015396E-1,-8.746100217E-2
1.324947188E1,-1.117679030E-1,-1.947355270E-1,-1.095168442E-1
1.325444131E1,-1.272095591E-1,-1.777877808E-1,-1.039084345E-1
1.325941073E1,-1.226198152E-1,-1.384429932E-1,-9.580815583E-2
1.326438047E1,-1.362002194E-1,-1.125240326E-1,-9.479063004E-2
1.326934990E1,-1.570020318E-1,-9.160709381E-2,-8.311068267E-2
1.327431933E1,-1.436799169E-1,-1.077222824E-1,-1.057061106E-1
1.327928870E1,-1.591565311E-1,-1.094846725E-1,-7.682654262E-2
1.328425813E1,-1.736829728E-1,-1.231508255E-1,-1.051899940E-1
1.328922756E1,-1.955271959E-1,-1.581220627E-1,-9.733995795E-2
1.329419724E1,-2.210413814E-1,-1.667127609E-1,-1.262377799E-1
1.329916667E1,-2.631792724E-1,-1.740837097E-1,-8.945774287E-2
1.330413610E1,-2.921109796E-1,-1.754941940E-1,-1.038139462E-1
1.330910547E1,-3.150468767E-1,-1.911888123E-1,-1.001190692E-1
1.331407490E1,-3.249354064E-1,-1.949176788E-1,-6.665038317E-2
1.331904433E1,-3.608736992E-1,-1.594572067E-1,-5.826753005E-2
1.332401355E1,-3.859010339E-1,-1.480884552E-1,-6.910544634E-2
1.332898297E1,-4.439791143E-1,-1.237859726E-1,-7.723514736E-2
1.333395240E1,-4.778956175E-1,-1.294183731E-1,-4.366663843E-2
1.333892178E1,-4.600907564E-1,-1.041450500E-1,-4.022547230E-2
1.334389120E1,-5.374307632E-1,-1.218776703E-1,-1.880005002E-4
1.334886063E1,-5.484344959E-1,-1.121635437E-1,-1.158254594E-2
1.335382881E1,-5.924173594E-1,-1.619462967E-1,2.669989318E-2
1.335879823E1,-5.858682990E-1,-1.768856049E-1,1.935590804E-2
1.336376766E1,-6.134829521E-1,-1.798400879E-1,-8.344247937E-3
1.336873704E1,-6.500062346E-1,-2.065401077E-1,-6.507873535E-3
1.337370646E1,-6.229385138E-1,-1.997728348E-1,3.431461751E-3
1.337867589E1,-6.764762402E-1,-2.108850479E-1,3.581054509E-3
1.338365594E1,-6.785345078E-1,-1.779861450E-1,-1.211464405E-4
1.338862537E1,-6.576068401E-1,-1.893138885E-1,9.075649083E-3
1.339359480E1,-6.605860591E-1,-1.625614166E-1,4.883795977E-3
1.339856417E1,-6.515843868E-1,-1.633691788E-1,-2.788935602E-2
1.340353360E1,-6.118558049E-1,-1.202516556E-1,-7.009722292E-3
1.340850303E1,-6.071124077E-1,-1.096000671E-1,-2.567692474E-2
1.341347443E1,-6.227117777E-1,-1.156988144E-1,-4.534998909E-2
1.341844386E1,-6.098502874E-1,-7.902145386E-2,-7.081446797E-2
1.342341329E1,-6.375578642E-1,-9.138011932E-2,-6.771047413E-2
1.342838266E1,-6.430119276E-1,-8.112525940E-2,-8.928848803E-2
1.343335209E1,-6.558058262E-1,-1.042547226E-1,-9.759590775E-2
1.343832152E1,-6.414855123E-1,-9.041881561E-2,-9.854906052E-2
1.344330297E1,-6.597666740E-1,-9.338092804E-2,-9.328798205E-2
1.344827240E1,-6.935459971E-1,-6.904125214E-2,-1.211176515E-1
1.345324183E1,-7.153983712E-1,-3.901004791E-2,-1.270696968E-1
1.345821120E1,-7.194824219E-1,-3.421688080E-2,-1.125994921E-1
1.346318063E1,-7.736756802E-1,-3.188896179E-2,-1.301355958E-1
1.346815000E1,-7.704274654E-1,-3.079891205E-2,-1.211271808E-1
1.347310537E1,-7.992397547E-1,-3.806018829E-2,-1.263366491E-1
1.347807480E1,-8.564786911E-1,-7.143211365E-2,-8.961429447E-2
1.348304422E1,-8.869251609E-1,-7.722187042E-2,-1.077799946E-1
1.348801360E1,-9.289146662E-1,-9.367561340E-2,-1.148935109E-1
1.349298303E1,-9.488871098E-1,-1.159305573E-1,-8.137267828E-2
1.349795245E1,-9.577143192E-1,-1.427555084E-1,-8.379820734E-2
1.350293558E1,-1.005407810E0,-1.622352600E-1,-6.480483711E-2
1.350790501E1,-9.988857508E-1,-1.803550720E-1,-7.192462683E-2
1.351287443E1,-1.035923243E0,-1.911811829E-1,-3.505940735E-2
1.351784381E1,-1.091110110E0,-1.864500046E-1,-4.963025823E-2
1.352281323E1,-1.077978611E0,-2.090816498E-1,-5.810682476E-2
1.352778266E1,-1.040837049E0,-2.136936188E-1,-8.791965991E-2
1.353272641E1,-1.058186531E0,-2.218074799E-1,-2.238701284E-2
1.353769584E1,-1.063578844E0,-2.358140945E-1,-4.881179705E-2
1.354266526E1,-1.035357714E0,-2.188081741E-1,-7.025980204E-2
1.354763464E1,-1.046306729E0,-2.375698090E-1,-5.337838829E-2
1.355260407E1,-1.068964481E0,-2.122325897E-1,-4.856921732E-2
1.355757349E1,-1.047589302E0,-2.001962662E-1,-5.671192333E-2
1.356254282E1,-1.035763621E0,-1.930122375E-1,-5.531031266E-2
1.356751224E1,-1.045261025E0,-2.191448212E-1,-4.665375501E-2
1.357248167E1,-1.061674595E0,-2.213048935E-1,-7.224383205E-2
1.357745105E1,-1.083785534E0,-2.282028198E-1,-6.793151796E-2
1.358242047E1,-1.097293377E0,-1.709060669E-1,-6.350459158E-2
1.358738990E1,-1.098810434E0,-1.259756088E-1,-3.295035660E-2
1.359236183E1,-1.091694355E0,-8.258819580E-2,-3.692940623E-2
1.359733126E1,-1.146157503E0,-3.955078125E-2,-3.963715583E-2
1.360230068E1,-1.148882627E0,-5.387496948E-2,-2.217796072E-2
1.360727006E1,-1.169242859E0,-5.263328552E-2,-1.091328636E-2
1.361223948E1,-1.182998896E0,-2.998161316E-2,-1.508617401E-2
1.361720891E1,-1.211533308E0,-6.567192078E-2,2.068210393E-3
1.362217511E1,-1.226285934E0,-5.469799042E-2,-2.490447834E-2
1.362714454E1,-1.242805362E0,-4.377269745E-2,2.747874707E-3
1.363211396E1,-1.257400990E0,-1.100854874E-1,5.379876867E-2
1.363708334E1,-1.274735928E0,-1.116390228E-1,4.462014884E-2
1.364205276E1,-1.273513317E0,-1.036167145E-1,3.415980190E-2
1.364702219E1,-1.244461894E0,-1.229286194E-1,1.054133847E-2
1.365199386E1,-1.263862729E0,-1.515331268E-1,2.631369606E-2
1.365696329E1,-1.274159908E0,-1.465778351E-1,4.266983271E-2
1.366193271E1,-1.243675232E0,-1.820144653E-1,4.559490457E-2
1.366690209E1,-1.231982470E0,-1.446533203E-1,2.574626356E-2
1.367187152E1,-1.167840362E0,-1.586484909E-1,5.568697676E-2
1.367684094E1,-1.146888018E0,-1.428241730E-1,2.562800422E-2
1.368180974E1,-1.124843478E0,-1.805725098E-1,3.497918323E-2
1.368677917E1,-1.119690537E0,-1.586236954E-1,-5.644898862E-3
1.369174860E1,-1.087417603E0,-1.796360016E-1,7.300693542E-3
1.369671797E1,-1.088801026E0,-2.218694687E-1,2.056956291E-3
1.370168740E1,-1.085577846E0,-2.316961288E-1,-1.268750429E-2
1.370665683E1,-1.063559651E0,-2.343349457E-1,-1.290565729E-2
1.371162615E1,-1.091897488E0,-2.322311401E-1,-2.135854587E-2
1.371659558E1,-1.053613305E0,-1.885881424E-1,-3.346662223E-2
1.372156500E1,-1.097786546E0,-1.952142715E-1,-2.623584494E-2
1.372653438E1,-1.070429325E0,-1.875419617E-1,-4.988026619E-2
1.373150381E1,-1.098145485E0,-1.538267136E-1,-6.602201611E-2
1.373647323E1,-1.099706292E0,-1.489210129E-1,-8.086317033E-2
1.374144178E1,-1.108170390E0,-1.309709549E-1,-8.949941397E-2
1.374641120E1,-1.155580401E0,-1.238412857E-1,-7.420461625E-2
1.375138063E1,-1.181059718E0,-9.299850464E-2,-7.179389149E-2
1.375635001E1,-1.184686303E0,-8.851623535E-2,-6.589729339E-2
1.376131943E1,-1.223578811E0,-7.572078705E-2,-6.946591288E-2
1.376628886E1,-1.227233052E0,-5.228996277E-2,-7.637947053E-2
1.377125813E1,-1.230492115E0,-3.139019012E-2,-6.052016839E-2
1.377622756E1,-1.273692250E0,-1.418209076E-2,-9.705752134E-2
1.378119698E1,-1.248361826E0,-1.131916046E-2,-5.347893387E-2
1.378616636E1,-1.277255774E0,5.840301514E-3,-4.701180756E-2
1.379113579E1,-1.246954560E0,2.175140381E-2,-7.378891110E-2
1.379610521E1,-1.250753641E0,1.977729797E-2,-5.864375085E-2
1.380107761E1,-1.233812928E0,5.826091766E-2,-6.727598608E-2
1.380604704E1,-1.255712986E0,6.559467316E-2,-4.020328447E-2
1.381101646E1,-1.230561733E0,8.361721039E-2,-4.997983575E-2
1.381598584E1,-1.214421153E0,7.780647278E-2,-3.357494250E-2
1.382095526E1,-1.219249249E0,9.467029572E-2,-7.055893540E-2
1.382592469E1,-1.221195698E0,6.749439240E-2,-7.152873278E-2
1.383089334E1,-1.185759306E0,1.328563690E-2,-4.864658043E-2
1.383586277E1,-1.207008839E0,-2.497005463E-2,-3.667288646E-2
1.384083219E1,-1.176592469E0,-1.099586487E-3,-4.000600800E-2
1.384580157E1,-1.167161703E0,-2.368640900E-2,-4.071783274E-2
1.385077099E1,-1.152694583E0,-9.231567383E-3,-6.870973110E-2
1.385574042E1,-1.136564016E0,-3.759860992E-2,-5.344862118E-2
1.386070834E1,-1.134457827E0,-3.243827820E-2,-5.975568667E-2
1.386567777E1,-1.103343964E0,-1.539611816E-2,-3.711328283E-2
1.387064719E1,-1.117235661E0,1.460266113E-2,-1.698460802E-2
1.387561657E1,-1.094963670E0,1.944446564E-2,-4.783970863E-2
1.388058599E1,-1.068794727E0,1.597404480E-2,-1.674055867E-2
1.388555542E1,-1.055521011E0,2.562713623E-2,-2.975755930E-2
1.389052386E1,-1.062032223E0,4.830646515E-2,-3.181761503E-2
1.389549329E1,-1.034790516E0,6.013965607E-2,1.024861448E-2
1.390046271E1,-1.042682886E0,5.648708344E-2,2.686448582E-2
1.390543209E1,-1.009814262E0,6.000804901E-2,3.851421177E-2
1.391040152E1,-9.899998307E-1,7.182979584E-2,4.523295164E-2
1.391537089E1,-9.520415068E-1,1.014013290E-1,2.684808150E-2
1.392031714E1,-9.296103716E-1,7.491016388E-2,3.584680706E-2
1.392528657E1,-8.785715103E-1,1.092290878E-1,2.909750119E-2
1.393025599E1,-8.811229467E-1,1.254577637E-1,3.886292130E-2
1.393522537E1,-8.325015306E-1,1.451082230E-1,4.496787488E-2
1.394019480E1,-7.984874249E-1,1.954717636E-1,6.748205423E-2
1.394516422E1,-7.517958283E-1,2.145166397E-1,3.147597611E-2
1.395015599E1,-7.399612665E-1,2.393293381E-1,4.795575887E-2
1.395512542E1,-7.212857604E-1,2.603521347E-1,7.480931282E-2
1.396009485E1,-6.957181096E-1,3.025636673E-1,6.916669756E-2
1.396506422E1,-6.611996293E-1,3.491458893E-1,4.809681699E-2
1.397003365E1,-6.235624552E-1,3.834438324E-1,4.600076377E-2
1.397500308E1,-6.552607417E-1,3.853712082E-1,4.740239307E-2
1.397997370E1,-6.157656312E-1,3.694372177E-1,2.607562393E-2
1.398494313E1,-6.172195673E-1,3.583679199E-1,1.220162679E-2
1.398991256E1,-5.927907825E-1,3.307418823E-1,1.029939763E-2
1.399488193E1,-6.246765852E-1,2.760047913E-1,-9.434353560E-3
1.399985136E1,-6.479833722E-1,2.145919800E-1,1.038404275E-2
1.400482079E1,-6.270975471E-1,1.429996490E-1,1.453985367E-2
1.400979094E1,-6.408050656E-1,7.793903351E-2,5.878529511E-3
1.401476037E1,-6.567232013E-1,2.410888672E-2,1.518475078E-2
1.401972980E1,-6.828883886E-1,-4.945278168E-2,-7.656223606E-3
1.402469917E1,-7.108748555E-1,-1.117019653E-1,1.010072324E-2
1.402966860E1,-6.930268407E-1,-1.555967331E-1,-6.721818354E-4
1.403463797E1,-7.095134854E-1,-1.991205215E-1,2.306629904E-2
1.403960615E1,-7.016164064E-1,-2.018814087E-1,4.996414110E-2
1.404457558E1,-7.003136873E-1,-2.342939377E-1,5.309579521E-2
1.404954500E1,-7.330772877E-1,-2.581148148E-1,2.529234812E-2
1.405451438E1,-7.006759048E-1,-2.829017639E-1,4.032649472E-2
1.405948381E1,-6.905401945E-1,-2.849035263E-1,4.700036347E-2
1.406445323E1,-6.631584764E-1,-2.678689957E-1,4.876150191E-2
1.406942792E1,-6.413604021E-1,-2.889776230E-1,3.992601112E-2
1.407439735E1,-6.203696728E-1,-2.790222168E-1,4.879847541E-2
1.407936678E1,-6.120460033E-1,-2.869644165E-1,3.506165743E-2
1.408433615E1,-5.807285309E-1,-3.185987473E-1,5.704534054E-2
1.408930558E1,-5.658300519E-1,-3.404722214E-1,4.089629650E-2
1.409427500E1,-5.159839392E-1,-3.823575974E-1,2.836359851E-2
1.409924073E1,-4.946497679E-1,-4.286565781E-1,5.867097527E-2
1.410421016E1,-4.505988657E-1,-4.377641678E-1,5.795184895E-2
1.410917959E1,-4.148602188E-1,-4.479980469E-1,5.130219832E-2
1.411414896E1,-4.061347544E-1,-4.926033020E-1,2.795316279E-2
1.411911839E1,-3.795548379E-1,-5.095453262E-1,1.456435304E-2
1.412408782E1,-3.706682920E-1,-4.847936630E-1,1.432875730E-2
1.412905480E1,-3.580854237E-1,-4.840297699E-1,2.138287574E-2
1.413402417E1,-3.084604740E-1,-4.357843399E-1,2.458742820E-3
1.413899365E1,-2.934538424E-1,-3.903436661E-1,6.473768502E-3
1.414396303E1,-2.842198014E-1,-3.548107147E-1,2.241532505E-2
1.414893245E1,-2.688584328E-1,-2.768440247E-1,1.695362292E-2
1.415390188E1,-2.614923716E-1,-2.126197815E-1,5.813898519E-3
1.415887308E1,-2.620763183E-1,-1.525268555E-1,3.998575360E-2
1.416384251E1,-2.231765091E-1,-7.752609253E-2,2.882102877E-2
1.416881193E1,-2.329858392E-1,-5.307292938E-2,6.642742455E-2
1.417378131E1,-1.958425492E-1,-1.579380035E-2,5.872160569E-2
1.417875073E1,-1.859105974E-1,1.519680023E-2,7.104343921E-2
1.418372016E1,-1.470084190E-1,4.232501984E-2,6.674470752E-2
1.418868938E1,-1.365212500E-1,4.542636871E-2,8.373676240E-2
1.419365881E1,-1.187333837E-1,6.152343750E-2,8.842647076E-2
1.419862823E1,-1.006011590E-1,7.981300354E-2,1.119856387E-1
1.420359761E1,-8.220493793E-2,5.989360809E-2,1.112336218E-1
1.420856704E1,-3.633213043E-2,5.077838898E-2,1.163811982E-1
1.421353646E1,4.029899836E-2,4.881572723E-2,1.222905666E-1
1.421850422E1,4.406407475E-2,2.187538147E-2,1.089661866E-1
1.422347365E1,1.060563475E-1,3.668308258E-2,1.228187978E-1
1.422844308E1,1.510839164E-1,6.913375854E-2,1.053945124E-1
1.423341245E1,1.766775697E-1,6.801223755E-2,1.080517024E-1
1.423838188E1,2.173403054E-1,9.298896790E-2,1.211241484E-1
1.424335131E1,2.644757032E-1,9.515571594E-2,1.185200810E-1
1.424830516E1,3.061634898E-1,1.043977737E-1,8.962789923E-2
1.425327454E1,3.472026587E-1,1.004676819E-1,1.034313068E-1
1.425824391E1,3.969568908E-1,1.108007431E-1,1.015753001E-1
1.426321329E1,3.935106993E-1,1.162805557E-1,8.881919086E-2
1.426818266E1,4.253330827E-1,1.193208694E-1,9.525375068E-2
1.427315204E1,4.360961318E-1,1.247014999E-1,5.989348888E-2
1.427813881E1,4.632273912E-1,1.347665787E-1,6.515249610E-2
1.428310818E1,4.870112538E-1,1.399993896E-1,4.778771847E-2
1.428807756E1,4.970861673E-1,1.083612442E-1,2.577000856E-2
1.429304693E1,5.019074082E-1,1.126155853E-1,5.614739656E-2
