"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.478841521E1,6.033608913E-1,-1.157093048E-2,-8.386515547E-4
2.479338459E1,5.972880125E-1,-2.524757385E-2,-5.376510788E-3
2.479835396E1,6.277739406E-1,5.152702332E-3,1.520653348E-2
2.480333459E1,6.578984261E-1,1.035594940E-2,-8.117098361E-3
2.480830396E1,6.673473120E-1,8.583068848E-5,-1.575172693E-2
2.481327339E1,6.288157701E-1,1.249027252E-2,-3.022301942E-2
2.481824276E1,6.497586966E-1,-1.795673370E-2,-6.468453445E-3
2.482321214E1,6.384564638E-1,-3.033733368E-2,-1.357947942E-2
2.482818152E1,6.268837452E-1,-3.190326691E-2,1.392088458E-2
2.483314412E1,6.152904034E-1,-6.314659119E-2,2.206305275E-3
2.483811349E1,6.015340090E-1,-6.801128387E-2,9.548364207E-3
2.484308292E1,5.867821574E-1,-6.453037262E-2,1.575062517E-3
2.484805230E1,5.626763701E-1,-5.277061462E-2,2.826521359E-2
2.485302167E1,5.626820326E-1,-9.219932556E-2,2.618500963E-2
2.485799105E1,5.629211664E-1,-8.618640900E-2,5.498699471E-2
2.486295881E1,5.657902360E-1,-1.336946487E-1,5.971475318E-2
2.486792818E1,5.391526222E-1,-1.155023575E-1,5.265006423E-2
2.487289761E1,5.534067154E-1,-1.390590668E-1,5.978254229E-2
2.487786698E1,5.476101637E-1,-1.505680084E-1,7.386855781E-2
2.488283636E1,5.576411486E-1,-1.465711594E-1,8.164221048E-2
2.488780573E1,5.583724976E-1,-1.747055054E-1,8.318801224E-2
2.489277292E1,5.665320158E-1,-1.491870880E-1,8.450876176E-2
2.489774230E1,6.163825989E-1,-1.084613800E-1,8.932219446E-2
2.490271172E1,5.994588137E-1,-9.303760529E-2,1.068530828E-1
2.490768110E1,6.599849463E-1,-7.182121277E-2,1.121784076E-1
2.491265047E1,6.880408525E-1,-8.524322510E-2,7.906489819E-2
2.491761990E1,7.074445486E-1,-2.609729767E-2,1.361898482E-1
2.492259079E1,7.419745922E-1,-5.449295044E-3,1.357320696E-1
2.492756016E1,7.463626266E-1,-1.466178894E-2,6.849683076E-2
2.493252959E1,7.647849917E-1,2.344131470E-3,9.901282191E-2
2.493749896E1,7.945410013E-1,2.160739899E-2,7.779269665E-2
2.494246834E1,7.988194823E-1,2.291107178E-2,9.222605079E-2
2.494743776E1,8.120964766E-1,4.086780548E-2,4.370812699E-2
2.495240652E1,8.306020498E-1,4.684162140E-2,5.834634975E-2
2.495737589E1,8.403798938E-1,6.347560883E-2,3.842251748E-2
2.496234532E1,8.413457274E-1,6.812381744E-2,3.897251934E-2
2.496731469E1,8.239927888E-1,7.989883423E-2,1.332947705E-2
2.497228407E1,8.598697782E-1,5.003261566E-2,8.177420124E-3
2.497725349E1,8.368573785E-1,6.558227539E-2,-8.700675331E-3
2.498222402E1,8.268176317E-1,4.658031464E-2,-4.080973566E-2
2.498719339E1,8.045922518E-1,3.608322144E-2,-1.544505358E-2
2.499216282E1,8.344503045E-1,5.183601379E-2,-3.051772341E-2
2.499713219E1,8.104275465E-1,6.747150421E-2,-1.552181877E-2
2.500210157E1,8.015782833E-1,7.707786560E-2,-5.151511356E-2
2.500707099E1,7.665414214E-1,9.968090057E-2,-2.644418180E-2
2.501204068E1,8.194053769E-1,1.102428436E-1,-4.773447663E-2
2.501701006E1,7.909035683E-1,1.159791946E-1,-3.060123138E-2
2.502197948E1,7.827526927E-1,1.311759949E-1,-1.833837852E-2
2.502694886E1,7.543728352E-1,1.593217850E-1,-3.486950882E-3
2.503191823E1,7.864674330E-1,1.635055542E-1,-1.615502406E-3
2.503688766E1,7.813429236E-1,1.783561707E-1,-1.756163500E-2
2.504185886E1,7.829992175E-1,1.206645966E-1,-3.071235679E-2
2.504682823E1,7.762726545E-1,1.157188416E-1,4.794991575E-3
2.505179766E1,7.550891042E-1,9.776973724E-2,3.335913178E-3
2.505676704E1,7.814882994E-1,7.047939301E-2,1.264515240E-2
2.506173641E1,7.705609798E-1,3.750228882E-2,7.469396107E-3
2.506670584E1,7.843563557E-1,2.976894379E-2,2.508710604E-3
2.507167251E1,7.646474242E-1,-4.558563232E-4,3.314527869E-2
2.507664188E1,7.768630981E-1,6.417274475E-3,-8.800417185E-3
2.508161131E1,7.376176119E-1,-6.934165955E-3,3.149113059E-2
2.508658068E1,7.625533938E-1,-3.083992004E-2,4.775972292E-2
2.509155006E1,7.406473756E-1,-3.432846069E-2,1.759024709E-2
2.509651948E1,7.295876741E-1,-5.916595459E-2,1.503730379E-2
2.510149021E1,7.172253728E-1,-3.270339966E-2,2.675590850E-2
2.510645959E1,7.215421796E-1,-3.496265411E-2,3.350086138E-2
2.511142902E1,7.161134481E-1,-4.431438446E-2,8.297862485E-3
2.511639839E1,7.118139267E-1,-4.407691956E-2,2.236027271E-2
2.512136777E1,7.096923590E-1,-2.838134766E-2,6.713608745E-3
2.512633719E1,6.826192141E-1,-3.311157227E-3,5.509634316E-2
2.513130433E1,6.736909747E-1,-1.025199890E-3,3.439077735E-2
2.513627370E1,6.493189335E-1,-4.626274109E-2,3.166961670E-2
2.514124313E1,6.466850638E-1,-8.994579315E-2,5.127267167E-2
2.514621250E1,5.990415812E-1,-1.237707138E-1,3.510615230E-2
2.515118188E1,6.314793825E-1,-1.478176117E-1,7.723850012E-2
2.515615131E1,6.020126343E-1,-1.835527420E-1,6.182850152E-2
2.516112204E1,6.038296223E-1,-1.584224701E-1,6.421504170E-2
2.516609141E1,6.033077240E-1,-1.643867493E-1,6.880936027E-2
2.517106084E1,6.017323732E-1,-1.774377823E-1,5.890598148E-2
2.517603021E1,5.978211164E-1,-1.476211548E-1,7.277645916E-2
2.518099959E1,6.118630171E-1,-1.275625229E-1,8.743322641E-2
2.518596896E1,6.374067068E-1,-9.458637238E-2,1.066201553E-1
2.519093787E1,6.400665045E-1,-7.612895966E-2,1.017518714E-1
2.519590724E1,6.687061191E-1,-1.743030548E-2,7.734464854E-2
2.520087667E1,6.706394553E-1,-3.143310547E-3,8.533558995E-2
2.520584605E1,6.960271001E-1,2.886199951E-2,8.566182107E-2
2.521081542E1,6.746214032E-1,2.736091614E-2,9.188615531E-2
2.521578485E1,6.898263693E-1,4.253005981E-2,4.668704793E-2
2.522075433E1,7.033282518E-1,4.097080231E-2,5.283966660E-2
2.522572370E1,6.972470284E-1,3.826808929E-2,3.991149366E-2
2.523069313E1,6.918861270E-1,3.087234497E-2,-2.718167379E-4
2.523566250E1,6.932041049E-1,8.130073547E-3,2.880660631E-2
2.524063188E1,6.811087132E-1,-2.034187317E-2,1.603469625E-2
2.524560131E1,6.818428636E-1,-3.786468506E-2,-9.619898163E-3
2.525059610E1,6.523460150E-1,-2.195072174E-2,-3.071118146E-3
2.525556547E1,6.465516686E-1,-3.822231293E-2,-1.787796989E-2
2.526053490E1,6.259819269E-1,-1.512718201E-2,-1.216524281E-2
2.526550428E1,6.207913756E-1,-2.071762085E-2,-2.527100965E-2
2.527047365E1,5.939528942E-1,-1.304626465E-3,-2.874444053E-2
2.527544308E1,5.860828757E-1,-1.529693604E-2,-3.449312225E-2
2.528038542E1,5.506983995E-1,-8.968353271E-3,-4.837419093E-2
2.528535480E1,5.331157446E-1,-5.052566528E-3,-5.358120799E-2
2.529032422E1,5.261620283E-1,3.589630127E-3,-4.200776294E-2
2.529529360E1,5.392245054E-1,-8.023262024E-3,-4.097188264E-2
2.530026297E1,5.115860105E-1,1.134967804E-2,-1.741040498E-2
2.530523240E1,4.900905490E-1,8.621215820E-4,-1.178829186E-2
2.531020271E1,4.959102273E-1,-1.190662384E-2,-1.450148132E-2
2.531517209E1,4.705926180E-1,6.316184998E-3,-3.723119572E-2
2.532014152E1,4.311024547E-1,-1.599407196E-2,-1.585959271E-2
2.532511089E1,4.263089895E-1,-4.999923706E-2,2.318055741E-2
2.533008027E1,4.010769129E-1,-1.838302612E-2,1.421574689E-2
2.533504969E1,4.283424020E-1,-4.642772675E-2,1.138924807E-2
2.534002047E1,4.291439652E-1,-4.098129272E-2,2.746220678E-2
2.534498985E1,4.084306359E-1,-3.511428833E-3,-7.856728509E-3
2.534995928E1,3.902650177E-1,7.508277893E-3,1.061544381E-2
2.535492865E1,3.827583194E-1,1.131153107E-2,-1.153999195E-2
2.535989803E1,3.738929927E-1,5.309581757E-2,8.064992726E-3
2.536486745E1,3.519321680E-1,1.052179337E-1,1.319527626E-3
2.536983688E1,3.384950757E-1,9.869766235E-2,-5.605133250E-3
2.537480626E1,3.441483974E-1,1.136054993E-1,-1.010263525E-2
2.537977568E1,3.151282072E-1,1.010675430E-1,-1.828116179E-2
2.538474506E1,2.959044576E-1,9.337806702E-2,-3.695225343E-2
2.538971443E1,2.743354440E-1,6.555747986E-2,-2.448857576E-2
2.539468386E1,2.828474343E-1,7.240104675E-2,-1.100117899E-2
2.539965474E1,2.615144253E-1,4.830074310E-2,-1.079787128E-2
2.540462417E1,2.392252237E-1,5.388259888E-3,-5.699973926E-2
2.540959355E1,2.232941240E-1,7.953643799E-3,-4.221367091E-2
2.541456297E1,2.087088376E-1,5.739212036E-3,-4.178268835E-2
2.541953235E1,2.119572610E-1,-2.193450928E-5,-4.590315372E-2
2.542450172E1,2.141461372E-1,1.800918579E-2,-7.438804954E-3
2.542946990E1,2.021164745E-1,-2.126693726E-3,-2.042462304E-2
2.543443933E1,1.901337504E-1,1.709747314E-2,-2.970987931E-2
2.543940870E1,2.102162838E-1,3.022003174E-2,-3.166510165E-2
2.544437813E1,2.288910747E-1,5.273246765E-2,-5.137291551E-2
2.544934751E1,2.222079337E-1,3.823471069E-2,-2.699382231E-2
2.545431688E1,2.011721134E-1,3.810882568E-2,-2.551200241E-2
2.545928553E1,2.442692816E-1,8.287429810E-3,-1.576105319E-2
2.546425495E1,2.320569307E-1,1.283645630E-3,-2.143013105E-2
2.546922433E1,2.195308059E-1,-1.278591156E-2,-1.768011041E-2
2.547419376E1,2.104903162E-1,1.839065552E-2,-3.890375793E-2
2.547916313E1,2.106371373E-1,5.168247223E-2,-2.561224811E-2
2.548413250E1,2.163331807E-1,3.718376160E-2,5.362838507E-3
2.548910204E1,2.072076201E-1,2.399635315E-2,-1.742694527E-2
2.549407146E1,2.060320228E-1,4.971504211E-3,-4.614403844E-2
2.549904084E1,1.784748137E-1,-4.397392273E-3,-1.391733810E-2
2.550401026E1,1.531596184E-1,-3.006935120E-3,-4.377202317E-2
2.550897964E1,1.478319168E-1,1.618194580E-2,-5.920160189E-2
2.551394902E1,1.470131725E-1,4.113864899E-2,-3.876647353E-2
2.551892006E1,1.124721467E-1,3.499603271E-2,-5.059745535E-2
2.552388948E1,7.809394598E-2,5.502223969E-2,-5.042252317E-2
2.552885886E1,3.421524167E-2,8.555698395E-2,-4.905936122E-2
2.553382829E1,8.538430184E-2,8.494377136E-2,-3.918744251E-2
2.553879766E1,1.830646768E-2,8.550739288E-2,-6.383938342E-2
2.554376704E1,5.185227841E-3,6.823253632E-2,-9.887079895E-2
2.554873657E1,-4.475119710E-2,4.039669037E-2,-4.568753019E-2
2.555370599E1,-6.827056408E-2,-6.226539612E-3,-1.007992700E-1
2.555867537E1,-6.902612746E-2,-2.753543854E-2,-7.357130200E-2
2.556364480E1,-9.466767311E-2,-7.362556458E-2,-9.981024265E-2
2.556861417E1,-1.176172271E-1,-1.145973206E-1,-6.155912206E-2
2.557358355E1,-1.272339970E-1,-1.694955826E-1,-6.865590066E-2
2.557855198E1,-1.603435725E-1,-1.693134308E-1,-7.318610698E-2
2.558352141E1,-1.575223207E-1,-2.297239304E-1,-7.411333919E-2
2.558849079E1,-1.796180308E-1,-2.195663452E-1,-6.666450202E-2
2.559346021E1,-1.893946528E-1,-2.154455185E-1,-2.808221057E-2
2.559842959E1,-2.097047865E-1,-2.315635681E-1,-4.099613428E-2
2.560339896E1,-2.286345661E-1,-1.822328568E-1,-3.492543474E-2
2.560837912E1,-2.352969348E-1,-2.081527710E-1,-5.601437762E-2
2.561334855E1,-2.442291379E-1,-1.946725845E-1,-2.344994247E-2
2.561831792E1,-1.984516680E-1,-1.706266403E-1,-5.898663029E-2
2.562328735E1,-2.551531196E-1,-1.491708755E-1,-5.262778699E-2
2.562825672E1,-2.591470182E-1,-1.480970383E-1,-3.924599290E-2
2.563322610E1,-2.618696094E-1,-1.221008301E-1,-4.854017124E-2
2.563819480E1,-2.822552621E-1,-6.188392639E-2,-4.347606748E-2
2.564316422E1,-2.905443907E-1,-4.137802124E-2,-4.100706428E-2
2.564813360E1,-2.902947664E-1,-7.986068726E-3,-3.140210360E-2
2.565310303E1,-2.865097225E-1,4.174518585E-2,-2.784037217E-2
2.565807240E1,-2.933408618E-1,4.829216003E-2,-5.402793363E-2
2.566304178E1,-3.344039917E-1,5.715274811E-2,-3.256136179E-2
2.566802381E1,-3.383585811E-1,3.504657745E-2,-3.381358832E-2
2.567299323E1,-3.268364966E-1,4.874610901E-2,-4.220159352E-2
2.567796261E1,-3.733238578E-1,1.006507874E-2,-2.673802897E-2
2.568293204E1,-3.682456017E-1,-3.542423248E-2,-3.761027008E-2
2.568790141E1,-3.690182865E-1,-6.391239166E-2,-4.596315697E-2
2.569287079E1,-3.934884369E-1,-4.228305817E-2,-4.241820797E-2
2.569781756E1,-4.164400101E-1,-8.735370636E-2,-4.473317415E-2
2.570278698E1,-3.938810825E-1,-1.273021698E-1,-2.941982076E-2
2.570775636E1,-4.107329845E-1,-1.324815750E-1,-5.572774261E-2
2.571272579E1,-4.106088877E-1,-1.459331512E-1,-3.905434906E-2
2.571769516E1,-4.269855022E-1,-1.699666977E-1,-3.215039521E-2
2.572266454E1,-3.778997660E-1,-1.843061447E-1,-3.005271405E-2
2.572763355E1,-3.672575653E-1,-2.056617737E-1,-1.395479217E-2
2.573260297E1,-3.746536076E-1,-2.137851715E-1,-1.100046560E-2
2.573757235E1,-3.786862493E-1,-2.468004227E-1,-1.292503625E-2
2.574254178E1,-3.710183203E-1,-2.391729355E-1,7.582217455E-3
2.574751115E1,-3.612485230E-1,-2.066841125E-1,-2.080594003E-2
2.575248053E1,-3.732283711E-1,-1.804237366E-1,-3.477780148E-2
2.575744995E1,-3.666769564E-1,-1.567859650E-1,-8.253619075E-3
2.576241938E1,-3.676472306E-1,-1.167421341E-1,-9.314410388E-3
2.576738876E1,-3.629836738E-1,-1.031875610E-1,-3.892264515E-2
2.577235818E1,-4.038064480E-1,-5.651283264E-2,-3.991053998E-2
2.577732756E1,-4.208971262E-1,-4.589271545E-2,-4.115333781E-2
2.578229693E1,-4.226656556E-1,-3.419303894E-2,-2.905257419E-2
2.578727902E1,-4.556750357E-1,-4.281425476E-2,-6.102821976E-2
2.579224839E1,-4.766252637E-1,-3.950500488E-2,-6.092658639E-2
2.579721777E1,-4.939410388E-1,-7.187557220E-2,-3.704441339E-2
2.580218719E1,-5.504664183E-1,-6.242561340E-2,-5.843645707E-2
2.580715657E1,-5.578215122E-1,-7.088470459E-2,-7.477040589E-2
2.581212599E1,-5.839639306E-1,-8.521842957E-2,-6.016102061E-2
2.581708188E1,-5.978426337E-1,-1.030035019E-1,-5.638327822E-2
2.582205131E1,-6.553574800E-1,-1.040134430E-1,-6.678950787E-2
2.582702068E1,-6.585279107E-1,-1.537046432E-1,-6.881505251E-2
2.583199011E1,-6.874394417E-1,-1.720933914E-1,-7.090149075E-2
2.583695948E1,-7.003835440E-1,-2.057638168E-1,-6.687537581E-2
2.584192886E1,-7.294342518E-1,-2.462654114E-1,-8.061589301E-2
2.584689849E1,-7.529464960E-1,-2.757186890E-1,-5.742677674E-2
2.585186787E1,-7.483736873E-1,-2.906494141E-1,-5.580428988E-2
2.585683730E1,-7.338701487E-1,-2.899942398E-1,-7.795128971E-2
2.586180672E1,-7.452300191E-1,-2.833938599E-1,-9.529078007E-2
2.586677610E1,-7.287096977E-1,-2.316884995E-1,-6.711405516E-2
2.587174547E1,-7.381993532E-1,-1.982202530E-1,-4.518565536E-2
2.587671506E1,-7.174727321E-1,-1.305646896E-1,-5.311758071E-2
2.588168448E1,-7.003787756E-1,-1.133556366E-1,-5.498892069E-2
2.588665386E1,-6.880486012E-1,-8.322048187E-2,-7.811816037E-2
2.589162329E1,-6.837971807E-1,-6.994915009E-2,-7.143799961E-2
2.589659266E1,-6.878169775E-1,-4.134654999E-2,-8.017858118E-2
2.590156204E1,-6.810090542E-1,-3.474235535E-3,-7.802547514E-2
2.590653313E1,-6.670563817E-1,-8.676528931E-3,-6.638340652E-2
2.591150256E1,-6.816441417E-1,9.923934937E-3,-9.620673954E-2
2.591647193E1,-6.841809154E-1,4.024887085E-2,-9.840419888E-2
2.592144136E1,-6.675350666E-1,5.251312256E-2,-1.135194004E-1
2.592641073E1,-6.879259348E-1,5.041790009E-2,-9.496388584E-2
2.593138011E1,-6.817808747E-1,9.823894501E-2,-7.542528957E-2
2.593634933E1,-7.088900805E-1,1.207208633E-1,-1.056808084E-1
2.594131876E1,-6.879751682E-1,1.323413849E-1,-1.154656708E-1
2.594628813E1,-6.958175898E-1,1.201057434E-1,-1.166198179E-1
2.595125756E1,-6.867039800E-1,1.768770218E-1,-1.045438349E-1
2.595622693E1,-7.060142756E-1,1.441030502E-1,-1.219791174E-1
2.596119631E1,-6.940470934E-1,1.805076599E-1,-1.225284189E-1
2.596616636E1,-6.845272779E-1,1.512832642E-1,-1.074818969E-1
2.597113579E1,-7.152868509E-1,1.757640839E-1,-9.813226014E-2
2.597610516E1,-6.957973838E-1,1.596641541E-1,-8.870915323E-2
2.598107459E1,-6.873142719E-1,1.318111420E-1,-8.522849530E-2
2.598604396E1,-6.763421297E-1,1.220188141E-1,-6.613246351E-2
2.599101334E1,-6.867628098E-1,8.618164062E-2,-8.741599321E-2
2.599600391E1,-6.805995107E-1,1.028947830E-1,-6.582797319E-2
2.600097334E1,-6.637674570E-1,4.582786560E-2,-5.731587112E-2
2.600594271E1,-6.767682433E-1,3.199577332E-2,-3.697716817E-2
2.601091214E1,-6.554745436E-1,2.301216125E-2,-2.514665201E-2
2.601588152E1,-6.416661739E-1,-3.723144531E-3,-9.718172252E-3
2.602085089E1,-6.492990255E-1,6.584167480E-3,-5.326800048E-3
2.602578334E1,-6.713522673E-1,-5.210208893E-2,-1.185664907E-2
2.603075277E1,-6.327506304E-1,-5.091857910E-2,2.654399723E-2
2.603572214E1,-6.411320567E-1,-5.095577240E-2,2.187639475E-2
2.604069157E1,-6.602623463E-1,-2.962398529E-2,3.355231881E-2
2.604566094E1,-6.664276123E-1,-3.105831146E-2,5.084106326E-2
2.605063032E1,-6.748126745E-1,-7.534027100E-3,3.808241710E-2
2.605561678E1,-7.011275291E-1,-2.222919464E-2,6.193445623E-2
2.606058620E1,-7.152398825E-1,-1.066589355E-2,4.154335335E-2
2.606555558E1,-6.958454847E-1,-2.295112610E-2,4.327627644E-2
2.607052500E1,-7.502282858E-1,-1.850605011E-2,4.855838791E-2
2.607549438E1,-7.350592613E-1,-2.715110779E-2,2.980750799E-2
2.608046376E1,-7.634957433E-1,-1.431846619E-2,1.701386273E-2
2.608543157E1,-7.915639877E-1,-1.108741760E-2,3.726013750E-2
2.609040099E1,-7.788598537E-1,1.706886292E-2,1.934666187E-2
2.609537037E1,-8.203010559E-1,-6.047248840E-3,6.202116609E-3
2.610033980E1,-8.336887360E-1,3.122329712E-3,-1.641140133E-2
2.610530917E1,-8.348530531E-1,5.103111267E-3,-2.706440911E-2
2.611027855E1,-8.246423006E-1,2.362251282E-3,-3.042425588E-2
2.611524954E1,-8.166855574E-1,-1.578426361E-2,-3.851103783E-2
2.612021896E1,-8.320558071E-1,-1.593017578E-2,-4.283389449E-2
2.612518834E1,-8.253725767E-1,-2.791786194E-2,-5.058211088E-2
2.613015776E1,-8.160319328E-1,-2.196598053E-2,-6.423100829E-2
2.613512714E1,-8.299530745E-1,-3.027915955E-2,-8.463350683E-2
2.614009652E1,-8.124082685E-1,-6.700134277E-2,-5.023392290E-2
2.614506454E1,-7.923727036E-1,-3.807067871E-2,-8.956628293E-2
2.615003396E1,-7.686306238E-1,-2.955245972E-2,-8.544040471E-2
2.615500334E1,-7.898571491E-1,-6.859207153E-2,-9.664078802E-2
2.615997271E1,-7.726380825E-1,-4.790115356E-2,-6.951059401E-2
2.616494214E1,-7.455934286E-1,-7.961368561E-2,-7.572555542E-2
2.616991152E1,-7.364339232E-1,-8.967304230E-2,-8.174249530E-2
2.617488047E1,-7.270381451E-1,-9.131431580E-2,-8.392015845E-2
2.617984990E1,-7.128134966E-1,-9.768295288E-2,-6.575807929E-2
2.618481928E1,-7.017766237E-1,-7.427692413E-2,-6.902661920E-2
2.618978870E1,-7.298716307E-1,-5.580806732E-2,-7.333051413E-2
2.619475808E1,-7.204180956E-1,-3.508949280E-2,-7.266174257E-2
2.619972745E1,-6.918563843E-1,-2.403640747E-2,-4.917857796E-2
2.620469516E1,-7.058503628E-1,-9.489059448E-3,-6.622975320E-2
2.620966459E1,-6.802710295E-1,6.135940552E-3,-5.217467621E-2
2.621463396E1,-6.547481418E-1,1.569938660E-2,-4.160065204E-2
2.621960339E1,-6.682183146E-1,2.635002136E-3,-4.402461648E-2
2.622457276E1,-6.160407066E-1,3.786087036E-4,-4.493171722E-2
2.622954214E1,-6.293388605E-1,-3.748035431E-2,-3.857883811E-2
2.623451329E1,-6.293291450E-1,-5.007743835E-2,-6.068444252E-2
2.623948271E1,-6.161767840E-1,-7.563400269E-2,-2.430461347E-2
2.624445209E1,-5.791705847E-1,-1.009693146E-1,-5.099289119E-2
2.624942146E1,-5.745418668E-1,-8.809089661E-2,-3.811115026E-2
2.625439089E1,-5.199348330E-1,-8.481788635E-2,-7.264773361E-3
2.625936026E1,-5.158247352E-1,-7.207965851E-2,-5.107181147E-3
2.626433157E1,-5.175561309E-1,-5.996704102E-3,-1.605642959E-2
2.626930099E1,-4.860686958E-1,4.171371460E-2,8.895031177E-3
2.627427037E1,-4.799168706E-1,9.851741791E-2,4.176646471E-2
2.627923980E1,-4.584276080E-1,1.108961105E-1,3.173102066E-2
2.628420917E1,-4.374037683E-1,1.267185211E-1,3.006637096E-2
2.628917855E1,-4.534543455E-1,1.233997345E-1,2.941603772E-2
2.629414761E1,-3.982356787E-1,9.159374237E-2,6.186836585E-2
2.629911704E1,-4.209161997E-1,1.099281311E-1,8.811070770E-2
2.630408641E1,-4.150577188E-1,3.901863098E-2,7.697269320E-2
2.630905584E1,-4.330814779E-1,3.046035767E-2,1.512411237E-1
2.631402521E1,-3.999332488E-1,2.434444427E-2,9.985946864E-2
2.631899459E1,-4.502831101E-1,4.606246948E-4,1.127088666E-1
2.632397459E1,-4.514061213E-1,-1.847076416E-2,1.119471490E-1
2.632894402E1,-4.738264084E-1,-5.268383026E-2,1.109795421E-1
2.633391339E1,-4.460697174E-1,-9.254741669E-2,1.333572567E-1
2.633888282E1,-4.622834027E-1,-1.237583160E-1,1.491171271E-1
2.634385219E1,-4.661200643E-1,-1.451969147E-1,1.562472284E-1
2.634882157E1,-4.506079555E-1,-1.723871231E-1,1.095048487E-1
2.635378053E1,-4.696247578E-1,-2.207317352E-1,8.068420738E-2
2.635874990E1,-4.549578130E-1,-2.140293121E-1,9.333353490E-2
2.636371933E1,-4.388601780E-1,-2.145013809E-1,1.056170017E-1
2.636868876E1,-4.559970796E-1,-1.947746277E-1,1.116508096E-1
2.637365813E1,-4.311581552E-1,-1.728343964E-1,5.473298207E-2
2.637862750E1,-4.360893667E-1,-1.475124359E-1,7.877060026E-2
2.638359506E1,-4.263626933E-1,-8.795166016E-2,4.432836920E-2
2.638856448E1,-4.127607048E-1,-7.520580292E-2,4.108139500E-2
2.639353386E1,-4.050280452E-1,-6.137752533E-2,2.363714948E-2
2.639850329E1,-3.874664009E-1,-5.241203308E-2,1.586359367E-2
2.640347266E1,-3.817199469E-1,-5.777549744E-2,-1.423197333E-3
2.640844204E1,-3.818294406E-1,-2.627563477E-2,-1.951887086E-2
2.641341303E1,-3.222867250E-1,-2.592182159E-2,-2.656368166E-2
2.641838245E1,-3.629884720E-1,-1.132106781E-2,-2.267454565E-2
2.642335183E1,-3.410136700E-1,-2.778053284E-3,-5.063003302E-2
2.642832126E1,-3.178516626E-1,2.944564819E-2,-3.773273528E-2
2.643329063E1,-3.254783154E-1,2.101516724E-2,-4.727434367E-2
2.643826006E1,-3.432884216E-1,3.759574890E-2,-4.573345929E-2
2.644322902E1,-3.464634717E-1,4.928302765E-2,-1.786508970E-2
2.644819844E1,-3.252832294E-1,2.286338806E-2,-1.622809656E-2
2.645316782E1,-3.277224600E-1,4.535579681E-2,-2.637733147E-2
2.645813724E1,-3.379872739E-1,6.527996063E-2,-3.731466085E-2
2.646310662E1,-2.859606147E-1,5.058383942E-2,-5.045583844E-2
2.646807605E1,-2.742051482E-1,6.926059723E-2,-2.764476463E-2
2.647304391E1,-2.371658385E-1,9.608364105E-2,-5.253420025E-2
2.647801334E1,-2.428018749E-1,9.891700745E-2,-3.646545857E-2
2.648298271E1,-2.171717286E-1,8.983421326E-2,-1.921039633E-2
2.648795214E1,-1.928918362E-1,7.724761963E-2,-2.561841533E-2
2.649292152E1,-1.732020080E-1,8.019065857E-2,-7.981812581E-3
2.649789094E1,-1.334591210E-1,6.408786774E-2,-2.369601093E-2
2.650287959E1,-1.068054661E-1,7.423305511E-2,-2.958465368E-2
2.650784902E1,-7.561993599E-2,4.389095306E-2,2.837501466E-3
2.651281839E1,-4.342963919E-2,2.328681946E-2,6.615478545E-3
2.651778782E1,-3.430997580E-2,3.372001648E-2,2.714857645E-2
2.652275719E1,-1.925021410E-2,3.811073303E-2,1.443642378E-2
2.652772662E1,1.804288849E-2,-8.625984192E-3,4.336701706E-3
2.653267928E1,3.587542474E-2,-5.100250244E-3,4.314108938E-2
2.653764870E1,5.698054284E-2,-2.893638611E-2,2.588845417E-2
2.654261808E1,8.712500334E-2,-7.159042358E-2,4.444114119E-2
2.654758751E1,1.108193696E-1,-8.539295197E-2,4.863985628E-2
2.655255688E1,1.079774871E-1,-9.315204620E-2,5.523186550E-2
2.655752631E1,1.296858639E-1,-1.210451126E-1,8.906513453E-2
2.656249396E1,1.236569509E-1,-1.297092438E-1,9.630472213E-2
2.656746339E1,1.233353987E-1,-1.299934387E-1,9.633303434E-2
2.657243277E1,1.239698529E-1,-1.172132492E-1,9.256733954E-2
2.657740219E1,1.469323337E-1,-9.623241425E-2,1.149675399E-1
2.658237157E1,1.244640499E-1,-4.930019379E-2,1.380068958E-1
2.658734094E1,1.198175848E-1,-4.314708710E-2,1.415635943E-1
2.659230959E1,1.282216758E-1,-3.111267090E-2,1.532244831E-1
2.659727902E1,1.233873665E-1,-2.393245697E-2,1.501727700E-1
2.660224839E1,9.483793378E-2,2.184867859E-3,1.552534401E-1
2.660721782E1,1.307174563E-1,7.591247559E-4,1.811540872E-1
2.661218719E1,1.590674222E-1,1.597023010E-2,1.685695201E-1
2.661715662E1,1.493800879E-1,-2.003097534E-2,1.200968325E-1
2.662212594E1,1.634505838E-1,1.077842712E-2,1.585284323E-1
2.662709537E1,1.571858227E-1,-4.996299744E-3,1.274122298E-1
2.663206474E1,1.428676546E-1,-1.827716827E-2,1.237425432E-1
2.663703417E1,1.383005083E-1,-2.433300018E-2,1.044868156E-1
2.664200355E1,1.599291861E-1,-1.134109497E-2,1.173543483E-1
2.664697297E1,1.768610775E-1,-3.885841370E-2,1.062046438E-1
2.665194266E1,1.547427326E-1,-3.527927399E-2,8.306337893E-2
2.665691209E1,1.638728380E-1,-3.055763245E-2,8.389727026E-2
2.666188146E1,1.778858900E-1,-9.262084961E-3,7.871229947E-2
2.666685089E1,2.121307254E-1,-3.923511505E-2,4.994536936E-2
