"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.513243703E0,5.579157919E-2,-2.304897904E-1,-2.873466015E-1
3.515690942E0,5.472634733E-2,-2.219679356E-1,-2.894770801E-1
3.518176932E0,5.153064802E-2,-2.209026963E-1,-2.926727831E-1
3.520662921E0,5.472634733E-2,-2.198374718E-1,-2.916075289E-1
3.523148911E0,5.366111174E-2,-2.166417688E-1,-2.916075289E-1
3.525634901E0,5.579157919E-2,-2.123808414E-1,-2.905423045E-1
3.528120890E0,5.153064802E-2,-2.134460658E-1,-2.884118557E-1
3.530606828E0,5.366111174E-2,-2.113156021E-1,-2.884118557E-1
3.533092817E0,5.046541616E-2,-2.091851383E-1,-2.862813771E-1
3.535578807E0,4.194355011E-2,-2.070546746E-1,-2.830856740E-1
3.538064796E0,4.300878197E-2,-2.017285079E-1,-2.830856740E-1
3.540550786E0,4.300878197E-2,-2.027937323E-1,-2.777595222E-1
3.543036776E0,4.087831825E-2,-2.017285079E-1,-2.745638192E-1
3.545504953E0,3.874785081E-2,-1.985328048E-1,-2.724333405E-1
3.547990942E0,3.448691964E-2,-1.995980442E-1,-2.692376375E-1
3.550476932E0,3.129122034E-2,-1.910761744E-1,-2.617810071E-1
3.552962921E0,2.916075476E-2,-1.910761744E-1,-2.607157826E-1
3.555448911E0,2.276935615E-2,-1.910761744E-1,-2.543243766E-1
3.557934901E0,1.744319126E-2,-1.868152469E-1,-2.521939278E-1
3.560420838E0,1.424749196E-2,-1.846847683E-1,-2.458025217E-1
3.562906828E0,1.211702544E-2,-1.846847683E-1,-2.404763550E-1
3.565392817E0,6.790860556E-3,-1.793586165E-1,-2.394111156E-1
3.567878807E0,1.464695437E-3,-1.772281379E-1,-2.287587970E-1
3.570364796E0,3.994623839E-4,-1.729672104E-1,-2.255630940E-1
3.572850786E0,-2.796236658E-3,-1.697715074E-1,-2.149107605E-1
3.575321567E0,-1.025286783E-2,-1.697715074E-1,-2.117150575E-1
3.577807557E0,-1.131810062E-2,-1.676410437E-1,-2.042584270E-1
3.580293546E0,-1.344856713E-2,-1.644453406E-1,-1.978670359E-1
3.582779536E0,-1.557903271E-2,-1.623148769E-1,-1.914756298E-1
3.585265526E0,-2.516612969E-2,-1.623148769E-1,-1.797580719E-1
3.587751515E0,-2.729659714E-2,-1.612496525E-1,-1.733666807E-1
3.590237453E0,-2.836182900E-2,-1.559234858E-1,-1.659100503E-1
3.592723442E0,-3.049229458E-2,-1.516625583E-1,-1.573881805E-1
3.595209432E0,-2.942706272E-2,-1.484668553E-1,-1.467358470E-1
3.597695421E0,-3.368799388E-2,-1.495320797E-1,-1.371487528E-1
3.600181411E0,-4.007939249E-2,-1.484668553E-1,-1.296921223E-1
3.602667401E0,-4.114462435E-2,-1.410102248E-1,-1.169093251E-1
3.605136724E0,-4.220985994E-2,-1.399449855E-1,-1.030612960E-1
3.607622453E0,-4.540555924E-2,-1.399449855E-1,-9.134373069E-2
3.610108182E0,-4.647079110E-2,-1.356840581E-1,-8.388710022E-2
3.612593911E0,-4.540555924E-2,-1.356840581E-1,-6.897383928E-2
3.615079640E0,-4.966649041E-2,-1.314231306E-1,-5.512581021E-2
3.617565369E0,-4.753602296E-2,-1.292926520E-1,-4.021254554E-2
3.620051099E0,-4.860125855E-2,-1.292926520E-1,-2.742975019E-2
3.622536828E0,-4.753602296E-2,-1.239664927E-1,-1.464695390E-2
3.625022557E0,-5.073172227E-2,-1.197055578E-1,-7.989247679E-4
3.627508286E0,-4.647079110E-2,-1.207707971E-1,1.517957076E-2
3.629994015E0,-4.647079110E-2,-1.175750941E-1,3.009283356E-2
3.632479744E0,-4.753602296E-2,-1.175750941E-1,4.394086078E-2
3.634956619E0,-4.434032366E-2,-1.133141592E-1,5.778888986E-2
3.637442349E0,-4.434032366E-2,-1.090532318E-1,6.950645149E-2
3.639928078E0,-4.220985994E-2,-1.069227681E-1,8.655018359E-2
3.642413807E0,-3.794892505E-2,-1.037270650E-1,1.014634445E-1
3.644899536E0,-3.581846133E-2,-1.037270650E-1,1.206376404E-1
3.647385265E0,-3.155753016E-2,-1.037270650E-1,1.366161406E-1
3.649870994E0,-2.836182900E-2,-9.946613014E-2,1.440727711E-1
3.652356724E0,-2.623136342E-2,-9.733566642E-2,1.589860320E-1
3.654842453E0,-2.410089783E-2,-9.094426781E-2,1.728340536E-1
3.657328182E0,-2.090519853E-2,-8.987903595E-2,1.845516264E-1
3.659813911E0,-2.090519853E-2,-8.774857223E-2,1.962691844E-1
3.662299640E0,-1.770949923E-2,-8.774857223E-2,2.111824453E-1
3.664770630E0,-1.451379992E-2,-8.668334037E-2,2.207695395E-1
3.667256359E0,-9.187635034E-3,-8.242240548E-2,2.280930281E-1
3.669742088E0,-1.025286783E-2,-7.709623873E-2,2.408758104E-1
3.672227817E0,-8.122402243E-3,-7.496577501E-2,2.483324558E-1
3.674713546E0,-3.861469682E-3,-7.177007198E-2,2.579195499E-1
3.677199276E0,1.464695437E-3,-6.857437640E-2,2.664414048E-1
3.679685005E0,2.529928461E-3,-6.750914454E-2,2.760285139E-1
3.682170734E0,4.660394508E-3,-6.218297780E-2,2.802894413E-1
3.684656463E0,7.856093347E-3,-5.792204663E-2,2.834851444E-1
3.687142192E0,7.856093347E-3,-6.111774594E-2,2.909417748E-1
3.689627921E0,9.986559860E-3,-5.898727849E-2,2.962679267E-1
3.692113703E0,1.211702544E-2,-5.579157919E-2,2.994636297E-1
3.694572244E0,1.211702544E-2,-5.366111174E-2,3.037245572E-1
3.697057974E0,1.531272475E-2,-5.046541616E-2,3.047898114E-1
3.699543703E0,2.276935615E-2,-4.726971686E-2,3.069202602E-1
3.702029432E0,2.276935615E-2,-4.194355011E-2,3.101159632E-1
3.704515161E0,2.383458801E-2,-3.874785081E-2,3.111811876E-1
3.707000890E0,2.809552103E-2,-3.661738336E-2,3.111811876E-1
3.709486619E0,2.809552103E-2,-3.448691964E-2,3.101159632E-1
3.711972349E0,3.022598661E-2,-2.809552103E-2,3.058550358E-1
3.714458078E0,2.916075476E-2,-2.596505545E-2,3.005288541E-1
3.716943807E0,3.235645220E-2,-2.170412242E-2,2.962679267E-1
3.719429536E0,3.874785081E-2,-2.063889056E-2,2.952027023E-1
3.721915265E0,3.555215150E-2,-1.757634431E-2,2.898765504E-1
3.724404328E0,3.768261895E-2,-1.757634431E-2,2.856155932E-1
3.726890057E0,3.661738336E-2,-1.331541315E-2,2.824199200E-1
3.729375786E0,3.981308267E-2,-1.118494663E-2,2.770937383E-1
3.731861515E0,3.874785081E-2,-2.663082443E-3,2.685718834E-1
3.734347244E0,4.300878197E-2,-5.326165119E-4,2.621804774E-1
3.736832974E0,4.620448127E-2,5.326165119E-4,2.600499988E-1
3.739318703E0,4.726971686E-2,3.728315700E-3,2.536586225E-1
3.741804432E0,4.513924941E-2,7.989247330E-3,2.451367527E-1
3.744290161E0,4.726971686E-2,9.054481052E-3,2.408758104E-1
3.746775890E0,5.153064802E-2,1.118494663E-2,2.323539555E-1
3.749261619E0,5.153064802E-2,1.757634431E-2,2.291582525E-1
3.751747349E0,5.366111174E-2,1.970681176E-2,2.239652425E-1
3.754219171E0,5.472634733E-2,1.757634431E-2,2.175738513E-1
3.756704901E0,5.259587988E-2,1.864157803E-2,2.122476846E-1
3.759190630E0,5.685681105E-2,2.503297664E-2,2.101172209E-1
3.761676359E0,5.792204663E-2,3.142437339E-2,2.047910541E-1
3.764162088E0,6.111774594E-2,3.781577200E-2,1.983996481E-1
3.766647817E0,6.005251035E-2,3.994623944E-2,1.941387206E-1
3.769133546E0,6.005251035E-2,4.314193875E-2,1.898777932E-1
3.771619276E0,6.218297780E-2,4.527240247E-2,1.866820902E-1
3.774105005E0,6.218297780E-2,4.846810177E-2,1.792254597E-1
3.776590734E0,6.218297780E-2,4.846810177E-2,1.760297567E-1
3.779076463E0,6.644391268E-2,5.272903293E-2,1.738992929E-1
3.781562192E0,6.750914454E-2,5.272903293E-2,1.685731262E-1
3.784035109E0,6.537867337E-2,6.018566713E-2,1.664426625E-1
3.786520838E0,6.537867337E-2,6.551183015E-2,1.675078869E-1
3.789006567E0,6.750914454E-2,6.551183015E-2,1.611164957E-1
3.791492296E0,6.324820966E-2,6.444659829E-2,1.579207927E-1
3.793978026E0,6.218297780E-2,7.190322876E-2,1.579207927E-1
3.796463755E0,6.431344151E-2,7.509893179E-2,1.525946259E-1
3.798949484E0,6.537867337E-2,7.403369248E-2,1.504641622E-1
3.801435213E0,6.218297780E-2,7.722939551E-2,1.493989378E-1
3.803920942E0,5.685681105E-2,8.255556226E-2,1.504641622E-1
3.806406671E0,5.472634733E-2,8.575125784E-2,1.462032348E-1
3.808892401E0,5.685681105E-2,8.788172156E-2,1.440727711E-1
3.811378130E0,5.472634733E-2,9.107742459E-2,1.408770680E-1
3.813854484E0,5.259587988E-2,9.320788831E-2,1.440727711E-1
3.816340213E0,4.833494872E-2,9.533835202E-2,1.430075318E-1
3.818825942E0,4.726971686E-2,1.006645188E-1,1.430075318E-1
3.821311671E0,4.513924941E-2,1.006645188E-1,1.419423074E-1
3.823797401E0,4.087831825E-2,1.027949899E-1,1.408770680E-1
3.826283130E0,3.768261895E-2,1.059906855E-1,1.387466043E-1
3.828768859E0,3.768261895E-2,1.081211492E-1,1.462032348E-1
3.831254588E0,3.555215150E-2,1.123820841E-1,1.504641622E-1
3.833740317E0,2.916075476E-2,1.166430190E-1,1.515294015E-1
3.836226046E0,2.489982173E-2,1.187734827E-1,1.557903290E-1
3.838711776E0,2.383458801E-2,1.187734827E-1,1.600512564E-1
3.841197505E0,1.850842312E-2,1.230344176E-1,1.600512564E-1
3.843669536E0,1.105179265E-2,1.251648813E-1,1.600512564E-1
3.846155265E0,1.424749196E-2,1.262301207E-1,1.664426625E-1
3.848640994E0,1.211702544E-2,1.283605844E-1,1.717688292E-1
3.851126724E0,5.725627299E-3,1.304910481E-1,1.770949960E-1
3.853612453E0,1.464695437E-3,1.304910481E-1,1.802906841E-1
3.856098182E0,3.994623839E-4,1.347519755E-1,1.845516264E-1
3.858583911E0,-4.926702939E-3,1.358172148E-1,1.888125539E-1
3.861069640E0,-5.991935730E-3,1.390129030E-1,1.930734813E-1
3.863555369E0,-9.187635034E-3,1.443390697E-1,1.994648874E-1
3.866041099E0,-1.451379992E-2,1.454043090E-1,2.090519816E-1
3.868526828E0,-1.664426550E-2,1.507304758E-1,2.133129090E-1
3.871012557E0,-2.303566411E-2,1.517957002E-1,2.165086120E-1
3.873484015E0,-2.516612969E-2,1.507304758E-1,2.229000032E-1
3.875969744E0,-2.410089783E-2,1.528609395E-1,2.344844192E-1
3.878455474E0,-2.410089783E-2,1.581871063E-1,2.398105860E-1
3.880941203E0,-3.155753016E-2,1.603175700E-1,2.493976802E-1
3.883426932E0,-3.049229458E-2,1.645784974E-1,2.568543255E-1
3.885912661E0,-3.049229458E-2,1.656437367E-1,2.664414048E-1
3.888398390E0,-3.794892505E-2,1.645784974E-1,2.738980353E-1
3.890884119E0,-3.794892505E-2,1.709699035E-1,2.845503688E-1
3.893369849E0,-4.114462435E-2,1.709699035E-1,2.930722237E-1
3.895855578E0,-3.794892505E-2,1.720351279E-1,3.015941083E-1
3.898341307E0,-4.114462435E-2,1.752308309E-1,3.111811876E-1
3.900827036E0,-4.114462435E-2,1.731003672E-1,3.197030723E-1
3.903301203E0,-4.327509180E-2,1.762960702E-1,3.324858546E-1
3.905786932E0,-4.327509180E-2,1.784265339E-1,3.452686667E-1
3.908272661E0,-3.794892505E-2,1.826874614E-1,3.516600430E-1
3.910758390E0,-3.794892505E-2,1.848179251E-1,3.633776009E-1
3.913244119E0,-3.901416063E-2,1.869483888E-1,3.761604130E-1
3.915729849E0,-4.007939249E-2,1.858831644E-1,3.889431953E-1
3.918215578E0,-3.901416063E-2,1.858831644E-1,3.985303044E-1
3.920701307E0,-3.688369319E-2,1.858831644E-1,4.081174135E-1
3.923187036E0,-3.581846133E-2,1.901440918E-1,4.177044928E-1
3.925672765E0,-3.581846133E-2,1.954702586E-1,4.272916019E-1
3.928158494E0,-3.688369319E-2,1.965354979E-1,4.368786812E-1
3.930644224E0,-3.262276202E-2,1.976007223E-1,4.454005659E-1
3.933116828E0,-2.942706272E-2,1.997311860E-1,4.571181238E-1
3.935602557E0,-2.836182900E-2,2.029268891E-1,4.677704573E-1
3.938088286E0,-2.623136342E-2,2.029268891E-1,4.762923121E-1
3.940574015E0,-2.090519853E-2,2.029268891E-1,4.848141670E-1
3.943059744E0,-1.770949923E-2,2.061225921E-1,4.944012761E-1
3.945545474E0,-1.770949923E-2,2.071878165E-1,5.018579364E-1
3.948031203E0,-1.770949923E-2,2.103835195E-1,5.135754943E-1
3.950516932E0,-1.451379992E-2,2.125139832E-1,5.178363919E-1
3.953002661E0,-1.131810062E-2,2.135792226E-1,5.274235010E-1
3.955488390E0,-4.926702939E-3,2.167749256E-1,5.316844583E-1
3.957974119E0,-4.926702939E-3,2.178401500E-1,5.370106101E-1
3.960459849E0,-4.926702939E-3,2.199706137E-1,5.423367620E-1
3.962932713E0,1.464695437E-3,2.231663167E-1,5.508586168E-1
3.965418442E0,-6.657706108E-4,2.242315561E-1,5.540543199E-1
3.967904171E0,3.595161485E-3,2.252967805E-1,5.561847687E-1
3.970389901E0,6.790860556E-3,2.252967805E-1,5.593804717E-1
3.972875630E0,8.921326138E-3,2.295577228E-1,5.593804717E-1
3.975361359E0,1.105179265E-2,2.327534109E-1,5.604457259E-1
3.977847088E0,1.105179265E-2,2.359491140E-1,5.625761747E-1
3.980332817E0,1.318225823E-2,2.338186502E-1,5.625761747E-1
3.982818546E0,1.318225823E-2,2.348838747E-1,5.636414289E-1
3.985304276E0,1.637795754E-2,2.359491140E-1,5.604457259E-1
3.987790057E0,2.170412242E-2,2.412752807E-1,5.583152771E-1
3.990275734E0,2.489982173E-2,2.423405200E-1,5.561847687E-1
3.992748599E0,2.703028731E-2,2.444709837E-1,5.529890656E-1
3.995234328E0,2.489982173E-2,2.466014475E-1,5.529890656E-1
3.997720057E0,2.916075476E-2,2.487319112E-1,5.487281680E-1
4.000205786E0,2.809552103E-2,2.487319112E-1,5.444672108E-1
4.002691515E0,3.022598661E-2,2.497971505E-1,5.423367620E-1
4.005177244E0,3.129122034E-2,2.508623898E-1,5.370106101E-1
4.007662974E0,3.342168778E-2,2.551233172E-1,5.327496529E-1
4.010148703E0,3.342168778E-2,2.551233172E-1,5.231625438E-1
4.012634432E0,3.448691964E-2,2.551233172E-1,5.167711973E-1
4.015120161E0,3.448691964E-2,2.572537661E-1,5.157059431E-1
4.017605890E0,3.768261895E-2,2.604494691E-1,5.114449859E-1
4.020091619E0,3.768261895E-2,2.615146935E-1,5.039883852E-1
4.022565734E0,4.194355011E-2,2.604494691E-1,4.986622036E-1
4.025051463E0,4.087831825E-2,2.647103965E-1,4.922707975E-1
4.027537192E0,4.087831825E-2,2.679060996E-1,4.869446456E-1
4.030022921E0,4.087831825E-2,2.700365782E-1,4.773575366E-1
4.032508651E0,4.087831825E-2,2.689713240E-1,4.709661603E-1
4.034994432E0,4.194355011E-2,2.721670270E-1,4.667052329E-1
4.037480109E0,4.194355011E-2,2.742975056E-1,4.603138268E-1
4.039965838E0,3.874785081E-2,2.774932086E-1,4.517919421E-1
4.042451567E0,3.874785081E-2,2.764279842E-1,4.475310147E-1
4.044937296E0,3.768261895E-2,2.774932086E-1,4.422048628E-1
4.047423026E0,3.661738336E-2,2.774932086E-1,4.326177537E-1
4.049908755E0,3.981308267E-2,2.796236575E-1,4.251611233E-1
4.052382401E0,3.555215150E-2,2.828193605E-1,4.198349714E-1
4.054868130E0,3.342168778E-2,2.828193605E-1,4.145087898E-1
4.057353859E0,3.235645220E-2,2.838846147E-1,4.091826379E-1
4.059839588E0,3.129122034E-2,2.860150635E-1,4.027912319E-1
4.062325317E0,2.809552103E-2,2.860150635E-1,3.963998258E-1
4.064811046E0,2.916075476E-2,2.870802879E-1,3.889431953E-1
4.067296776E0,2.703028731E-2,2.881455421E-1,3.825518191E-1
4.069782505E0,2.809552103E-2,2.892107666E-1,3.793561161E-1
4.072268234E0,2.276935615E-2,2.913412452E-1,3.772256374E-1
4.074753963E0,1.637795754E-2,2.913412452E-1,3.697690070E-1
4.077239692E0,1.957365684E-2,2.924064696E-1,3.665733039E-1
4.079725421E0,1.744319126E-2,2.913412452E-1,3.601819277E-1
4.082199067E0,1.424749196E-2,2.966673970E-1,3.591166735E-1
4.084684796E0,1.850842312E-2,2.966673970E-1,3.580514491E-1
4.087170526E0,1.318225823E-2,2.987978756E-1,3.516600430E-1
4.089656255E0,6.790860556E-3,2.956021726E-1,3.473991156E-1
4.092141984E0,4.660394508E-3,2.977326214E-1,3.463338912E-1
4.094627713E0,6.790860556E-3,2.977326214E-1,3.420729637E-1
4.097113442E0,1.464695437E-3,2.977326214E-1,3.378120363E-1
4.099599171E0,-2.796236658E-3,2.998631001E-1,3.314206302E-1
4.102084901E0,-5.991935730E-3,2.998631001E-1,3.324858546E-1
4.104570630E0,-1.238333434E-2,3.009283245E-1,3.303554058E-1
4.107056359E0,-1.131810062E-2,3.019935489E-1,3.314206302E-1
4.109542088E0,-1.451379992E-2,2.998631001E-1,3.303554058E-1
4.112016359E0,-1.664426550E-2,3.009283245E-1,3.292901516E-1
4.114501880E0,-1.983996481E-2,3.019935489E-1,3.314206302E-1
4.116987453E0,-2.090519853E-2,3.041240275E-1,3.303554058E-1
4.119472974E0,-2.729659714E-2,3.073197305E-1,3.314206302E-1
4.121958494E0,-2.942706272E-2,3.051892519E-1,3.303554058E-1
4.124444015E0,-3.155753016E-2,3.041240275E-1,3.271597028E-1
4.126929536E0,-3.475322574E-2,3.073197305E-1,3.324858546E-1
4.129415057E0,-3.794892505E-2,3.073197305E-1,3.335510790E-1
4.131900578E0,-3.688369319E-2,3.062545061E-1,3.356815577E-1
4.134386099E0,-4.327509180E-2,3.030588031E-1,3.378120363E-1
4.136871619E0,-4.860125855E-2,3.019935489E-1,3.399424851E-1
4.139357192E0,-4.860125855E-2,3.062545061E-1,3.410077095E-1
4.141831515E0,-4.966649041E-2,3.041240275E-1,3.442034125E-1
4.144317036E0,-5.286218971E-2,3.030588031E-1,3.473991156E-1
4.146802609E0,-5.712312087E-2,3.030588031E-1,3.527252972E-1
4.149288130E0,-5.605788901E-2,3.030588031E-1,3.537905216E-1
4.151773651E0,-6.138405204E-2,3.009283245E-1,3.612471521E-1
4.154259171E0,-6.457975507E-2,2.987978756E-1,3.655080795E-1
4.156744692E0,-6.244928762E-2,2.998631001E-1,3.687037826E-1
4.159230213E0,-6.457975507E-2,2.998631001E-1,3.697690070E-1
4.161715734E0,-6.777545065E-2,2.987978756E-1,3.740299344E-1
4.164201255E0,-6.777545065E-2,2.987978756E-1,3.825518191E-1
4.166686776E0,-7.097115368E-2,2.977326214E-1,3.878779709E-1
4.169172296E0,-7.310161740E-2,2.977326214E-1,3.953346014E-1
4.171647349E0,-6.884068251E-2,3.009283245E-1,4.017260075E-1
4.174132869E0,-7.203638554E-2,2.956021726E-1,4.081174135E-1
4.176618442E0,-7.310161740E-2,2.945369184E-1,4.155740440E-1
4.179103963E0,-7.203638554E-2,2.956021726E-1,4.198349714E-1
4.181589484E0,-7.416684926E-2,2.924064696E-1,4.272916019E-1
4.184075005E0,-7.629731297E-2,2.924064696E-1,4.336830080E-1
4.186560526E0,-7.416684926E-2,2.913412452E-1,4.390091598E-1
4.189046046E0,-7.416684926E-2,2.913412452E-1,4.485962689E-1
4.191531567E0,-7.310161740E-2,2.892107666E-1,4.581833482E-1
4.194017088E0,-7.416684926E-2,2.881455421E-1,4.603138268E-1
4.196502609E0,-7.203638554E-2,2.881455421E-1,4.688356817E-1
4.198988130E0,-7.097115368E-2,2.817541361E-1,4.784227908E-1
4.201464119E0,-6.777545065E-2,2.870802879E-1,4.837489426E-1
4.203949640E0,-6.777545065E-2,2.860150635E-1,4.901403487E-1
4.206435213E0,-6.990591437E-2,2.838846147E-1,4.975969791E-1
4.208920734E0,-6.671021879E-2,2.838846147E-1,5.018579364E-1
4.211406255E0,-6.244928762E-2,2.785584331E-1,5.114449859E-1
4.213891776E0,-6.244928762E-2,2.785584331E-1,5.157059431E-1
4.216377296E0,-6.351451576E-2,2.764279842E-1,5.189016461E-1
4.218862817E0,-6.138405204E-2,2.764279842E-1,5.284887552E-1
4.221348338E0,-6.031882018E-2,2.732322812E-1,5.327496529E-1
4.223833859E0,-5.712312087E-2,2.742975056E-1,5.380758047E-1
4.226319380E0,-5.712312087E-2,2.742975056E-1,5.402063131E-1
4.228804901E0,-5.499265343E-2,2.711018026E-1,5.434020162E-1
4.231281567E0,-4.860125855E-2,2.679060996E-1,5.476629138E-1
4.233767088E0,-5.286218971E-2,2.679060996E-1,5.487281680E-1
4.236252661E0,-5.179695413E-2,2.647103965E-1,5.497934222E-1
4.238738182E0,-5.392742157E-2,2.615146935E-1,5.540543199E-1
4.241223703E0,-4.860125855E-2,2.615146935E-1,5.561847687E-1
4.243709224E0,-4.540555924E-2,2.604494691E-1,5.508586168E-1
4.246194744E0,-4.327509180E-2,2.604494691E-1,5.540543199E-1
4.248680265E0,-4.114462435E-2,2.625799477E-1,5.561847687E-1
4.251165786E0,-3.901416063E-2,2.583190203E-1,5.508586168E-1
4.253651307E0,-3.901416063E-2,2.540580630E-1,5.497934222E-1
4.256136828E0,-3.794892505E-2,2.540580630E-1,5.508586168E-1
4.258622349E0,-3.475322574E-2,2.497971505E-1,5.476629138E-1
4.261096255E0,-3.368799388E-2,2.476666719E-1,5.423367620E-1
4.263581776E0,-3.262276202E-2,2.508623898E-1,5.402063131E-1
4.266067349E0,-2.836182900E-2,2.508623898E-1,5.338149071E-1
4.268552869E0,-2.942706272E-2,2.476666719E-1,5.295539498E-1
4.271038390E0,-3.049229458E-2,2.455362082E-1,5.242277980E-1
4.273523911E0,-2.516612969E-2,2.444709837E-1,5.199668407E-1
4.276009432E0,-2.623136342E-2,2.423405200E-1,5.135754943E-1
4.278494953E0,-2.410089783E-2,2.412752807E-1,5.071840882E-1
4.280980474E0,-2.410089783E-2,2.380795777E-1,5.018579364E-1
4.283465994E0,-2.197043039E-2,2.380795777E-1,4.944012761E-1
4.285951515E0,-2.303566411E-2,2.359491140E-1,4.869446456E-1
4.288437036E0,-1.983996481E-2,2.327534109E-1,4.762923121E-1
4.290913286E0,-1.983996481E-2,2.274272442E-1,4.730966091E-1
4.293398807E0,-1.983996481E-2,2.284924835E-1,4.645747542E-1
4.295884380E0,-1.877473295E-2,2.306229472E-1,4.581833482E-1
4.298369901E0,-1.983996481E-2,2.284924835E-1,4.485962689E-1
4.300855421E0,-1.770949923E-2,2.252967805E-1,4.411396384E-1
4.303340942E0,-1.770949923E-2,2.252967805E-1,4.326177537E-1
4.305826463E0,-1.664426550E-2,2.189053893E-1,4.251611233E-1
4.308311984E0,-1.557903271E-2,2.199706137E-1,4.145087898E-1
4.310797505E0,-1.557903271E-2,2.199706137E-1,4.038564563E-1
4.313283026E0,-1.664426550E-2,2.157096863E-1,3.942693770E-1
4.315768546E0,-1.557903271E-2,2.157096863E-1,3.868127465E-1
4.318254067E0,-2.090519853E-2,2.157096863E-1,3.782908916E-1
4.320730057E0,-1.770949923E-2,2.125139832E-1,3.697690070E-1
4.323215578E0,-1.770949923E-2,2.114487588E-1,3.591166735E-1
4.325701151E0,-1.770949923E-2,2.082530558E-1,3.516600430E-1
4.328186671E0,-1.770949923E-2,2.050573528E-1,3.442034125E-1
4.330672192E0,-1.557903271E-2,2.039921284E-1,3.324858546E-1
4.333157713E0,-2.197043039E-2,2.029268891E-1,3.207682967E-1
4.335643234E0,-2.090519853E-2,1.997311860E-1,3.122464418E-1
4.338128755E0,-1.344856713E-2,1.986659616E-1,3.079854846E-1
4.340614276E0,-1.770949923E-2,1.997311860E-1,2.973331809E-1
4.343099796E0,-1.877473295E-2,1.944050342E-1,2.877460718E-1
4.345585317E0,-2.197043039E-2,1.922745556E-1,2.792242169E-1
4.348070838E0,-2.623136342E-2,1.901440918E-1,2.707023323E-1
4.350546203E0,-2.410089783E-2,1.901440918E-1,2.621804774E-1
4.353031724E0,-2.516612969E-2,1.890788674E-1,2.547238469E-1
4.355517296E0,-2.836182900E-2,1.880136281E-1,2.493976802E-1
4.358002817E0,-3.049229458E-2,1.858831644E-1,2.419410497E-1
4.360488338E0,-3.262276202E-2,1.794917583E-1,2.323539555E-1
4.362973859E0,-3.155753016E-2,1.762960702E-1,2.239652425E-1
4.365459380E0,-3.262276202E-2,1.762960702E-1,2.197043151E-1
4.367944901E0,-3.262276202E-2,1.784265339E-1,2.143781483E-1
4.370430421E0,-3.901416063E-2,1.731003672E-1,2.101172209E-1
4.372915942E0,-4.327509180E-2,1.720351279E-1,2.005301118E-1
4.375401463E0,-4.434032366E-2,1.709699035E-1,1.952039450E-1
4.377886984E0,-4.647079110E-2,1.656437367E-1,1.898777932E-1
4.380379953E0,-5.073172227E-2,1.656437367E-1,1.824211627E-1
4.382865474E0,-5.179695413E-2,1.635132730E-1,1.792254597E-1
4.385351046E0,-5.179695413E-2,1.613828093E-1,1.792254597E-1
4.387836567E0,-5.818835273E-2,1.571218669E-1,1.696383655E-1
4.390322088E0,-6.031882018E-2,1.496652365E-1,1.675078869E-1
4.392807609E0,-5.925358832E-2,1.549914032E-1,1.653774232E-1
4.395293130E0,-6.351451576E-2,1.539261788E-1,1.579207927E-1
4.397778651E0,-6.457975507E-2,1.475347728E-1,1.536598653E-1
4.400264171E0,-6.564498693E-2,1.443390697E-1,1.557903290E-1
4.402749692E0,-6.884068251E-2,1.443390697E-1,1.547250897E-1
4.405235213E0,-6.990591437E-2,1.422086060E-1,1.515294015E-1
4.407720734E0,-7.203638554E-2,1.379476786E-1,1.483336985E-1
4.410180161E0,-7.523208112E-2,1.379476786E-1,1.472684592E-1
4.412665682E0,-7.736254483E-2,1.358172148E-1,1.483336985E-1
4.415151255E0,-7.629731297E-2,1.326215118E-1,1.515294015E-1
4.417636776E0,-7.736254483E-2,1.294258088E-1,1.504641622E-1
4.420122296E0,-7.736254483E-2,1.262301207E-1,1.462032348E-1
4.422607817E0,-7.842778414E-2,1.251648813E-1,1.472684592E-1
4.425093338E0,-8.588441461E-2,1.219691783E-1,1.515294015E-1
4.427578859E0,-8.481918275E-2,1.177082509E-1,1.547250897E-1
4.430064380E0,-8.055824786E-2,1.145125479E-1,1.557903290E-1
4.432549901E0,-8.588441461E-2,1.134473160E-1,1.589860320E-1
4.435035421E0,-8.694964647E-2,1.123820841E-1,1.568555683E-1
4.437520942E0,-8.375394344E-2,1.070559174E-1,1.611164957E-1
4.439994276E0,-8.694964647E-2,1.049254537E-1,1.664426625E-1
4.442479796E0,-8.588441461E-2,1.027949899E-1,1.685731262E-1
4.444965369E0,-8.481918275E-2,1.006645188E-1,1.696383655E-1
4.447450890E0,-8.694964647E-2,9.746882319E-2,1.749645174E-1
4.449936411E0,-8.694964647E-2,9.427312016E-2,1.802906841E-1
4.452421932E0,-8.481918275E-2,9.214265645E-2,1.824211627E-1
4.454907453E0,-8.481918275E-2,8.788172156E-2,1.834863871E-1
4.457392974E0,-8.481918275E-2,8.362079412E-2,1.909430176E-1
4.459878494E0,-8.268871158E-2,8.255556226E-2,1.962691844E-1
4.462364015E0,-8.375394344E-2,7.722939551E-2,2.015953511E-1
4.464849536E0,-8.055824786E-2,7.403369248E-2,2.069215178E-1
4.467335057E0,-8.162347972E-2,7.296846062E-2,2.101172209E-1
4.469820317E0,-7.842778414E-2,6.870753318E-2,2.133129090E-1
4.472305838E0,-7.416684926E-2,6.764229387E-2,2.175738513E-1
