"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.126204563E1,-4.366901144E-2,-9.908080101E0,5.952146277E-2
1.126453037E1,-6.759724021E-2,-9.932008743E0,6.191428751E-2
1.126701516E1,-3.409772366E-2,-9.946365356E0,6.879365072E-3
1.126948464E1,-1.974078640E-2,-9.932008743E0,4.486542661E-3
1.127196943E1,8.973085321E-3,-9.900901794E0,1.645065658E-2
1.127445417E1,1.794616925E-3,-9.920044899E0,1.166501082E-2
1.127693891E1,-1.256231871E-2,-9.893723488E0,-2.691925503E-3
1.127942370E1,-1.974078640E-2,-9.891330719E0,-9.870393202E-3
1.128190844E1,-1.495514158E-2,-9.848259926E0,6.879365072E-3
1.128439318E1,-4.366901144E-2,-9.865009308E0,1.405783277E-2
1.128687797E1,-5.084748194E-2,-9.884152412E0,-1.226321608E-2
1.128936271E1,-5.383851007E-3,-9.898509026E0,-3.858426586E-2
1.129184745E1,8.973085321E-3,-9.891330719E0,-5.084747914E-3
1.129433219E1,-3.170489892E-2,-9.896116257E0,-3.619144112E-2
1.129681698E1,-7.776673418E-3,-9.903294563E0,-6.490531564E-2
1.129930006E1,-1.495514158E-2,-9.946365356E0,-4.815555736E-2
1.130178485E1,-1.734796353E-2,-9.953543663E0,-2.183450572E-2
1.130426959E1,-1.734796353E-2,-9.979865074E0,-9.870393202E-3
1.130675433E1,-4.366901144E-2,-1.002532864E1,-4.576273263E-2
1.130923912E1,-3.409772366E-2,-1.001815033E1,-4.576273263E-2
1.131172386E1,-3.649054468E-2,-1.003011417E1,-6.490531564E-2
1.131420860E1,-5.563312769E-2,-1.004716301E1,-4.336991161E-2
1.131669334E1,-6.999006122E-2,-1.007109165E1,-1.226321608E-2
1.131917813E1,-5.563312769E-2,-1.008544827E1,-4.336991161E-2
1.132166287E1,-6.759724021E-2,-1.013809013E1,-2.422732860E-2
1.132414761E1,-6.520441920E-2,-1.015484047E1,-5.054837838E-2
1.132663240E1,-4.845465720E-2,-1.012373352E1,-2.662015148E-2
1.132911599E1,-6.999006122E-2,-1.014766216E1,-2.422732860E-2
1.133160079E1,-1.034895778E-1,-1.019073296E1,-2.183450572E-2
1.133408547E1,-7.956135273E-2,-1.019791126E1,-4.336991161E-2
1.133657026E1,-7.716853172E-2,-1.019312572E1,-1.944168471E-2
1.133905506E1,-8.913264424E-2,-1.020987511E1,-3.619144112E-2
1.134153980E1,-8.673982322E-2,-1.018116093E1,-1.465603895E-2
1.134402454E1,-5.563312769E-2,-1.016919708E1,-1.704886183E-2
1.134650933E1,-5.563312769E-2,-1.018594646E1,-7.477570791E-3
1.134899407E1,-5.802594870E-2,-1.020269680E1,-4.815555736E-2
1.135147881E1,-8.913264424E-2,-1.022901726E1,-3.140579537E-2
1.135396355E1,-4.606183618E-2,-1.020508957E1,-3.379862010E-2
1.135644834E1,-3.888336942E-2,-1.019073296E1,-2.422732860E-2
1.135893422E1,-5.084748194E-2,-1.017158985E1,-5.084747914E-3
1.136141896E1,-6.999006122E-2,-1.010459137E1,6.879365072E-3
1.136390376E1,-5.324030295E-2,-1.013569736E1,3.798605874E-2
1.136638849E1,-3.888336942E-2,-1.010459137E1,2.362912335E-2
1.136887329E1,-6.281159073E-2,-1.011655521E1,-3.619144112E-2
1.137135803E1,-6.759724021E-2,-1.007109165E1,2.093719784E-3
1.137384277E1,-6.759724021E-2,-1.007826996E1,3.320041299E-2
1.137632756E1,-4.845465720E-2,-1.004716301E1,-5.084747914E-3
1.137881230E1,-6.999006122E-2,-1.003998470E1,-1.704886183E-2
1.138129704E1,-5.802594870E-2,-1.001815033E1,1.405783277E-2
1.138378178E1,-5.563312769E-2,-9.984650612E0,3.080759197E-2
1.138626657E1,-8.913264424E-2,-1.000618649E1,6.879365072E-3
1.138875079E1,-8.195417374E-2,-9.977472305E0,2.123630047E-2
1.139123558E1,-7.477571070E-2,-9.965508461E0,2.602194622E-2
1.139372032E1,-9.631111473E-2,-9.951150894E0,4.277170449E-2
1.139620506E1,-6.041877344E-2,-9.972686768E0,6.430710852E-2
1.139868985E1,-8.195417374E-2,-9.934401512E0,2.123630047E-2
1.140117459E1,-1.034895778E-1,-9.915258408E0,3.320041299E-2
1.140365933E1,-6.281159073E-2,-9.924830437E0,4.516452923E-2
1.140614412E1,-9.152546525E-2,-9.953543663E0,2.362912335E-2
1.140862886E1,-7.238288224E-2,-9.934401512E0,4.277170449E-2
1.141111360E1,-6.041877344E-2,-9.987043381E0,5.473581702E-2
1.141359834E1,-6.759724021E-2,-9.967901230E0,3.798605874E-2
1.141608313E1,-7.956135273E-2,-9.987043381E0,5.712864175E-2
1.141856912E1,-1.082752272E-1,-1.003011417E1,4.755735025E-2
1.142105391E1,-1.226321608E-1,-1.002293587E1,4.516452923E-2
1.142353865E1,-1.322034448E-1,-1.003011417E1,2.841476910E-2
1.142602339E1,-1.274178028E-1,-1.007348442E1,4.037888348E-2
1.142850818E1,-1.298106313E-1,-1.010937691E1,8.105687052E-2
1.143099292E1,-1.441675574E-1,-1.010937691E1,5.234299600E-2
1.143347766E1,-1.322034448E-1,-1.015244770E1,3.559323773E-2
1.143596245E1,-1.561316848E-1,-1.015005493E1,2.123630047E-2
1.143844719E1,-1.707877219E-1,-1.017876816E1,6.430710852E-2
1.144093193E1,-1.779661775E-1,-1.019312572E1,8.105687052E-2
1.144341667E1,-1.947159469E-1,-1.021705341E1,4.755735025E-2
1.144590146E1,-2.114657015E-1,-1.024337482E1,5.473581702E-2
1.144839167E1,-1.971087605E-1,-1.021944618E1,7.387840003E-2
1.145087646E1,-2.210369855E-1,-1.022183895E1,3.798605874E-2
1.145336120E1,-2.066800594E-1,-1.023141098E1,4.516452923E-2
1.145584594E1,-2.258226424E-1,-1.023858929E1,6.191428751E-2
1.145833073E1,-2.138585299E-1,-1.022901726E1,5.473581702E-2
1.146081547E1,-2.545365095E-1,-1.025294590E1,7.627122104E-2
1.146330021E1,-2.306082845E-1,-1.026730251E1,9.541380405E-2
1.146578500E1,-2.497508675E-1,-1.024816036E1,1.073779166E-1
1.146826974E1,-2.545365095E-1,-1.024098206E1,8.823533356E-2
1.147075448E1,-2.545365095E-1,-1.024816036E1,8.105687052E-2
1.147323922E1,-2.377867550E-1,-1.025533867E1,1.049850956E-1
1.147572402E1,-2.258226424E-1,-1.023141098E1,1.049850956E-1
1.147820026E1,-2.688934505E-1,-1.022901726E1,1.241276711E-1
1.148068506E1,-2.545365095E-1,-1.023380375E1,9.302098304E-2
1.148316980E1,-2.617149651E-1,-1.022901726E1,1.073779166E-1
1.148565454E1,-2.473580390E-1,-1.022183895E1,1.145563871E-1
1.148813933E1,-1.971087605E-1,-1.018116093E1,7.387840003E-2
1.149062407E1,-2.210369855E-1,-1.018355370E1,9.302098304E-2
1.149310881E1,-2.138585299E-1,-1.019312572E1,1.097707376E-1
1.149559360E1,-2.090728730E-1,-1.015723324E1,1.121635586E-1
1.149807834E1,-2.377867550E-1,-1.011655521E1,8.823533356E-2
1.150056308E1,-2.234298140E-1,-1.012373352E1,6.669992954E-2
1.150304782E1,-1.899302900E-1,-1.010219765E1,1.265204996E-1
1.150553261E1,-1.947159469E-1,-1.011655521E1,1.169492081E-1
1.150801454E1,-1.561316848E-1,-1.013330460E1,4.755735025E-2
1.151049933E1,-1.369891018E-1,-1.008066273E1,5.952146277E-2
1.151298407E1,-1.441675574E-1,-1.006869888E1,8.344969153E-2
1.151546881E1,-1.106680483E-1,-1.010698414E1,7.387840003E-2
1.151795360E1,-1.875374764E-1,-1.005434132E1,4.755735025E-2
1.152043834E1,-1.465603858E-1,-1.005673409E1,5.952146277E-2
1.152292308E1,-1.369891018E-1,-1.005673409E1,5.234299600E-2
1.152540787E1,-1.609173268E-1,-1.006391335E1,4.755735025E-2
1.152789261E1,-1.561316848E-1,-1.003998470E1,5.952146277E-2
1.153037735E1,-1.731805354E-1,-1.003998470E1,5.234299600E-2
1.153286209E1,-9.391828626E-2,-1.003250694E1,3.080759197E-2
1.153534688E1,-1.369891018E-1,-1.007348442E1,3.559323773E-2
1.153783344E1,-1.465603858E-1,-1.005194855E1,2.123630047E-2
1.154031823E1,-8.673982322E-2,-1.005912685E1,5.473581702E-2
1.154280297E1,-7.956135273E-2,-1.004955578E1,4.995017126E-2
1.154528771E1,-9.391828626E-2,-1.004716301E1,4.486542661E-3
1.154777251E1,-5.084748194E-2,-1.004237747E1,6.879365072E-3
1.155025724E1,-9.631111473E-2,-1.003759193E1,-2.183450572E-2
1.155274198E1,-8.673982322E-2,-1.002532864E1,-3.379862010E-2
1.155522678E1,-8.434699476E-2,-1.000857925E1,-7.477570791E-3
1.155771152E1,-1.202393398E-1,-9.982257843E0,-7.477570791E-3
1.156019626E1,-6.520441920E-2,-1.001097202E1,-3.140579537E-2
1.156268099E1,-5.324030295E-2,-9.991828918E0,-6.729813665E-2
1.156516579E1,-7.716853172E-2,-1.002532864E1,-5.054837838E-2
1.156764891E1,-7.956135273E-2,-1.002054310E1,-3.858426586E-2
1.157013370E1,-8.913264424E-2,-9.975079536E0,-8.644071966E-2
1.157261844E1,-7.477571070E-2,-9.982257843E0,-6.490531564E-2
1.157510318E1,-8.673982322E-2,-9.996614456E0,-7.447660714E-2
1.157758797E1,-9.870393574E-2,-9.991828918E0,-7.447660714E-2
1.158007271E1,-1.010967568E-1,-9.958329201E0,-7.208377868E-2
1.158255745E1,-1.058823988E-1,-9.970293999E0,-7.208377868E-2
1.158504219E1,-7.238288224E-2,-9.989436150E0,-7.686942816E-2
1.158752698E1,-9.391828626E-2,-9.975079536E0,-4.576273263E-2
1.159001172E1,-9.391828626E-2,-9.951150894E0,-1.055833027E-1
1.159249646E1,-9.391828626E-2,-9.977472305E0,-6.490531564E-2
1.159498126E1,-1.178465188E-1,-9.958329201E0,-1.007976532E-1
1.159746553E1,-1.202393398E-1,-9.951150894E0,-9.601201117E-2
1.159995032E1,-9.391828626E-2,-9.920044899E0,-4.815555736E-2
1.160243506E1,-1.010967568E-1,-9.908080101E0,-5.772684515E-2
1.160491980E1,-1.369891018E-1,-9.905687332E0,-6.969095767E-2
1.160740459E1,-9.152546525E-2,-9.910472870E0,-5.533402413E-2
1.160988933E1,-1.178465188E-1,-9.860223770E0,-6.251249462E-2
1.161237407E1,-8.673982322E-2,-9.853045464E0,-2.422732860E-2
1.161485886E1,-1.154536903E-1,-9.900901794E0,-2.901297435E-2
1.161734360E1,-1.058823988E-1,-9.838688850E0,-5.533402413E-2
1.161982834E1,-8.434699476E-2,-9.857831001E0,-7.447660714E-2
1.162231308E1,-8.434699476E-2,-9.829116821E0,-3.619144112E-2
1.162479787E1,-1.082752272E-1,-9.824331284E0,-6.251249462E-2
1.162728235E1,-1.082752272E-1,-9.783653259E0,-4.097708687E-2
1.162976714E1,-8.913264424E-2,-9.819545746E0,-2.901297435E-2
1.163225188E1,-8.434699476E-2,-9.845867157E0,-2.901297435E-2
1.163473662E1,-9.870393574E-2,-9.857831001E0,-1.944168471E-2
1.163722141E1,-1.058823988E-1,-9.855438232E0,9.272187948E-3
1.163970615E1,-8.673982322E-2,-9.836296082E0,1.166501082E-2
1.164219089E1,-9.631111473E-2,-9.872187614E0,4.486542661E-3
1.164467568E1,-7.477571070E-2,-9.862616539E0,-3.858426586E-2
1.164716042E1,-1.034895778E-1,-9.867402077E0,9.272187948E-3
1.164964516E1,-1.106680483E-1,-9.855438232E0,1.645065658E-2
1.165212990E1,-1.274178028E-1,-9.853045464E0,2.093719784E-3
1.165461469E1,-1.537388563E-1,-9.836296082E0,4.277170449E-2
1.165709631E1,-1.609173268E-1,-9.853045464E0,2.602194622E-2
1.165958110E1,-1.106680483E-1,-9.874580383E0,4.755735025E-2
1.166206584E1,-1.010967568E-1,-9.841081619E0,6.191428751E-2
1.166455058E1,-1.226321608E-1,-9.850652695E0,4.995017126E-2
1.166703537E1,-1.106680483E-1,-9.884152412E0,5.234299600E-2
1.166952011E1,-1.369891018E-1,-9.850652695E0,5.473581702E-2
1.167200485E1,-1.609173268E-1,-9.903294563E0,7.627122104E-2
1.167448964E1,-1.513460279E-1,-9.908080101E0,5.473581702E-2
1.167697438E1,-1.393819153E-1,-9.912865639E0,9.780662507E-2
1.167945912E1,-1.369891018E-1,-9.908080101E0,1.049850956E-1
1.168194386E1,-1.731805354E-1,-9.936794281E0,3.559323773E-2
1.168442865E1,-1.731805354E-1,-9.948758125E0,5.473581702E-2
1.168691297E1,-1.803590059E-1,-9.984650612E0,8.584251255E-2
1.168939776E1,-1.609173268E-1,-9.984650612E0,8.584251255E-2
1.169188250E1,-1.731805354E-1,-9.991828918E0,5.473581702E-2
1.169436724E1,-2.162513435E-1,-1.005912685E1,5.234299600E-2
1.169685204E1,-1.779661775E-1,-1.001575756E1,5.952146277E-2
1.169933678E1,-1.657029688E-1,-1.002054310E1,4.037888348E-2
1.170182152E1,-1.803590059E-1,-1.001815033E1,6.191428751E-2
1.170430631E1,-1.899302900E-1,-1.000618649E1,4.995017126E-2
1.170679105E1,-1.803590059E-1,-1.003489971E1,4.037888348E-2
1.170927579E1,-2.138585299E-1,-1.001336479E1,4.995017126E-2
1.171176053E1,-2.138585299E-1,-9.999007225E0,4.995017126E-2
1.171424532E1,-2.210369855E-1,-1.001336479E1,6.909275055E-2
1.171672995E1,-2.186441720E-1,-9.996614456E0,7.627122104E-2
1.171921469E1,-2.306082845E-1,-9.963115692E0,7.148557901E-2
1.172169938E1,-1.947159469E-1,-9.927223206E0,4.516452923E-2
1.172418412E1,-1.827518344E-1,-9.951150894E0,2.841476910E-2
1.172666886E1,-2.282154560E-1,-9.932008743E0,4.277170449E-2
1.172915355E1,-2.234298140E-1,-9.948758125E0,2.841476910E-2
1.173163829E1,-2.162513435E-1,-9.963115692E0,7.148557901E-2
1.173412297E1,-2.138585299E-1,-9.936794281E0,7.866404206E-2
1.173660771E1,-2.210369855E-1,-9.908080101E0,6.430710852E-2
1.173909245E1,-2.330010980E-1,-9.920044899E0,6.909275055E-2
1.174157714E1,-2.138585299E-1,-9.900901794E0,7.148557901E-2
1.174406188E1,-2.473580390E-1,-9.881759644E0,4.516452923E-2
1.174654698E1,-2.186441720E-1,-9.893723488E0,1.884347759E-2
1.174903172E1,-2.186441720E-1,-9.862616539E0,6.909275055E-2
1.175151641E1,-2.353939265E-1,-9.900901794E0,5.473581702E-2
1.175400115E1,-1.609173268E-1,-9.910472870E0,2.602194622E-2
1.175648589E1,-1.803590059E-1,-9.896116257E0,4.995017126E-2
1.175897058E1,-2.210369855E-1,-9.888937950E0,1.645065658E-2
1.176145532E1,-2.114657015E-1,-9.833903313E0,3.559323773E-2
1.176394000E1,-2.234298140E-1,-9.869794846E0,7.387840003E-2
1.176642474E1,-1.947159469E-1,-9.867402077E0,5.952146277E-2
1.176890948E1,-1.875374764E-1,-9.850652695E0,1.884347759E-2
1.177139417E1,-2.138585299E-1,-9.855438232E0,3.559323773E-2
1.177387891E1,-2.090728730E-1,-9.836296082E0,4.995017126E-2
1.177636261E1,-2.114657015E-1,-9.805189133E0,2.362912335E-2
1.177884735E1,-1.827518344E-1,-9.802796364E0,5.473581702E-2
1.178133204E1,-1.731805354E-1,-9.805189133E0,3.080759197E-2
1.178381678E1,-1.755733639E-1,-9.781260490E0,2.123630047E-2
1.178630152E1,-1.731805354E-1,-9.812367439E0,9.272187948E-3
1.178878620E1,-1.755733639E-1,-9.790832520E0,4.277170449E-2
1.179127094E1,-1.465603858E-1,-9.759426117E0,1.166501082E-2
1.179375563E1,-1.489532143E-1,-9.790832520E0,2.362912335E-2
1.179624037E1,-1.537388563E-1,-9.790832520E0,9.272187948E-3
1.179872511E1,-1.683948934E-1,-9.788438797E0,2.093719784E-3
1.180120980E1,-1.657029688E-1,-9.802796364E0,2.093719784E-3
1.180369454E1,-1.417747438E-1,-9.841081619E0,-1.465603895E-2
1.180618849E1,-1.322034448E-1,-9.893723488E0,-1.465603895E-2
1.180867323E1,-1.369891018E-1,-9.869794846E0,1.405783277E-2
1.181115797E1,-1.250249892E-1,-9.922437668E0,-2.901297435E-2
1.181364266E1,-1.561316848E-1,-9.922437668E0,-3.140579537E-2
1.181612740E1,-1.657029688E-1,-9.915258408E0,2.841476910E-2
1.181861214E1,-1.851446480E-1,-9.951150894E0,-2.183450572E-2
1.182109683E1,-1.465603858E-1,-9.953543663E0,-1.465603895E-2
1.182358157E1,-1.250249892E-1,-9.972686768E0,-1.465603895E-2
1.182606626E1,-1.441675574E-1,-9.955936432E0,-1.944168471E-2
1.182855099E1,-1.441675574E-1,-9.955936432E0,-3.140579537E-2
1.183103573E1,-1.803590059E-1,-9.946365356E0,-6.490531564E-2
1.183352042E1,-1.609173268E-1,-9.915258408E0,-4.815555736E-2
1.183599532E1,-1.417747438E-1,-9.896116257E0,-2.422732860E-2
1.183848006E1,-1.082752272E-1,-9.920044899E0,-4.336991161E-2
1.184096474E1,-1.058823988E-1,-9.929615974E0,-4.576273263E-2
1.184344948E1,-1.345962733E-1,-9.867402077E0,-4.336991161E-2
1.184593422E1,-1.058823988E-1,-9.841081619E0,-6.490531564E-2
1.184841891E1,-1.034895778E-1,-9.860223770E0,-6.011966988E-2
1.185090365E1,-1.322034448E-1,-9.857831001E0,-9.361918271E-2
1.185338834E1,-1.130608693E-1,-9.817152977E0,-3.379862010E-2
1.185587308E1,-6.520441920E-2,-9.814760208E0,-4.336991161E-2
1.185835782E1,-9.152546525E-2,-9.841081619E0,-9.122636169E-2
1.186084250E1,-1.465603858E-1,-9.855438232E0,-1.127617657E-1
1.186332724E1,-1.250249892E-1,-9.867402077E0,-6.490531564E-2
1.186581323E1,-1.441675574E-1,-9.872187614E0,-7.208377868E-2
1.186829797E1,-1.322034448E-1,-9.886545181E0,-7.926224917E-2
1.187078266E1,-8.913264424E-2,-9.888937950E0,-1.055833027E-1
1.187326740E1,-9.631111473E-2,-9.900901794E0,-5.054837838E-2
1.187575214E1,-1.130608693E-1,-9.927223206E0,-6.969095767E-2
1.187823683E1,-1.058823988E-1,-9.932008743E0,-9.122636169E-2
1.188072157E1,-1.345962733E-1,-9.941579819E0,-6.969095767E-2
1.188320626E1,-1.393819153E-1,-9.955936432E0,-7.208377868E-2
1.188569099E1,-1.274178028E-1,-9.953543663E0,-4.815555736E-2
1.188817573E1,-1.274178028E-1,-9.975079536E0,-4.576273263E-2
1.189066042E1,-1.298106313E-1,-1.001097202E1,-1.944168471E-2
1.189314516E1,-1.561316848E-1,-1.003489971E1,-2.662015148E-2
1.189562808E1,-1.489532143E-1,-1.006630611E1,-2.183450572E-2
1.189811276E1,-1.683948934E-1,-1.008066273E1,-3.140579537E-2
1.190059750E1,-1.298106313E-1,-1.005673409E1,-1.226321608E-2
1.190308224E1,-1.561316848E-1,-1.003250694E1,-2.662015148E-2
1.190556698E1,-1.441675574E-1,-1.004477024E1,-2.901297435E-2
1.190805167E1,-1.875374764E-1,-1.004477024E1,4.486542661E-3
1.191053641E1,-1.995015889E-1,-9.999007225E0,2.123630047E-2
1.191302110E1,-1.707877219E-1,-1.000379372E1,1.884347759E-2
1.191550584E1,-1.851446480E-1,-9.958329201E0,-2.991028305E-4
1.191799053E1,-1.537388563E-1,-9.917651176E0,9.272187948E-3
1.192047526E1,-1.851446480E-1,-9.943972588E0,4.277170449E-2
1.192296000E1,-1.755733639E-1,-9.920044899E0,1.645065658E-2
1.192544511E1,-1.851446480E-1,-9.872187614E0,1.166501082E-2
1.192792985E1,-1.803590059E-1,-9.867402077E0,2.602194622E-2
1.193041454E1,-1.731805354E-1,-9.881759644E0,6.669992954E-2
1.193289928E1,-1.851446480E-1,-9.833903313E0,5.473581702E-2
1.193538402E1,-1.755733639E-1,-9.805189133E0,4.037888348E-2
1.193786870E1,-1.827518344E-1,-9.781260490E0,7.148557901E-2
1.194035344E1,-1.731805354E-1,-9.812367439E0,6.909275055E-2
1.194283813E1,-1.513460279E-1,-9.807581902E0,6.430710852E-2
1.194532287E1,-1.875374764E-1,-9.802796364E0,8.584251255E-2
1.194780761E1,-2.018944174E-1,-9.841081619E0,5.712864175E-2
1.195029230E1,-2.042872310E-1,-9.865009308E0,5.712864175E-2
1.195277704E1,-2.066800594E-1,-9.860223770E0,6.909275055E-2
1.195526021E1,-1.947159469E-1,-9.876974106E0,5.234299600E-2
1.195774495E1,-1.755733639E-1,-9.915258408E0,8.823533356E-2
1.196022964E1,-1.947159469E-1,-9.903294563E0,7.866404206E-2
1.196271438E1,-1.971087605E-1,-9.920044899E0,7.148557901E-2
1.196519912E1,-2.090728730E-1,-9.967901230E0,7.627122104E-2
1.196768381E1,-1.851446480E-1,-9.958329201E0,6.669992954E-2
1.197016855E1,-1.923231184E-1,-9.972686768E0,8.344969153E-2
1.197265323E1,-1.779661775E-1,-9.960722923E0,1.049850956E-1
1.197513797E1,-1.803590059E-1,-9.932008743E0,5.952146277E-2
1.197762271E1,-1.633101404E-1,-9.965508461E0,6.909275055E-2
1.198010740E1,-1.827518344E-1,-9.948758125E0,9.062815458E-2
1.198259214E1,-2.042872310E-1,-9.958329201E0,7.148557901E-2
1.198508037E1,-2.114657015E-1,-9.958329201E0,6.669992954E-2
1.198756511E1,-1.947159469E-1,-9.920044899E0,6.909275055E-2
1.199004980E1,-1.947159469E-1,-9.948758125E0,7.387840003E-2
1.199253454E1,-1.923231184E-1,-9.936794281E0,5.712864175E-2
1.199501928E1,-1.707877219E-1,-9.948758125E0,3.798605874E-2
1.199750396E1,-1.947159469E-1,-9.970293999E0,2.841476910E-2
1.199998870E1,-2.066800594E-1,-9.991828918E0,1.884347759E-2
1.200247339E1,-1.465603858E-1,-1.000139999E1,1.884347759E-2
1.200495813E1,-1.731805354E-1,-9.948758125E0,2.362912335E-2
1.200744287E1,-1.971087605E-1,-9.943972588E0,2.123630047E-2
1.200992756E1,-1.633101404E-1,-9.965508461E0,1.884347759E-2
1.201241230E1,-1.633101404E-1,-9.927223206E0,4.516452923E-2
1.201489349E1,-1.827518344E-1,-9.917651176E0,1.884347759E-2
1.201737823E1,-1.513460279E-1,-9.936794281E0,4.037888348E-2
1.201986292E1,-1.537388563E-1,-9.896116257E0,1.405783277E-2
1.202234766E1,-1.585244983E-1,-9.867402077E0,4.486542661E-3
1.202483240E1,-1.561316848E-1,-9.876974106E0,4.277170449E-2
1.202731709E1,-1.345962733E-1,-9.853045464E0,3.798605874E-2
1.202980178E1,-1.417747438E-1,-9.872187614E0,4.277170449E-2
1.203228652E1,-1.298106313E-1,-9.855438232E0,2.362912335E-2
1.203477120E1,-1.755733639E-1,-9.821938515E0,1.405783277E-2
1.203725594E1,-1.489532143E-1,-9.795618057E0,4.755735025E-2
1.203974068E1,-1.178465188E-1,-9.788438797E0,5.234299600E-2
1.204222542E1,-1.489532143E-1,-9.733105659E0,2.602194622E-2
1.204470917E1,-1.561316848E-1,-9.718748093E0,6.430710852E-2
1.204719391E1,-1.298106313E-1,-9.680462837E0,3.798605874E-2
1.204967860E1,-1.441675574E-1,-9.685248375E0,-1.226321608E-2
1.205216334E1,-1.298106313E-1,-9.668498993E0,3.320041299E-2
1.205464808E1,-1.441675574E-1,-9.692427635E0,4.516452923E-2
1.205713276E1,-1.154536903E-1,-9.692427635E0,1.405783277E-2
1.205961750E1,-1.298106313E-1,-9.685248375E0,4.486542661E-3
1.206210219E1,-1.465603858E-1,-9.697213173E0,4.995017126E-2
1.206458693E1,-9.391828626E-2,-9.718748093E0,4.037888348E-2
1.206707167E1,-1.202393398E-1,-9.706784248E0,2.602194622E-2
1.206955636E1,-1.226321608E-1,-9.745069504E0,3.080759197E-2
1.207204110E1,-1.345962733E-1,-9.774082184E0,2.841476910E-2
1.207452605E1,-1.633101404E-1,-9.802796364E0,1.405783277E-2
1.207701079E1,-1.537388563E-1,-9.826724052E0,6.909275055E-2
1.207949547E1,-1.202393398E-1,-9.802796364E0,4.277170449E-2
1.208198021E1,-1.561316848E-1,-9.848259926E0,1.166501082E-2
1.208446495E1,-1.755733639E-1,-9.900901794E0,4.037888348E-2
1.208694964E1,-1.633101404E-1,-9.874580383E0,3.080759197E-2
1.208943438E1,-1.731805354E-1,-9.915258408E0,1.645065658E-2
1.209191907E1,-1.274178028E-1,-9.955936432E0,3.320041299E-2
1.209440381E1,-1.707877219E-1,-9.946365356E0,-2.991028305E-4
1.209688855E1,-1.827518344E-1,-9.951150894E0,2.362912335E-2
1.209937323E1,-1.585244983E-1,-9.991828918E0,2.093719784E-3
1.210185797E1,-1.755733639E-1,-1.001815033E1,4.037888348E-2
1.210434386E1,-1.441675574E-1,-1.001336479E1,6.879365072E-3
1.210682860E1,-1.393819153E-1,-1.001336479E1,9.272187948E-3
1.210931329E1,-1.537388563E-1,-1.002293587E1,1.645065658E-2
1.211179803E1,-1.441675574E-1,-9.991828918E0,9.272187948E-3
1.211428276E1,-1.537388563E-1,-1.003489971E1,-3.140579537E-2
1.211676745E1,-1.633101404E-1,-1.002772141E1,-3.140579537E-2
1.211925219E1,-1.585244983E-1,-9.979865074E0,-7.477570791E-3
1.212173688E1,-1.393819153E-1,-9.989436150E0,-4.336991161E-2
1.212422162E1,-1.441675574E-1,-1.001575756E1,-1.226321608E-2
1.212670636E1,-9.870393574E-2,-9.999007225E0,-3.379862010E-2
1.212919105E1,-1.178465188E-1,-9.994221687E0,-3.140579537E-2
1.213167579E1,-1.298106313E-1,-9.994221687E0,-5.084747914E-3
1.213415881E1,-1.250249892E-1,-1.000857925E1,-9.870393202E-3
1.213664355E1,-1.250249892E-1,-9.984650612E0,-3.140579537E-2
1.213912823E1,-1.034895778E-1,-9.977472305E0,-2.662015148E-2
1.214161297E1,-1.154536903E-1,-9.958329201E0,-2.183450572E-2
1.214409771E1,-1.178465188E-1,-9.975079536E0,-7.477570791E-3
1.214658240E1,-8.434699476E-2,-9.972686768E0,-1.226321608E-2
1.214906714E1,-9.870393574E-2,-9.975079536E0,-5.084747914E-3
1.215155183E1,-8.913264424E-2,-9.960722923E0,-3.140579537E-2
1.215403657E1,-9.870393574E-2,-9.955936432E0,-4.576273263E-2
1.215652131E1,-9.391828626E-2,-9.991828918E0,-4.336991161E-2
1.215900599E1,-6.281159073E-2,-1.001097202E1,-1.465603895E-2
1.216149073E1,-8.673982322E-2,-9.996614456E0,-6.011966988E-2
1.216397636E1,-1.154536903E-1,-1.001097202E1,-1.704886183E-2
1.216646110E1,-1.034895778E-1,-9.989436150E0,2.362912335E-2
1.216894584E1,-1.010967568E-1,-1.002532864E1,-2.901297435E-2
1.217143053E1,-7.238288224E-2,-9.994221687E0,-4.336991161E-2
1.217391527E1,-9.391828626E-2,-1.000379372E1,-1.704886183E-2
1.217639995E1,-8.195417374E-2,-1.002772141E1,-2.691925503E-3
1.217888469E1,-7.477571070E-2,-1.000379372E1,-7.477570791E-3
1.218136938E1,-6.999006122E-2,-1.001336479E1,-9.870393202E-3
1.218385412E1,-1.010967568E-1,-1.001575756E1,-2.691925503E-3
1.218633881E1,-6.520441920E-2,-1.000379372E1,-1.465603895E-2
1.218882355E1,-9.152546525E-2,-9.975079536E0,-1.704886183E-2
1.219130823E1,-1.058823988E-1,-9.994221687E0,2.093719784E-3
1.219379355E1,-4.366901144E-2,-9.994221687E0,2.841476910E-2
1.219627829E1,-6.520441920E-2,-1.001336479E1,-5.084747914E-3
1.219876297E1,-5.802594870E-2,-1.000139999E1,4.037888348E-2
1.220124771E1,-1.082752272E-1,-1.000618649E1,4.277170449E-2
1.220373245E1,-1.202393398E-1,-1.001336479E1,3.798605874E-2
1.220621714E1,-8.913264424E-2,-1.002054310E1,2.602194622E-2
1.220870188E1,-7.956135273E-2,-1.000618649E1,3.320041299E-2
1.221118657E1,-1.106680483E-1,-1.002293587E1,4.037888348E-2
