"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.030288704E1,-3.382771611E-1,-2.658653259E-2,4.589742050E-2
4.030785646E1,-3.408771157E-1,-6.192207336E-3,4.955389351E-2
4.031282589E1,-3.220765591E-1,1.284313202E-2,3.774015605E-2
4.031779532E1,-2.925347686E-1,5.785274506E-2,2.689278126E-2
4.032276480E1,-2.802073956E-1,9.535312653E-2,8.110914379E-3
4.032773256E1,-2.928478718E-1,1.337299347E-1,-3.654322028E-2
4.033270198E1,-2.605086565E-1,1.385221481E-1,-5.097649992E-2
4.033767141E1,-2.619309723E-1,1.171407700E-1,-3.530899435E-2
4.034264084E1,-2.586948574E-1,1.208782196E-1,-5.648819357E-2
4.034761026E1,-2.237286419E-1,9.963226318E-2,-4.526326060E-2
4.035257974E1,-2.569637299E-1,4.649162292E-2,-8.368673921E-2
4.035755141E1,-2.273101807E-1,1.754188538E-2,-8.349146694E-2
4.036252089E1,-2.278045267E-1,-4.086303711E-2,-8.652561903E-2
4.036749032E1,-2.251735777E-1,-6.671905518E-2,-9.983475506E-2
4.037245974E1,-2.406929731E-1,-6.979846954E-2,-1.207767576E-1
4.037742917E1,-2.445166111E-1,-5.741596222E-2,-1.174811572E-1
4.038239865E1,-2.331019044E-1,-8.196258545E-2,-1.339343041E-1
4.038736667E1,-2.352361679E-1,-3.860950470E-2,-1.367454976E-1
4.039233615E1,-2.270533741E-1,-5.026245117E-2,-1.081073359E-1
4.039730558E1,-2.522741258E-1,-2.024936676E-2,-9.718513489E-2
4.040227500E1,-2.752208412E-1,-3.800392151E-2,-1.061039940E-1
4.040724443E1,-2.661922872E-1,-4.967975616E-2,-7.192885131E-2
4.041221391E1,-2.787482142E-1,-5.294895172E-2,-8.751174808E-2
4.041718407E1,-3.115479946E-1,-5.857086182E-2,-8.385676891E-2
4.042215349E1,-3.014697433E-1,-4.990005493E-2,-2.523059398E-2
4.042712292E1,-3.199815154E-1,-7.337379456E-2,-1.487673260E-3
4.043209230E1,-3.430638313E-1,-5.983257294E-2,1.513744704E-2
4.043706172E1,-3.504865766E-1,-4.878234863E-2,2.674333379E-2
4.044203115E1,-3.718923330E-1,-2.119255066E-2,1.803145930E-2
4.044699959E1,-3.871014714E-1,2.635860443E-2,6.043709815E-2
4.045196902E1,-4.006845057E-1,4.026126862E-2,6.656876951E-2
4.045693844E1,-4.043394923E-1,8.256244659E-2,1.035066620E-1
4.046190782E1,-4.291870892E-1,1.316394806E-1,1.068537086E-1
4.046687724E1,-4.190956354E-1,1.506233215E-1,7.512625307E-2
4.047184667E1,-4.456484914E-1,2.098369598E-1,1.113875881E-1
4.047681610E1,-4.276415706E-1,2.210578918E-1,1.015124321E-1
4.048178553E1,-4.426515400E-1,2.690172195E-1,1.163763553E-1
4.048675495E1,-4.583334029E-1,2.500715256E-1,1.096335799E-1
4.049172433E1,-4.758177996E-1,2.336721420E-1,1.333594471E-1
4.049669376E1,-4.701987505E-1,2.399902344E-1,1.444639713E-1
4.050166318E1,-4.841950536E-1,1.690664291E-1,1.337541491E-1
4.050664698E1,-4.927803874E-1,9.756088257E-2,1.239277571E-1
4.051161641E1,-4.758554101E-1,5.160617828E-2,1.529657543E-1
4.051658584E1,-4.822816551E-1,-2.483272552E-2,1.537929922E-1
4.052155521E1,-4.844420254E-1,-7.092475891E-2,1.069946960E-1
4.052652464E1,-4.776467085E-1,-8.336067200E-2,1.280044168E-1
4.053149407E1,-4.550514817E-1,-1.146898270E-1,1.057667211E-1
4.053644724E1,-4.309710860E-1,-1.861343384E-1,1.082946360E-1
4.054141667E1,-4.041617513E-1,-1.607637405E-1,8.688089252E-2
4.054638610E1,-4.282335639E-1,-1.629171371E-1,8.562660217E-2
4.055135547E1,-4.016720951E-1,-1.424770355E-1,4.616381228E-2
4.055632490E1,-3.644073009E-1,-1.495275497E-1,7.911754400E-2
4.056129433E1,-3.450869322E-1,-1.422672272E-1,4.520337656E-2
4.056626329E1,-3.388105929E-1,-1.421957016E-1,4.823535681E-2
4.057123271E1,-2.967693806E-1,-1.575698853E-1,1.191017404E-2
4.057620214E1,-2.669556141E-1,-1.407489777E-1,1.371591911E-2
4.058117152E1,-2.586131096E-1,-1.478261948E-1,-5.718059838E-3
4.058614094E1,-2.242076099E-1,-1.215934753E-1,5.707316101E-3
4.059111037E1,-2.045482993E-1,-1.288452148E-1,-2.432925999E-2
4.059608001E1,-1.816188097E-1,-1.229743958E-1,-4.680605233E-2
4.060104943E1,-1.603523493E-1,-1.302261353E-1,-5.719497427E-2
4.060601886E1,-1.502903253E-1,-5.546855927E-2,-6.850302219E-2
4.061098823E1,-1.156024188E-1,-9.180068970E-2,-8.777113259E-2
4.061595766E1,-9.473654628E-2,-1.183357239E-1,-7.943017781E-2
4.062092709E1,-8.742086589E-2,-7.101058960E-2,-8.861213923E-2
4.062589714E1,-1.207829043E-1,-4.664993286E-2,-1.485066712E-1
4.063086657E1,-9.618715942E-2,7.152557373E-5,-1.479659379E-1
4.063583599E1,-7.939061522E-2,2.740001678E-2,-1.290414035E-1
4.064080537E1,-7.373547554E-2,6.756114960E-2,-1.089835837E-1
4.064577480E1,-8.295375854E-2,7.888031006E-2,-1.384316683E-1
4.065074422E1,-6.648418307E-2,9.485340118E-2,-1.445732117E-1
4.065571297E1,-5.537235737E-2,1.273221970E-1,-1.631553471E-1
4.066068240E1,-9.455020726E-2,1.488304138E-1,-1.503130645E-1
4.066565183E1,-9.208948165E-2,1.285886765E-1,-1.618717611E-1
4.067062120E1,-9.241595864E-2,1.334571838E-1,-1.276522577E-1
4.067559063E1,-1.107646748E-1,1.715412140E-1,-1.526388973E-1
4.068056006E1,-1.220159680E-1,1.368551254E-1,-1.496322155E-1
4.068552985E1,-1.548138857E-1,1.404638290E-1,-1.166455448E-1
4.069049928E1,-1.660374105E-1,9.771823883E-2,-1.014389843E-1
4.069546870E1,-1.546789855E-1,6.245517731E-2,-9.312163293E-2
4.070043808E1,-2.040959299E-1,7.261943817E-2,-6.803880632E-2
4.070540751E1,-1.899687350E-1,2.687263489E-2,-5.356814340E-2
4.071037693E1,-2.160582840E-1,1.120281219E-2,-2.976937592E-2
4.071534526E1,-2.392958999E-1,9.187221527E-2,1.177719608E-2
4.072031469E1,-2.658002675E-1,-3.557205200E-4,1.953730918E-2
4.072528412E1,-2.561400235E-1,-2.411270142E-2,7.102660090E-2
4.073025349E1,-2.476188838E-1,-6.786346436E-2,7.558121532E-2
4.073522292E1,-3.026592135E-1,-7.323741913E-2,6.432008743E-2
4.074019235E1,-2.761093080E-1,-6.430912018E-2,6.838741153E-2
4.074516178E1,-2.779757977E-1,-9.465122223E-2,7.712172717E-2
4.075013120E1,-3.017708063E-1,-1.568050385E-1,1.245118976E-1
4.075510063E1,-3.119120598E-1,-1.341066360E-1,1.281001717E-1
4.076007000E1,-3.130823374E-1,3.619194031E-3,1.372603029E-1
4.076503943E1,-2.557300329E-1,-1.658630371E-2,9.263630211E-2
4.077000886E1,-2.402456403E-1,8.512496948E-3,9.550618380E-2
4.077497928E1,-2.361949980E-1,-1.648330688E-2,1.441829354E-1
4.077994870E1,-2.531941831E-1,-2.464008331E-2,1.112713143E-1
4.078491813E1,-2.529544532E-1,1.478290558E-2,1.009689718E-1
4.078988750E1,-2.558898032E-1,-3.045463562E-2,4.765591770E-2
4.079485693E1,-2.772323191E-1,-6.581306458E-2,1.509499252E-1
4.079982636E1,-2.645404935E-1,-1.650199890E-1,1.176405475E-1
4.080478386E1,-2.646428943E-1,-1.885747910E-1,1.127045304E-1
4.080975329E1,-2.723924816E-1,-1.382951736E-1,8.371318132E-2
4.081472271E1,-2.639587820E-1,-1.335763931E-1,7.505239546E-2
4.081969209E1,-2.455716431E-1,-1.170291901E-1,8.497455716E-2
4.082466152E1,-1.876457185E-1,-1.018171310E-1,8.270269632E-2
4.082963094E1,-1.511906683E-1,-8.436679840E-2,6.369189918E-2
4.083461334E1,-1.430521756E-1,-3.262805939E-2,3.757579625E-2
4.083958276E1,-1.052591056E-1,-3.376007080E-4,2.567839809E-2
4.084455219E1,-1.525875181E-2,1.623153687E-2,2.449233644E-2
4.084952157E1,-6.985113025E-3,6.947326660E-2,-1.701536030E-2
4.085449099E1,5.575246364E-2,8.425617218E-2,-1.774025336E-2
4.085946042E1,3.332287073E-2,8.109092712E-2,-4.575062916E-2
4.086442933E1,5.835470557E-2,5.894184113E-2,-4.248968512E-2
4.086939876E1,8.051677793E-2,3.341102600E-2,-4.263640195E-2
4.087436818E1,9.151734412E-2,3.659534454E-2,-6.392806768E-2
4.087933756E1,1.353192478E-1,4.450321198E-2,-5.872839689E-2
4.088430698E1,1.332295239E-1,2.740192413E-2,-7.479757816E-2
4.088927641E1,1.545742750E-1,1.519489288E-2,-7.275952399E-2
4.089424485E1,1.776474118E-1,1.259422302E-2,-7.292976975E-2
4.089921428E1,1.608644724E-1,3.496360779E-2,-7.146930695E-2
4.090418370E1,1.923984885E-1,6.190395355E-2,-1.076413393E-1
4.090915308E1,2.125113904E-1,1.016921997E-1,-9.228079766E-2
4.091412250E1,1.938485950E-1,1.209659576E-1,-1.478739083E-1
4.091909193E1,2.115108073E-1,1.210861206E-1,-1.407990456E-1
4.092406058E1,2.108968496E-1,1.663446426E-1,-1.393298060E-1
4.092903000E1,2.035949826E-1,1.352233887E-1,-1.433174908E-1
4.093399938E1,1.854033470E-1,1.376247406E-1,-1.183243543E-1
4.093896881E1,1.432176232E-1,1.245718002E-1,-1.062670648E-1
4.094393818E1,1.260400116E-1,1.033191681E-1,-1.260954738E-1
4.094890761E1,1.196693778E-1,9.768581390E-2,-9.894148260E-2
4.095388193E1,8.587774634E-2,8.022499084E-2,-1.143592447E-1
4.095885136E1,6.682746112E-2,7.478427887E-2,-8.799987286E-2
4.096382073E1,9.048765153E-2,8.364295959E-2,-4.491931945E-2
4.096879016E1,7.844717801E-2,4.016304016E-2,-2.582512982E-2
4.097375954E1,7.009620965E-2,1.129817963E-2,-3.165233135E-2
4.097872896E1,7.963126898E-2,-5.449295044E-3,-2.186181769E-2
4.098369641E1,4.774810374E-2,-4.106712341E-2,-4.820367321E-3
4.098866584E1,5.535390973E-2,-6.569957733E-2,2.473226748E-3
4.099363521E1,2.153252065E-2,-1.043863297E-1,1.561764255E-2
4.099860464E1,3.679579496E-2,-1.273145676E-1,1.664604619E-2
4.100357402E1,2.004450560E-2,-1.120471954E-1,3.669365495E-2
4.100854344E1,3.217367828E-2,-9.097385406E-2,9.199905396E-2
4.101351370E1,3.620019555E-2,-6.770610809E-2,9.915145487E-2
4.101848313E1,2.854947746E-2,-8.146095276E-2,6.673151255E-2
4.102345250E1,3.555421531E-2,-2.384185791E-2,1.197615117E-1
4.102842193E1,3.808772564E-2,1.784896851E-2,1.150239334E-1
4.103339131E1,3.370757401E-2,8.887958527E-2,1.075063422E-1
4.103836073E1,7.465516031E-2,5.479145050E-2,1.057006270E-1
4.104334412E1,9.283646941E-2,2.573394775E-2,1.130502075E-1
4.104831355E1,8.369094133E-2,-3.085136414E-3,1.176442280E-1
4.105328292E1,8.438333869E-2,-7.086849213E-2,1.171397120E-1
4.105825235E1,8.277292550E-2,-1.060199738E-1,8.905633539E-2
4.106322172E1,9.088617563E-2,-1.729545593E-1,8.106222004E-2
4.106819115E1,6.234592199E-2,-2.250881195E-1,1.358737350E-1
4.107315839E1,7.125249505E-2,-2.839221954E-1,1.280763447E-1
4.107812782E1,6.625139713E-2,-2.876424789E-1,1.056218818E-1
4.108309719E1,5.440068245E-2,-2.438297272E-1,8.557040244E-2
4.108806662E1,7.717315853E-2,-2.645282745E-1,5.132563040E-2
4.109303599E1,8.116906881E-2,-2.470607758E-1,9.900739789E-2
4.109800542E1,1.092264354E-1,-2.546949387E-1,7.605862617E-2
4.110298047E1,1.361322850E-1,-2.123937607E-1,3.064895794E-2
4.110794990E1,9.758307040E-2,-1.787672043E-1,5.905340612E-2
4.111291928E1,1.570130140E-1,-1.442461014E-1,4.063491896E-2
4.111788870E1,1.541581154E-1,-1.218957901E-1,3.545936942E-2
4.112285808E1,2.068397403E-1,-1.104183197E-1,1.380349416E-2
4.112782750E1,2.295707315E-1,-7.173061371E-2,9.935105219E-3
4.113279256E1,2.175817192E-1,-8.444023132E-2,1.939676516E-2
4.113776198E1,2.437080741E-1,-3.766059875E-2,1.028552651E-5
4.114273136E1,2.184379101E-1,-4.947566986E-2,-5.477125943E-2
4.114770079E1,2.503911853E-1,-1.012134552E-2,-9.141482413E-3
4.115267016E1,2.226110697E-1,2.772331238E-3,2.850573510E-3
4.115763959E1,2.531063855E-1,-9.381294250E-3,-3.966014087E-2
4.116259469E1,2.725842595E-1,-2.737808228E-2,-4.382513463E-2
4.116756412E1,2.753436565E-1,-2.860164642E-2,-3.960030153E-2
4.117253349E1,2.966937125E-1,9.392738342E-3,-2.094517834E-2
4.117750292E1,3.332277834E-1,7.476806641E-4,-5.215467513E-2
4.118247230E1,3.299479783E-1,-2.919769287E-2,-4.728922993E-2
4.118744167E1,3.217362463E-1,-6.624221802E-3,-5.782394856E-2
4.119240995E1,3.323090971E-1,1.339340210E-2,-7.268354297E-2
4.119737938E1,3.544383049E-1,1.900005341E-2,-1.038393825E-1
4.120234876E1,3.629009128E-1,2.457332611E-2,-7.846504450E-2
4.120731818E1,3.509702384E-1,4.198265076E-2,-7.563857734E-2
4.121228756E1,3.613160551E-1,4.144573212E-2,-1.130077839E-1
4.121725698E1,3.428350091E-1,-4.213333130E-3,-8.679854870E-2
4.122223037E1,3.277358413E-1,-7.801055908E-4,-9.729364514E-2
4.122719980E1,3.377022743E-1,-4.726028442E-2,-8.244635165E-2
4.123216917E1,3.342861235E-1,-4.345893860E-2,-3.676283360E-2
4.123713860E1,3.198962212E-1,-6.224632263E-2,-5.169875175E-2
4.124210797E1,3.295384943E-1,-5.831432343E-2,-2.248170972E-2
4.124707740E1,3.386317194E-1,-6.508636475E-2,-4.083966836E-2
4.125204370E1,3.665737808E-1,-5.279636383E-2,-3.755868226E-2
4.125701313E1,3.488636911E-1,-1.327896118E-2,-1.395655330E-2
4.126198251E1,3.464303911E-1,1.523113251E-2,-1.551018097E-2
4.126695193E1,3.651628494E-1,3.400993347E-2,-1.111304667E-2
4.127192131E1,3.313732445E-1,7.995414734E-2,3.115079366E-2
4.127689073E1,3.369052708E-1,4.712867737E-2,1.359476149E-2
4.128186063E1,3.149686456E-1,1.131658554E-1,3.409159184E-2
4.128683006E1,3.075199723E-1,1.073837280E-1,3.167046234E-2
4.129179943E1,3.059939742E-1,1.254091263E-1,5.754247308E-2
4.129676886E1,3.032665253E-1,1.444711685E-1,6.149943918E-2
4.130173823E1,2.971024215E-1,1.324901581E-1,8.652085066E-2
4.130670766E1,2.921771407E-1,1.621799469E-1,8.380574733E-2
4.131167865E1,2.611102164E-1,1.298599243E-1,1.129467860E-1
4.131664808E1,2.638449669E-1,1.548109055E-1,8.095841110E-2
4.132161745E1,2.464423329E-1,1.534175873E-1,7.254659384E-2
4.132658688E1,2.614360452E-1,1.745967865E-1,1.103187129E-1
4.133155626E1,2.562941909E-1,2.181596756E-1,5.957111716E-2
4.133652568E1,2.441717386E-1,2.233448029E-1,7.420765609E-2
4.134149271E1,2.430976927E-1,2.522296906E-1,6.460287422E-2
4.134646214E1,2.162400782E-1,2.179088593E-1,6.566134840E-2
4.135143152E1,2.691856325E-1,2.111911774E-1,4.876469448E-2
4.135640094E1,2.435041964E-1,2.187719345E-1,4.608138651E-2
4.136137032E1,2.242083699E-1,1.704540253E-1,5.855094269E-2
4.136633974E1,2.492795289E-1,1.510314941E-1,1.034047082E-2
4.137130974E1,3.052312732E-1,1.400756836E-1,1.339989156E-2
4.137627917E1,2.977898717E-1,4.962730408E-2,1.881404221E-2
4.138124855E1,2.975622118E-1,-1.631546021E-2,-3.241628408E-3
4.138621797E1,3.259467185E-1,-5.083179474E-2,-2.968092822E-2
4.139118735E1,3.206811547E-1,-5.892562866E-2,5.811899900E-3
4.139615678E1,3.522291780E-1,-8.239078522E-2,-4.576883465E-2
4.140114224E1,3.454159498E-1,-9.734439850E-2,-2.912321314E-2
4.140611167E1,3.467525244E-1,-1.181030273E-1,-2.680473030E-2
4.141108105E1,3.609367013E-1,-1.351194382E-1,-6.121627986E-2
4.141605047E1,3.629429340E-1,-1.555471420E-1,-5.720618740E-2
4.142101985E1,3.932321668E-1,-1.959886551E-1,-7.315663993E-2
4.142598928E1,4.121631682E-1,-2.206344604E-1,-5.564343184E-2
4.143094547E1,3.915259838E-1,-2.343750000E-1,-6.774906069E-2
4.143591490E1,3.956755400E-1,-2.337331772E-1,-6.299390644E-2
4.144088433E1,3.948072195E-1,-2.307100296E-1,-8.305822313E-2
4.144585376E1,4.291639924E-1,-1.801815033E-1,-8.363713324E-2
4.145082313E1,4.069411457E-1,-1.324281693E-1,-7.210181653E-2
4.145579256E1,4.331093132E-1,-7.198524475E-2,-1.065620407E-1
4.146075896E1,4.253859222E-1,-4.647254944E-2,-9.905569255E-2
4.146572839E1,3.876691163E-1,-9.278297424E-3,-9.863379598E-2
4.147069782E1,3.760339022E-1,4.425144196E-2,-7.768209279E-2
4.147566724E1,3.890231848E-1,7.478809357E-2,-1.064761281E-1
4.148063662E1,3.698089421E-1,1.062593460E-1,-9.905608743E-2
4.148560605E1,3.539028764E-1,1.529273987E-1,-1.197833270E-1
4.149057521E1,3.557124436E-1,1.647729874E-1,-1.151060462E-1
4.149554464E1,3.621802628E-1,1.705846786E-1,-1.208700240E-1
4.150051407E1,2.876180410E-1,1.478500366E-1,-9.996066242E-2
4.150548349E1,3.050057292E-1,1.502532959E-1,-1.064128280E-1
4.151045287E1,2.876998186E-1,1.443252563E-1,-8.166510612E-2
4.151542230E1,2.799622715E-1,1.764583588E-1,-6.393900514E-2
4.152039360E1,2.592756152E-1,1.596212387E-1,-6.290638447E-2
4.152536303E1,2.588760555E-1,1.833124161E-1,-3.662838414E-2
4.153033245E1,2.479718029E-1,1.676006317E-1,-2.952073328E-2
4.153530188E1,2.218993753E-1,1.104412079E-1,-1.993902586E-2
4.154027126E1,2.448467165E-1,1.060142517E-1,5.059588701E-3
4.154524068E1,1.975238621E-1,8.380603790E-2,-4.703560844E-3
4.155020948E1,2.053366750E-1,9.741210938E-2,1.169620641E-2
4.155517891E1,2.037895024E-1,7.882404327E-2,5.414281785E-2
4.156014834E1,1.846463084E-1,6.869792938E-2,3.308008611E-2
4.156511777E1,1.955645084E-1,3.726768494E-2,5.113608390E-2
4.157008714E1,1.804940104E-1,-1.291275024E-2,7.239505649E-2
4.157505657E1,1.882203072E-1,-6.855010986E-3,1.014820635E-1
4.158002902E1,1.950318217E-1,-3.233909607E-3,1.071393713E-1
4.158499844E1,1.733837724E-1,2.291965485E-2,1.433957219E-1
4.158996787E1,1.758272201E-1,-2.223968506E-3,1.314746290E-1
4.159493730E1,1.712276340E-1,2.034950256E-2,1.168651953E-1
4.159990667E1,1.718069911E-1,2.371692657E-2,1.257717758E-1
4.160487610E1,1.879785210E-1,1.992416382E-2,1.069002002E-1
4.160984459E1,2.099802792E-1,5.298233032E-2,1.220910624E-1
4.161481402E1,2.011248171E-1,3.943443298E-2,9.970879555E-2
4.161978344E1,1.769545972E-1,9.368896484E-3,1.438748240E-1
4.162475287E1,1.922864169E-1,-2.634048462E-3,6.032031029E-2
4.162972224E1,1.910442412E-1,-4.423713684E-2,1.136979312E-1
4.163469167E1,1.958556771E-1,-8.668613434E-2,5.946941674E-2
4.163965922E1,2.078318894E-1,-8.246326447E-2,3.980479389E-2
4.164462865E1,2.162245512E-1,-8.421802521E-2,7.602671534E-2
4.164959808E1,2.009488642E-1,-7.289981842E-2,3.556847945E-2
4.165456750E1,2.225706577E-1,-5.217361450E-2,6.658612192E-2
4.165953688E1,2.332973629E-1,-2.330684662E-2,3.555526584E-2
4.166450631E1,2.640243173E-1,-8.930206299E-3,1.650815085E-2
4.166947620E1,2.681578994E-1,1.839637756E-2,6.013266742E-3
4.167444563E1,2.778853178E-1,4.669094086E-2,-1.286250353E-2
4.167941506E1,2.920768261E-1,3.556156158E-2,-2.072964236E-2
4.168438448E1,3.093760014E-1,6.016826630E-2,-4.498272389E-2
4.168935386E1,3.403706849E-1,8.220577240E-2,-7.734271884E-2
4.169432329E1,3.338199854E-1,8.269596100E-2,-7.111196220E-2
4.169929329E1,3.412400484E-1,7.487869263E-2,-9.677113593E-2
4.170426271E1,3.467887044E-1,6.477260590E-2,-7.795585692E-2
4.170923214E1,3.305488825E-1,1.675319672E-2,-1.006605029E-1
4.171420157E1,3.292897344E-1,-3.678703308E-2,-9.203200042E-2
4.171917094E1,2.873455286E-1,-5.661296844E-2,-1.165018231E-1
4.172414037E1,3.033823967E-1,-1.012001038E-1,-1.013313457E-1
4.172911126E1,2.973080873E-1,-9.313678741E-2,-7.998532057E-2
4.173408068E1,3.122753799E-1,-1.433296204E-1,-9.535530210E-2
4.173905011E1,2.768417597E-1,-1.562757492E-1,-1.079638973E-1
4.174401954E1,2.816457152E-1,-1.441593170E-1,-8.457525074E-2
4.174898891E1,2.610762119E-1,-1.725206375E-1,-1.181368232E-1
4.175395834E1,2.212056816E-1,-1.721277237E-1,-1.200948358E-1
4.175892407E1,2.148761451E-1,-1.444215775E-1,-1.266333312E-1
4.176389349E1,1.632766128E-1,-1.264495850E-1,-1.067023724E-1
4.176886292E1,1.629195511E-1,-1.062459946E-1,-9.496948123E-2
4.177383235E1,1.244780868E-1,-5.295658112E-2,-8.550210297E-2
4.177880172E1,1.220136359E-1,-3.337287903E-2,-7.369333506E-2
4.178377115E1,9.813747555E-2,-2.108287811E-2,-5.232454091E-2
4.178872454E1,7.355061173E-2,-3.147315979E-2,-4.769327864E-2
4.179369396E1,4.581873119E-2,1.166343689E-2,-2.892254107E-2
4.179866339E1,4.457826912E-2,-3.227138519E-2,-5.480702966E-3
4.180363276E1,1.964333653E-2,-3.189659119E-2,-3.202073649E-2
4.180860219E1,-1.646825671E-2,-9.211444855E-2,-2.299287915E-2
4.181357162E1,-9.312629700E-3,-5.444049835E-2,-1.081474125E-3
4.181856058E1,-1.034209132E-2,-7.172203064E-2,8.722018450E-3
4.182353000E1,-3.104314208E-2,-8.887195587E-2,1.001995429E-2
4.182849943E1,-2.758361399E-2,-7.500171661E-2,-6.520636380E-4
4.183346886E1,-3.347407281E-2,-6.362724304E-2,7.584575564E-3
4.183843823E1,-2.121339738E-2,-5.116844177E-2,4.043436795E-2
4.184340766E1,-3.368647397E-2,-6.257247925E-2,3.832909837E-2
4.184837803E1,-1.966540515E-2,-4.063129425E-2,3.845988959E-2
4.185334745E1,-2.796421945E-2,1.913070679E-2,2.885226533E-2
4.185831688E1,-3.954920173E-2,-1.907348633E-6,5.110679194E-2
4.186328631E1,-1.865538955E-2,6.416225433E-2,3.841806948E-2
4.186825568E1,5.679607391E-3,6.602668762E-2,4.227942973E-2
4.187322511E1,-5.717307329E-3,7.737541199E-2,4.711163044E-2
4.187819016E1,1.998576522E-2,1.064414978E-1,3.142608702E-2
4.188315959E1,1.355987787E-2,1.388273239E-1,2.178199589E-2
4.188812902E1,3.598675132E-3,1.555013657E-1,3.948386386E-2
4.189309844E1,1.081943512E-3,1.542158127E-1,1.037720963E-2
4.189806782E1,2.567122132E-2,1.707592010E-1,-4.461932927E-2
4.190303724E1,2.761863917E-2,1.277742386E-1,-1.363830455E-2
4.190798808E1,2.351280302E-2,1.516647339E-1,4.126489162E-3
4.191295750E1,4.430081695E-2,1.480369568E-1,-3.181727231E-2
4.191792693E1,5.536183715E-2,1.194953918E-1,-2.121750265E-2
4.192289631E1,3.283945471E-2,1.018857956E-1,-4.383538663E-2
4.192786573E1,4.019971192E-2,1.046123505E-1,-4.137359932E-2
4.193283516E1,5.217245966E-2,5.742931366E-2,-4.484550282E-2
4.193782438E1,3.756694496E-2,3.439903259E-2,-3.858661652E-2
4.194279381E1,7.060332596E-2,-2.644824982E-2,-4.662894085E-2
4.194776323E1,4.740988463E-2,-5.828094482E-2,-3.436062485E-2
4.195273266E1,4.542533308E-2,-5.421161652E-2,-6.952565908E-2
4.195770204E1,4.696824402E-2,-5.255222321E-2,-6.871432066E-2
4.196267146E1,2.577506751E-2,-7.228469849E-2,-7.253146172E-2
4.196764204E1,4.720404744E-2,-9.541416168E-2,-7.249704003E-2
4.197261146E1,4.449186474E-2,-1.183490753E-1,-7.008807361E-2
4.197758089E1,3.906290233E-2,-1.327762604E-1,-7.459267229E-2
4.198255032E1,4.880721122E-2,-1.577720642E-1,-5.749995261E-2
4.198751969E1,4.744136333E-2,-1.813707352E-1,-7.856021821E-2
4.199248912E1,6.707580388E-2,-1.715145111E-1,-5.893231928E-2
4.199745985E1,4.711407796E-2,-1.569919586E-1,-5.132106319E-2
4.200242928E1,7.190761715E-2,-1.544675827E-1,-6.399348378E-2
4.200739870E1,5.708952993E-2,-1.531524658E-1,-8.229237050E-2
4.201236813E1,5.256354809E-2,-1.387853622E-1,-4.324543476E-2
4.201733750E1,5.721175671E-2,-1.114759445E-1,-6.512807310E-2
4.202230693E1,2.460913733E-2,-8.914756775E-2,-5.336437374E-2
4.202726209E1,4.042564705E-2,-9.195518494E-2,-2.631278895E-2
4.203223152E1,-1.662701555E-2,-9.236812592E-2,-3.367210180E-2
4.203720094E1,-1.655644551E-2,-8.447170258E-2,-3.864818066E-2
4.204217037E1,-1.437256113E-2,-9.327507019E-2,-4.575167224E-2
4.204713974E1,-4.105293006E-2,-7.825660706E-2,-5.269327387E-2
4.205210917E1,-7.954640687E-2,-6.693649292E-2,-2.993590757E-2
4.205709495E1,-9.425563365E-2,-3.433990479E-2,-4.899061099E-2
4.206206438E1,-1.313531548E-1,-3.052997589E-2,-3.811877593E-2
4.206703381E1,-1.395581365E-1,-2.438354492E-2,-3.449055180E-2
4.207200323E1,-1.572232544E-1,-3.492546082E-2,-1.547882147E-2
4.207697261E1,-1.901052296E-1,-2.281856537E-2,-1.555125788E-2
4.208194204E1,-2.533616722E-1,-2.863597870E-2,-1.704524830E-2
4.208690646E1,-2.266616523E-1,-1.659011841E-2,-1.981966197E-2
4.209187589E1,-2.889374495E-1,-3.672027588E-2,-2.148690075E-2
4.209684532E1,-3.122182190E-1,-7.212162018E-2,1.856352016E-2
4.210181474E1,-2.955628633E-1,-8.228397369E-2,-6.066609174E-3
4.210678412E1,-3.581586480E-1,-1.339330673E-1,1.322135702E-2
4.211175355E1,-3.543342352E-1,-1.221961975E-1,6.037537009E-3
4.211672474E1,-3.807759285E-1,-1.521253586E-1,1.541407779E-2
4.212169417E1,-3.920652270E-1,-1.782350540E-1,1.143711805E-2
4.212666360E1,-3.717816472E-1,-1.898670197E-1,5.972079933E-3
4.213163303E1,-3.866754770E-1,-1.562623978E-1,1.100733504E-2
4.213660240E1,-3.627082109E-1,-1.383724213E-1,4.554060847E-2
4.214157183E1,-3.977566063E-1,-1.111211777E-1,4.170013964E-2
4.214654042E1,-3.714680076E-1,-7.340335846E-2,3.156330436E-2
4.215150985E1,-3.355066180E-1,-3.243160248E-2,1.428154111E-2
4.215647928E1,-3.123639822E-1,2.602100372E-2,5.277730525E-3
4.216144870E1,-3.068137765E-1,6.783485413E-3,-1.919665933E-2
4.216641808E1,-2.666047812E-1,3.997230530E-2,-5.561098456E-3
4.217138751E1,-2.693873644E-1,8.238601685E-2,-2.648259141E-2
4.217637000E1,-2.280954570E-1,8.406352997E-2,-4.963691160E-2
4.218133943E1,-1.988173574E-1,9.404373169E-2,-2.743044123E-2
4.218630886E1,-1.865956783E-1,9.087371826E-2,-7.530289143E-2
4.219127829E1,-1.509033740E-1,7.109832764E-2,-5.990205333E-2
